step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497893,0.497805,0.498447,0.498454,0.498585,0.498529,0.498079,0.497980,0.499386,0.499246,0.501205,0.501246,0.501611,0.501589,0.502513,0.502538,0.499723,0.499734,0.501251,0.501322,0.502046,0.502034,0.502871,0.502928,0.499911,0.499766,0.501156,0.501175,0.499954,0.499929,0.502891,0.502816,0.500126,0.500087,0.501482,0.501500,0.501558,0.501570,0.502759,0.502777,0.499742,0.499811,0.501552,0.501640,0.502354,0.502359,0.502698,0.502770
400,0.487860,0.487757,0.504301,0.504518,0.493839,0.493609,0.489072,0.489074,0.495574,0.495167,0.496392,0.496581,0.497424,0.497351,0.506520,0.505987,0.502438,0.502044,0.501307,0.500960,0.498742,0.498286,0.512955,0.512507,0.499820,0.499988,0.501114,0.500321,0.497713,0.497792,0.512508,0.511859,0.501259,0.501095,0.504396,0.501974,0.498544,0.498466,0.512978,0.512598,0.499098,0.499380,0.502839,0.503185,0.507736,0.507762,0.513132,0.513229
600,0.472498,0.472378,0.516149,0.516647,0.487561,0.487169,0.476425,0.476686,0.488521,0.487767,0.491257,0.491402,0.493602,0.492352,0.511526,0.509793,0.505751,0.504705,0.503361,0.502539,0.495194,0.492204,0.527913,0.526478,0.499739,0.500485,0.507019,0.498688,0.491639,0.491734,0.528854,0.525488,0.502358,0.502328,0.505786,0.491725,0.487957,0.487727,0.529453,0.528991,0.497791,0.498125,0.507707,0.506605,0.510004,0.509883,0.529365,0.528919
800,0.451762,0.451589,0.529152,0.530029,0.479790,0.479231,0.459958,0.460501,0.481218,0.477726,0.484857,0.485373,0.492567,0.489803,0.514456,0.511399,0.507469,0.506054,0.506396,0.505406,0.495490,0.490137,0.545944,0.537867,0.501245,0.503255,0.514289,0.498718,0.483263,0.483404,0.545071,0.540164,0.502109,0.501812,0.509435,0.478592,0.477602,0.476906,0.545956,0.547155,0.496778,0.497191,0.516087,0.502765,0.498335,0.497525,0.542553,0.540540
1000,0.426485,0.426258,0.540444,0.541911,0.465059,0.463921,0.439345,0.439934,0.476960,0.467498,0.477051,0.478150,0.492134,0.487244,0.512566,0.508125,0.510264,0.508183,0.508528,0.507280,0.496772,0.489921,0.565141,0.545108,0.498925,0.501210,0.518638,0.499248,0.484195,0.477501,0.554067,0.547432,0.501275,0.500627,0.514274,0.473354,0.470984,0.467332,0.558738,0.557804,0.494939,0.495311,0.523681,0.502877,0.494587,0.489476,0.551998,0.546042
1200,0.403631,0.403295,0.549928,0.552028,0.445758,0.444063,0.418224,0.418700,0.475920,0.456677,0.468102,0.469876,0.491168,0.484622,0.509881,0.503812,0.510201,0.507819,0.510732,0.509368,0.498095,0.489577,0.583087,0.549763,0.497498,0.500157,0.526504,0.496167,0.486400,0.467993,0.570773,0.554610,0.501778,0.500817,0.522885,0.462732,0.467400,0.455310,0.573381,0.563004,0.493774,0.494006,0.535425,0.498738,0.492974,0.480507,0.562743,0.549043
1400,0.382162,0.381652,0.559383,0.562074,0.424803,0.422336,0.398175,0.398436,0.480474,0.446976,0.460349,0.462482,0.488728,0.480617,0.504244,0.496423,0.512082,0.509624,0.511312,0.509998,0.499143,0.489479,0.601089,0.554393,0.498018,0.500774,0.536105,0.492605,0.490243,0.461374,0.586055,0.559506,0.500357,0.499588,0.532483,0.451967,0.469211,0.446312,0.587144,0.566184,0.493053,0.493219,0.543871,0.490661,0.494552,0.472053,0.570960,0.550798
1600,0.362364,0.361557,0.564390,0.567667,0.404476,0.401242,0.379061,0.378941,0.487002,0.435971,0.450978,0.453626,0.486199,0.476240,0.498190,0.489145,0.512383,0.509708,0.511628,0.510512,0.500373,0.489121,0.619690,0.557892,0.496981,0.499625,0.544429,0.489203,0.495569,0.457992,0.601079,0.563776,0.501700,0.500936,0.538811,0.442848,0.472460,0.439408,0.598097,0.568460,0.493752,0.493643,0.551338,0.485833,0.500109,0.465792,0.577201,0.552105
1800,0.346298,0.344798,0.568220,0.572075,0.385616,0.381163,0.361991,0.361283,0.500648,0.428035,0.443132,0.446074,0.483401,0.471674,0.491932,0.481848,0.513041,0.510020,0.510343,0.509317,0.500032,0.488273,0.633123,0.561246,0.494831,0.497401,0.554121,0.487104,0.501725,0.456644,0.616793,0.568729,0.501634,0.500603,0.546910,0.434709,0.477739,0.435986,0.608236,0.570351,0.490420,0.490401,0.558770,0.478913,0.505941,0.461518,0.582310,0.553207
