step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,6.371454,0.362850,0.000000,7.486135,
1000,2.000839,0.533592,0.000000,1.966033,
2000,1.854758,0.520545,0.000000,1.856798,
3000,1.799421,0.514163,0.000000,1.792107,
4000,1.759958,0.509325,0.000000,1.759577,
5000,1.751739,0.506112,0.000000,1.738612,
6000,1.722996,0.503731,0.000000,1.713110,
7000,1.700824,0.502241,0.000000,1.702292,
8000,1.686763,0.501340,0.000000,1.684390,
9000,1.668127,0.500833,0.000000,1.668214,
10000,1.655373,0.500540,0.000000,1.660260,
11000,1.643864,0.500272,0.000000,1.644073,
12000,1.637651,0.500264,0.000000,1.634543,
13000,1.614832,0.500295,0.000000,1.621773,
14000,1.615046,0.499971,0.000000,1.611940,
15000,1.603546,0.500014,0.000000,1.604227,
16000,1.598249,0.500162,0.000000,1.598459,
17000,1.594905,0.500119,0.000000,1.589628,
18000,1.578474,0.500091,0.000000,1.584166,
19000,1.573611,0.500170,0.000000,1.576878,
20000,1.569566,0.499974,0.000000,1.570993,
21000,1.565495,0.500081,0.000000,1.565281,
22000,1.565080,0.499880,0.000000,1.562724,
23000,1.560293,0.500148,0.000000,1.559127,
24000,1.548915,0.500353,0.000000,1.556565,
