step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497423,0.497657,0.497925,0.498067,0.498802,0.498695,0.498023,0.497900,0.499584,0.499102,0.498769,0.498801,0.500603,0.500443,0.498599,0.498408,0.499646,0.499187,0.499777,0.499793,0.501178,0.501136,0.499251,0.499004,0.500264,0.499963,0.499558,0.499548,0.500673,0.500653,0.499678,0.499377,0.500301,0.499825,0.499476,0.499471,0.500264,0.500251,0.500007,0.499748,0.499311,0.499282,0.499614,0.499620,0.500178,0.500171,0.500326,0.500127
400,0.489926,0.491436,0.488573,0.489220,0.491062,0.490724,0.492024,0.491757,0.500902,0.498878,0.491842,0.491982,0.498591,0.497320,0.493684,0.493005,0.498700,0.496753,0.495354,0.495395,0.506649,0.505895,0.497329,0.496179,0.502678,0.501076,0.494871,0.494897,0.503849,0.503367,0.498845,0.497414,0.502353,0.500478,0.497014,0.497046,0.501250,0.500883,0.501460,0.500040,0.498786,0.498628,0.498696,0.498744,0.502326,0.502120,0.503972,0.502830
600,0.479095,0.483139,0.472848,0.474417,0.480083,0.478735,0.484325,0.483564,0.503362,0.498106,0.477633,0.477765,0.491587,0.487781,0.486147,0.484137,0.496513,0.491900,0.484071,0.483792,0.516424,0.513093,0.494508,0.490709,0.503465,0.500044,0.483154,0.482805,0.511677,0.509247,0.496857,0.492600,0.504222,0.499689,0.488994,0.488998,0.502325,0.500470,0.503726,0.499210,0.498154,0.497369,0.492882,0.493122,0.508504,0.507395,0.509572,0.505903
800,0.466308,0.473112,0.452651,0.455275,0.470640,0.464770,0.476269,0.473350,0.506861,0.496753,0.458920,0.458597,0.488221,0.475529,0.480261,0.474279,0.498362,0.486108,0.466210,0.465311,0.531439,0.521842,0.494420,0.484757,0.506218,0.497919,0.466146,0.465165,0.524831,0.517686,0.497915,0.487151,0.508195,0.498816,0.477049,0.476941,0.503194,0.497918,0.509278,0.497909,0.498017,0.494949,0.480081,0.480246,0.518037,0.514633,0.517896,0.508877
1000,0.455547,0.464883,0.430873,0.434155,0.477293,0.457613,0.472169,0.464435,0.513462,0.496324,0.440287,0.438645,0.496536,0.466641,0.479685,0.465184,0.502740,0.480883,0.446043,0.444220,0.551407,0.531563,0.498093,0.479335,0.511946,0.497020,0.449031,0.446517,0.544026,0.528799,0.503396,0.482556,0.512241,0.496069,0.464987,0.464447,0.508007,0.496411,0.519242,0.497799,0.495283,0.490000,0.464718,0.464693,0.529988,0.521603,0.529354,0.512250
1200,0.447000,0.458126,0.412273,0.415775,0.494241,0.458086,0.471050,0.456895,0.520620,0.495752,0.425927,0.421608,0.514722,0.464235,0.487198,0.460402,0.511945,0.478792,0.429845,0.425894,0.572289,0.539246,0.508791,0.477388,0.515432,0.493540,0.432593,0.427911,0.562268,0.536175,0.512418,0.479073,0.516822,0.493613,0.452979,0.451659,0.511141,0.492707,0.532199,0.497949,0.494595,0.486547,0.453209,0.452842,0.542710,0.528420,0.542375,0.514684
1400,0.439545,0.451525,0.397074,0.399732,0.516723,0.465342,0.473380,0.450303,0.527825,0.495070,0.414361,0.405846,0.538189,0.466025,0.498980,0.457455,0.522587,0.477239,0.416586,0.408416,0.594351,0.544005,0.521614,0.476703,0.522152,0.490641,0.417687,0.410467,0.577889,0.538103,0.523713,0.476858,0.524757,0.492804,0.441646,0.439752,0.519474,0.491410,0.546037,0.497874,0.494734,0.483438,0.441238,0.440260,0.551640,0.530658,0.555681,0.516435
1600,0.434536,0.447160,0.386351,0.386774,0.541658,0.475389,0.476142,0.442717,0.533778,0.493871,0.407200,0.392865,0.564687,0.471372,0.514354,0.457159,0.533655,0.476016,0.406471,0.392836,0.617473,0.547940,0.536460,0.476703,0.530084,0.489305,0.407503,0.395419,0.592880,0.535521,0.537744,0.474977,0.533350,0.491067,0.431246,0.428158,0.527645,0.488351,0.562629,0.498079,0.494461,0.479900,0.430095,0.428704,0.561936,0.532644,0.568447,0.516805
1800,0.430155,0.443279,0.380694,0.376337,0.566866,0.484834,0.480182,0.436504,0.541268,0.493917,0.403341,0.381406,0.592085,0.479101,0.531665,0.459050,0.546577,0.475540,0.402182,0.379801,0.640438,0.550827,0.552117,0.477881,0.541060,0.489730,0.400049,0.381588,0.605737,0.530515,0.550250,0.473064,0.543356,0.491814,0.422110,0.417276,0.538402,0.486486,0.577544,0.498044,0.495366,0.476870,0.419611,0.417702,0.568398,0.531407,0.581324,0.516204
2000,0.426424,0.439658,0.377502,0.367508,0.593087,0.495329,0.486342,0.431193,0.548071,0.492938,0.405266,0.373015,0.621937,0.489552,0.547442,0.459413,0.560704,0.475152,0.401154,0.367791,0.662614,0.549301,0.567670,0.478971,0.550211,0.488773,0.397482,0.369157,0.618188,0.525788,0.565442,0.472258,0.552527,0.491794,0.413237,0.406644,0.547691,0.485254,0.593707,0.497830,0.497153,0.474794,0.409989,0.407109,0.574342,0.528928,0.592948,0.514465
