step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498472,0.498368,0.498522,0.498527,0.498796,0.498767,0.498458,0.498391,0.499288,0.499246,0.499587,0.499571,0.499195,0.499180,0.501726,0.501493,0.499462,0.499188,0.500548,0.500621,0.500259,0.500229,0.502736,0.502720,0.500597,0.500272,0.500961,0.500966,0.500288,0.500263,0.502717,0.502653,0.500294,0.500488,0.500173,0.500185,0.499654,0.499634,0.502676,0.502598,0.500034,0.500102,0.500302,0.500349,0.499713,0.499695,0.502733,0.502670
400,0.488894,0.488734,0.502053,0.502290,0.493099,0.492697,0.489284,0.489382,0.494634,0.494066,0.497223,0.497277,0.497413,0.497427,0.501472,0.500729,0.498720,0.498427,0.501246,0.501087,0.497935,0.496839,0.513079,0.512768,0.502641,0.501939,0.496946,0.496630,0.494978,0.494810,0.512625,0.512321,0.501049,0.501127,0.499167,0.498010,0.495501,0.495449,0.512610,0.512180,0.499711,0.499918,0.502656,0.501655,0.498338,0.498375,0.512455,0.512182
600,0.473438,0.473275,0.508112,0.508688,0.488000,0.487141,0.476640,0.477077,0.486608,0.485477,0.492968,0.493019,0.493376,0.493021,0.499840,0.498735,0.500193,0.500097,0.504135,0.503707,0.497334,0.492808,0.528127,0.527531,0.502937,0.501534,0.494564,0.492412,0.485513,0.484844,0.529332,0.529187,0.500862,0.500754,0.494271,0.489062,0.486101,0.485920,0.529018,0.528944,0.499841,0.500085,0.506235,0.494338,0.489095,0.489175,0.529174,0.528435
800,0.453578,0.453328,0.511513,0.512456,0.484055,0.482828,0.460856,0.461595,0.476543,0.471821,0.486820,0.487084,0.489187,0.487815,0.495466,0.494222,0.503865,0.503799,0.506947,0.506450,0.498435,0.490986,0.543947,0.542840,0.502988,0.501206,0.497579,0.494054,0.481509,0.474159,0.548019,0.549121,0.499211,0.499181,0.490336,0.474667,0.473142,0.472487,0.547632,0.548636,0.500136,0.500349,0.512995,0.486020,0.478481,0.478057,0.545984,0.546444
1000,0.428665,0.428313,0.510702,0.511967,0.477913,0.476076,0.443533,0.444322,0.470511,0.457444,0.480133,0.480734,0.483592,0.480885,0.487606,0.486458,0.506049,0.505131,0.507501,0.506980,0.498983,0.490177,0.557707,0.556110,0.502572,0.500837,0.501394,0.496836,0.485067,0.469047,0.566434,0.569507,0.496725,0.496595,0.491646,0.465155,0.462610,0.459466,0.565605,0.564777,0.499847,0.499806,0.521426,0.479719,0.471402,0.469590,0.560708,0.554823
1200,0.405816,0.405343,0.506253,0.507731,0.468013,0.465187,0.424307,0.424939,0.471271,0.444333,0.473785,0.474530,0.477457,0.473937,0.479376,0.478237,0.507724,0.506459,0.507356,0.506820,0.499651,0.489767,0.571249,0.568133,0.504712,0.502095,0.507437,0.500448,0.490788,0.464403,0.588830,0.591903,0.495748,0.494942,0.495012,0.455942,0.457270,0.447529,0.584564,0.574998,0.496661,0.496560,0.531241,0.472886,0.469983,0.461909,0.573270,0.558491
1400,0.384918,0.384263,0.499587,0.501177,0.455492,0.451525,0.406210,0.406494,0.478792,0.430443,0.467162,0.467869,0.469711,0.465925,0.471109,0.469837,0.507141,0.505773,0.506658,0.506005,0.500111,0.488924,0.583665,0.579993,0.503654,0.500816,0.515206,0.505748,0.495765,0.462464,0.613560,0.616492,0.496313,0.495003,0.498013,0.448528,0.458807,0.439118,0.600954,0.581609,0.496170,0.496256,0.538725,0.466155,0.471925,0.454506,0.584107,0.561017
