step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.357146,0.313795,0.623357,0.310944,1.799951,0.362624,0.637758,0.329939,0.686754,0.355086,0.905035,0.285905,2.389275,0.509851,0.728426,0.303888,1.084120,0.274780,1.020614,0.222671,2.305844,0.330386,0.756123,0.286251,0.802616,0.284676,0.801549,0.241377,2.049174,0.279103,0.714796,0.285338,0.798496,0.319543,0.794840,0.261681,1.627292,0.290856,0.787213,0.268207,0.764849,0.339114,0.634105,0.305301,1.300680,0.280252,0.804408,0.267521
200,0.364326,0.317605,0.637330,0.308085,1.841036,0.353072,0.655030,0.330493,0.698241,0.355822,0.896522,0.278705,2.361564,0.495949,0.742480,0.300232,1.078411,0.269335,1.005114,0.216880,2.335814,0.323577,0.763165,0.280523,0.808913,0.281585,0.792678,0.235693,2.075666,0.274259,0.720816,0.280364,0.805586,0.316494,0.791558,0.256406,1.655767,0.286908,0.791581,0.263267,0.771132,0.336003,0.635490,0.300832,1.315996,0.276115,0.807426,0.262682
400,0.370607,0.319572,0.649637,0.303374,1.885429,0.344560,0.672445,0.331899,0.704984,0.352887,0.890690,0.272032,2.343069,0.483119,0.756464,0.295970,1.076262,0.264536,0.999661,0.211642,2.362434,0.317014,0.773112,0.274894,0.809090,0.276464,0.788128,0.230274,2.093909,0.267963,0.727951,0.275010,0.806074,0.311568,0.789500,0.251405,1.674812,0.281308,0.798558,0.258102,0.772016,0.331134,0.637139,0.296435,1.329517,0.270897,0.811820,0.257416
600,0.375603,0.320408,0.659220,0.298806,1.932267,0.336548,0.689352,0.331968,0.709610,0.349260,0.891102,0.265964,2.338717,0.471289,0.767714,0.291025,1.075802,0.260060,1.002769,0.207038,2.395605,0.310879,0.782880,0.269564,0.809359,0.271714,0.788394,0.225488,2.116934,0.262264,0.735937,0.270298,0.806888,0.306622,0.789372,0.246649,1.691822,0.275894,0.807104,0.253172,0.772602,0.326690,0.638417,0.292353,1.345689,0.266110,0.819109,0.252727
800,0.380332,0.321153,0.667957,0.294427,1.978834,0.329568,0.704818,0.330748,0.713041,0.346234,0.895177,0.260795,2.346382,0.460809,0.778717,0.286418,1.077422,0.256113,1.010595,0.203054,2.426394,0.305472,0.792851,0.264665,0.810697,0.267881,0.793543,0.221525,2.146534,0.257399,0.743716,0.265684,0.807144,0.301986,0.791534,0.242674,1.711436,0.271645,0.815453,0.248717,0.772766,0.322240,0.641663,0.288818,1.360073,0.261652,0.826582,0.248501
1000,0.384070,0.321040,0.674698,0.290438,2.024495,0.323329,0.719264,0.327806,0.716077,0.342879,0.902017,0.256375,2.361884,0.451020,0.787699,0.282109,1.081178,0.252761,1.022381,0.199642,2.460786,0.300484,0.801129,0.260256,0.812753,0.264190,0.799967,0.218028,2.175366,0.253138,0.751462,0.261674,0.808048,0.298066,0.794514,0.238919,1.732972,0.267892,0.825281,0.244818,0.774561,0.318529,0.644651,0.285680,1.378666,0.258249,0.835411,0.244977
1200,0.387220,0.320884,0.681642,0.286674,2.067550,0.317889,0.733055,0.323977,0.719055,0.339773,0.910248,0.252428,2.381633,0.442177,0.795538,0.277624,1.085724,0.249751,1.034823,0.196601,2.495623,0.296044,0.809599,0.256196,0.815413,0.260769,0.806696,0.215014,2.208619,0.249456,0.758718,0.257826,0.810057,0.294515,0.797826,0.235407,1.755789,0.264627,0.834587,0.241007,0.775058,0.314145,0.646698,0.282714,1.395828,0.255014,0.844465,0.241652
1400,0.390872,0.321045,0.686821,0.283198,2.107234,0.312951,0.744834,0.320431,0.721402,0.336968,0.919114,0.249504,2.403007,0.434734,0.801207,0.273528,1.089241,0.247226,1.045554,0.193737,2.531270,0.292002,0.816687,0.252314,0.818361,0.257863,0.814191,0.212241,2.242230,0.246494,0.766004,0.254341,0.811375,0.291482,0.803026,0.232711,1.776532,0.261256,0.844458,0.237569,0.776820,0.310690,0.649844,0.279922,1.412803,0.252109,0.853753,0.238621
1600,0.392669,0.320246,0.691202,0.279875,2.143418,0.308787,0.754363,0.316674,0.724120,0.334484,0.927672,0.246845,2.425846,0.428172,0.806459,0.269713,1.093405,0.244802,1.055729,0.191649,2.561959,0.288549,0.823793,0.248768,0.820937,0.255058,0.822289,0.209959,2.274549,0.244358,0.773723,0.251092,0.812471,0.288438,0.808777,0.230406,1.798089,0.258798,0.853772,0.234403,0.778259,0.307607,0.652429,0.277530,1.429195,0.249968,0.863133,0.235780
1800,0.394226,0.319488,0.693647,0.277074,2.176375,0.304632,0.762787,0.313114,0.725498,0.332120,0.935500,0.244294,2.448172,0.422358,0.811361,0.266194,1.097918,0.242729,1.066597,0.189500,2.593267,0.285684,0.829870,0.245775,0.824128,0.252878,0.829264,0.207872,2.304973,0.241950,0.780809,0.248101,0.813703,0.285994,0.814081,0.228358,1.817322,0.256499,0.862351,0.231720,0.779604,0.304932,0.655687,0.275701,1.443808,0.248076,0.871792,0.233455
2000,0.395451,0.318782,0.695331,0.274603,2.206327,0.300833,0.768096,0.309449,0.726555,0.329784,0.942114,0.242098,2.468523,0.416960,0.814881,0.263094,1.102362,0.240801,1.076365,0.187738,2.623690,0.283467,0.835605,0.243110,0.827543,0.250998,0.836429,0.206208,2.332467,0.240033,0.787359,0.245558,0.816035,0.283880,0.819089,0.226609,1.834700,0.254569,0.870043,0.229413,0.780234,0.302455,0.658616,0.274097,1.458325,0.246756,0.880056,0.231468
2200,0.396019,0.317881,0.696752,0.272347,2.231988,0.297567,0.772995,0.306423,0.727347,0.327805,0.948715,0.240271,2.489525,0.412244,0.817573,0.260117,1.106398,0.239214,1.084774,0.186367,2.650735,0.281547,0.841329,0.240852,0.829481,0.249327,0.841539,0.204737,2.357008,0.238378,0.793123,0.243194,0.817200,0.282047,0.822664,0.225031,1.850887,0.252916,0.877469,0.227402,0.781679,0.300710,0.660872,0.272493,1.470402,0.245047,0.887279,0.229670
