seed,update,env_steps,ep_ret_mean,ep_ret_max,ep_len_mean,lr,logstd,kl,tau
0,760,199229440,5366.585237916823,5992.9609375,946.2525290370926,3.0072280690690633e-05,-1.6274528503417969,0.001424670103006065,0.08662378042936325
1,1,262144,-1.7184023546309193,23.70285987854004,16.360631383472608,0.0002999988705149873,-0.0066121905110776424,0.016700489446520805,0.050072021782398224
1,10,2621440,20.020099169042275,371.2430114746094,49.01194880815188,0.0002998870670902326,-0.05725887417793274,0.003674606094136834,0.04955198988318443
1,20,5242880,245.6383347923962,631.88720703125,172.59742371185592,0.0002995484573067394,-0.0810750275850296,0.005977131891995668,0.052875638008117676
1,30,7864320,282.478267677084,900.9525146484375,158.76376276069394,0.0002989847371708259,-0.14569275081157684,0.006235043052583933,0.05283062532544136
1,40,10485760,414.1528192442208,1132.2666015625,199.18195001279537,0.0002981968498314587,-0.20412367582321167,0.005111773498356342,0.05220182612538338
1,50,13107200,702.3460794355298,1447.8402099609375,264.32604984636396,0.00029718611348730165,-0.2634127140045166,0.005024765618145466,0.05348580703139305
1,60,15728640,951.4108168698333,1904.05322265625,329.5456073980664,0.0002959542191812635,-0.316462904214859,0.005275523290038109,0.055359382182359695
1,70,18350080,1138.8235865724382,2600.91650390625,382.12703180212014,0.0002945032279712482,-0.3697781562805176,0.005249803885817528,0.05650073289871216
1,80,20971520,1433.3774193548388,3109.1376953125,453.47192353643965,0.0002928355674818394,-0.4247220456600189,0.004902766086161137,0.058001190423965454
1,90,23592960,1950.5628019323672,3726.0810546875,585.5335144927536,0.0002909540278426898,-0.4839561879634857,0.005216263234615326,0.05945907533168793
1,100,26214400,2723.576736111111,3832.431640625,792.1732638888889,0.00028886175702041143,-0.5319662690162659,0.004612935706973076,0.060592006891965866
1,110,28835840,3101.71105365223,4078.826904296875,855.6835811247576,0.0002865622555517741,-0.5790496468544006,0.005421758163720369,0.06188805773854256
1,120,31457280,3296.952046035806,4218.751953125,869.0741687979539,0.00028405937068702803,-0.631575345993042,0.004669706337153912,0.063494473695755
1,130,34078720,3391.1694682675816,4372.63330078125,851.3629502572899,0.0002813572899531447,-0.6780492067337036,0.004736319184303284,0.0647382140159607
1,140,36700160,3602.566424322538,4493.32861328125,866.5660938532717,0.0002784605341477492,-0.7187361121177673,0.004732482135295868,0.0659022256731987
1,150,39321600,3783.230156094321,4631.4921875,881.1727000996347,0.000275373949775464,-0.7614532709121704,0.004955216310918331,0.06687038391828537
1,160,41943040,3955.2825,4764.1826171875,898.5164285714286,0.00027210270093931693,-0.803877055644989,0.005131484009325504,0.06774020195007324
1,170,44564480,4105.2131944444445,4813.466796875,912.4503472222223,0.0002686522607007845,-0.8442912101745605,0.005271392408758402,0.06868504732847214
1,180,47185920,4251.479408658923,4885.91748046875,928.3055262231609,0.00026502840192292,-0.8861948847770691,0.004875677637755871,0.06964869797229767
1,190,49807360,4296.611832611833,4948.337890625,923.0649350649351,0.0002612371876118919,-0.9244388341903687,0.00505615072324872,0.07050792127847672
1,200,52428800,4347.823779193206,4955.888671875,923.4401981599434,0.0002572849607730884,-0.9611328840255737,0.004970979876816273,0.07105103135108948
1,210,55050240,4411.981538461539,5053.5595703125,927.177094017094,0.0002531783337987607,-0.9916836619377136,0.005104420706629753,0.07179304957389832
1,220,57671680,4425.303041274439,5134.32666015625,921.3953656770457,0.0002489241774049615,-1.026938796043396,0.005125096067786217,0.0724654421210289
1,230,60293120,4538.044027426921,5151.81787109375,936.0923854204258,0.0002445296091362855,-1.0579949617385864,0.0052179619669914246,0.07305216789245605
1,240,62914560,4524.446211096076,5224.1083984375,925.8795669824086,0.00024000198145764752,-1.0866661071777344,0.004934066906571388,0.07369624823331833
1,250,65536000,4594.589996349033,5210.00634765625,934.0909090909091,0.00023534886945301934,-1.1120057106018066,0.00532654020935297,0.07403457909822464
1,260,68157440,4599.797351967635,5240.73974609375,928.9179845531445,0.00023057805815170703,-1.1332728862762451,0.0053496574983000755,0.07460137456655502
1,270,70778880,4647.664630006789,5241.5498046875,933.1147318397827,0.00022569752950337294,-1.1624157428741455,0.00531085254624486,0.07518116384744644
1,280,73400320,4576.510571923744,5335.880859375,914.7164644714038,0.0002207154490235943,-1.1910699605941772,0.005620594136416912,0.07576552033424377
1,290,76021760,4648.528799702713,5308.2763671875,924.5046451133408,0.00021564015213230116,-1.2151250839233398,0.004957949742674828,0.07621068507432938
1,300,78643200,4659.933629832364,5331.00634765625,922.4348272322956,0.00021048013020795065,-1.2376065254211426,0.005325350910425186,0.07660584896802902
1,310,81264640,4657.805949966193,5360.39111328125,917.211291413117,0.00020524401638077083,-1.2625412940979004,0.005185709334909916,0.07701295614242554
