step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
4400,0.426873,0.385758,0.445444,0.363611,0.606370,0.378224,0.634650,0.480055,0.573672,0.385413,0.808804,0.484804,0.701350,0.455630,0.650289,0.347142,0.784812,0.458963,0.772654,0.442135,0.696987,0.334287,0.692882,0.400919,0.887061,0.459728,0.537343,0.348246,0.704274,0.509489,0.836466,0.448102,0.701439,0.337987,0.615003,0.406758,0.791408,0.384527
4600,0.426540,0.383489,0.446912,0.361761,0.620357,0.379658,0.637527,0.478816,0.582365,0.384138,0.828982,0.488542,0.705596,0.452610,0.663213,0.344954,0.803777,0.461314,0.779013,0.438304,0.709794,0.331114,0.710423,0.403975,0.903471,0.454574,0.546861,0.346416,0.704927,0.501340,0.841677,0.442780,0.712444,0.333549,0.623934,0.403368,0.798058,0.377164
4800,0.426296,0.381577,0.447808,0.360093,0.633833,0.381192,0.638628,0.476925,0.591544,0.383160,0.848244,0.492459,0.709693,0.450174,0.674378,0.342854,0.821439,0.463128,0.782665,0.434032,0.720041,0.328042,0.727334,0.407035,0.918860,0.448980,0.554857,0.344022,0.704343,0.493667,0.846620,0.438021,0.722734,0.329024,0.633657,0.400749,0.803358,0.370503
5000,0.426632,0.380324,0.448776,0.358599,0.645731,0.382221,0.640520,0.475488,0.599024,0.381818,0.866817,0.496123,0.713221,0.447857,0.685218,0.340898,0.838562,0.465013,0.785177,0.430244,0.728872,0.324373,0.743194,0.409525,0.932643,0.443892,0.563897,0.342599,0.704303,0.486084,0.850708,0.433140,0.731901,0.325110,0.640974,0.397303,0.807800,0.363960
5200,0.426594,0.378757,0.449850,0.357352,0.656588,0.382897,0.641630,0.474087,0.606537,0.381210,0.884303,0.500177,0.716953,0.445949,0.695265,0.338839,0.854731,0.466853,0.787316,0.426939,0.737214,0.321909,0.757943,0.412028,0.943121,0.439421,0.571544,0.341126,0.704145,0.479467,0.853111,0.428896,0.740504,0.321819,0.648726,0.395218,0.812045,0.358232
5400,0.426598,0.377605,0.450257,0.355878,0.666449,0.383528,0.642127,0.472437,0.612128,0.380036,0.899681,0.502521,0.719762,0.444040,0.704026,0.336922,0.868775,0.468413,0.790332,0.424205,0.744858,0.319678,0.771381,0.414453,0.953660,0.434301,0.578686,0.339772,0.704050,0.473404,0.854957,0.424480,0.748928,0.318702,0.656560,0.392977,0.815299,0.352979
5600,0.425760,0.376109,0.450637,0.354650,0.675294,0.383989,0.642635,0.470836,0.617890,0.379129,0.914321,0.505274,0.721423,0.442121,0.712136,0.335238,0.881583,0.469377,0.791491,0.421093,0.752517,0.317755,0.783870,0.416465,0.961506,0.430207,0.585020,0.338575,0.704458,0.467890,0.856806,0.420610,0.755579,0.316045,0.663167,0.390362,0.818078,0.348300
5800,0.424992,0.374804,0.450816,0.353567,0.682763,0.384013,0.643462,0.470029,0.622460,0.378374,0.927704,0.507823,0.722760,0.440285,0.719319,0.333607,0.894191,0.471019,0.792914,0.418572,0.757995,0.315217,0.795882,0.418675,0.968317,0.426637,0.590450,0.337786,0.705156,0.463051,0.858884,0.417444,0.761927,0.313511,0.668312,0.388160,0.820836,0.343979
6000,0.424544,0.373761,0.450582,0.352400,0.689461,0.384287,0.644397,0.469257,0.626693,0.377902,0.938993,0.509454,0.723860,0.438389,0.725686,0.332279,0.905240,0.472177,0.794907,0.416746,0.762875,0.313303,0.806174,0.420248,0.974167,0.423111,0.595921,0.336766,0.705305,0.458662,0.860154,0.414266,0.767200,0.311223,0.674233,0.386607,0.823539,0.339922
6200,0.424238,0.373093,0.450274,0.351478,0.694876,0.383640,0.644609,0.468238,0.630311,0.377216,0.949182,0.511071,0.724648,0.436672,0.731446,0.331045,0.915450,0.473618,0.796081,0.414783,0.767700,0.311877,0.815501,0.421660,0.979079,0.419971,0.600160,0.335982,0.706583,0.455221,0.861554,0.411915,0.772875,0.309223,0.680142,0.385674,0.825957,0.336518
6400,0.423561,0.372304,0.450068,0.350697,0.699553,0.383457,0.645013,0.467464,0.633685,0.376656,0.958617,0.512604,0.725617,0.435462,0.736365,0.329910,0.924425,0.474817,0.796620,0.412938,0.771550,0.310253,0.823813,0.423004,0.982990,0.417221,0.604174,0.335277,0.707512,0.452047,0.861742,0.409306,0.777140,0.307600,0.683980,0.384102,0.828291,0.333461
