step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.496951,0.497456,0.497278,0.497288,0.497566,0.497053,0.502444,0.501173,0.502785,0.500283,0.496603,0.496297,0.499461,0.499302,0.502382,0.501008,0.501810,0.498629,0.497626,0.497528,0.499691,0.499538,0.502185,0.501002,0.499805,0.498775,0.499046,0.499022,0.501079,0.501015,0.501899,0.500960,0.499610,0.498854,0.499329,0.499370,0.500082,0.500019,0.500946,0.500341,0.499626,0.499686,0.500034,0.500037,0.499893,0.499762,0.500461,0.499984
400,0.488435,0.491907,0.483654,0.484529,0.479293,0.478989,0.511076,0.506646,0.517055,0.504366,0.487175,0.484190,0.494057,0.492702,0.508318,0.503372,0.510384,0.496959,0.489366,0.488348,0.495174,0.493919,0.507576,0.503628,0.498164,0.493256,0.496924,0.496907,0.505983,0.505004,0.506858,0.503768,0.501726,0.495972,0.498380,0.498328,0.500830,0.500484,0.503314,0.501793,0.499043,0.499284,0.499712,0.499784,0.504802,0.504311,0.501748,0.500785
600,0.475225,0.482103,0.464520,0.466081,0.462185,0.459405,0.524543,0.514942,0.537565,0.507179,0.476843,0.467321,0.485671,0.480356,0.517365,0.505830,0.529203,0.495640,0.476410,0.470975,0.486414,0.481857,0.516965,0.506888,0.504166,0.485851,0.493133,0.492780,0.512829,0.508568,0.515450,0.507509,0.510513,0.494513,0.497360,0.496969,0.503150,0.501124,0.506776,0.503473,0.497872,0.497630,0.499365,0.499492,0.513301,0.511245,0.502977,0.501393
800,0.463321,0.471617,0.448203,0.449361,0.457576,0.446120,0.543386,0.526963,0.558886,0.507909,0.476986,0.453540,0.482143,0.468492,0.530284,0.509482,0.552855,0.494351,0.469206,0.453245,0.476368,0.466696,0.529134,0.510247,0.520803,0.481792,0.489416,0.487977,0.519198,0.509249,0.526556,0.511099,0.523685,0.492913,0.496330,0.495265,0.506189,0.500553,0.510896,0.505013,0.496607,0.494932,0.499085,0.499256,0.523948,0.518946,0.504119,0.501844
1000,0.454208,0.462306,0.435737,0.435321,0.463510,0.436356,0.564383,0.540156,0.580562,0.508153,0.489664,0.442927,0.487087,0.459370,0.545795,0.513672,0.578859,0.492673,0.474613,0.438205,0.469883,0.452475,0.542800,0.513075,0.541546,0.480788,0.485504,0.481764,0.522624,0.506099,0.538382,0.513861,0.538812,0.493101,0.495561,0.493519,0.509455,0.499328,0.515504,0.506293,0.496165,0.492061,0.498766,0.498973,0.535332,0.526382,0.505158,0.502147
1200,0.445696,0.453156,0.427084,0.423450,0.476717,0.430454,0.587744,0.555240,0.602621,0.507260,0.510890,0.437434,0.499590,0.452962,0.564287,0.518187,0.604844,0.490050,0.490104,0.427869,0.468115,0.440017,0.559657,0.515751,0.565628,0.481152,0.482070,0.473192,0.524088,0.499334,0.552295,0.515893,0.554484,0.491471,0.494998,0.491249,0.513374,0.496995,0.521272,0.507467,0.497614,0.489425,0.498406,0.498642,0.542518,0.530097,0.506263,0.502383
1400,0.438520,0.444586,0.421644,0.413992,0.492783,0.426527,0.611736,0.570766,0.622463,0.505356,0.533571,0.435913,0.516986,0.448977,0.584061,0.522448,0.630507,0.488476,0.509355,0.420057,0.469852,0.428611,0.577726,0.517670,0.590609,0.483095,0.482222,0.465135,0.525272,0.491233,0.567694,0.517288,0.569717,0.490477,0.495036,0.488991,0.517597,0.494425,0.527880,0.508366,0.500408,0.487192,0.498097,0.498334,0.550093,0.533473,0.507427,0.502568
1600,0.433098,0.437589,0.417620,0.405001,0.511179,0.423862,0.637001,0.587756,0.641600,0.503386,0.557338,0.437993,0.536670,0.446349,0.606313,0.527298,0.655541,0.486352,0.529929,0.416679,0.477348,0.418564,0.598087,0.518298,0.615644,0.485005,0.485472,0.457971,0.526007,0.481352,0.585025,0.516827,0.586718,0.490787,0.495371,0.486337,0.522458,0.490964,0.536291,0.509047,0.504492,0.484069,0.497649,0.497868,0.556052,0.534856,0.508744,0.502648
1800,0.428028,0.431175,0.415291,0.397670,0.529181,0.420960,0.660353,0.601843,0.659287,0.501549,0.579679,0.440274,0.556801,0.445613,0.627127,0.529412,0.679227,0.483977,0.550493,0.415404,0.487106,0.410006,0.617931,0.517796,0.639117,0.486760,0.492484,0.451838,0.527108,0.471828,0.600941,0.514973,0.602360,0.489542,0.496677,0.484267,0.527106,0.487315,0.544249,0.509179,0.509480,0.482370,0.497328,0.497536,0.563443,0.536504,0.509890,0.502628
