step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,5.570451,0.363013,0.000000,5.585070,
1000,2.118197,0.465652,0.000000,2.083041,
2000,1.978292,0.494548,0.000000,1.959060,
3000,1.916988,0.498951,0.000000,1.922978,
4000,1.876637,0.499711,0.000000,1.860287,
5000,1.832215,0.499866,0.000000,1.847369,
6000,1.805124,0.500003,0.000000,1.812912,
7000,1.778544,0.499929,0.000000,1.772304,
8000,1.753575,0.500047,0.000000,1.760552,
9000,1.750799,0.499947,0.000000,1.749034,
10000,1.727859,0.500080,0.000000,1.723213,
11000,1.718475,0.500143,0.000000,1.708298,
12000,1.699978,0.500060,0.000000,1.698920,
13000,1.691550,0.500076,0.000000,1.690809,
14000,1.680679,0.499888,0.000000,1.680092,
15000,1.668993,0.499935,0.000000,1.670242,
16000,1.664540,0.499993,0.000000,1.666441,
17000,1.658575,0.499938,0.000000,1.653385,
18000,1.647650,0.499968,0.000000,1.649989,
19000,1.634704,0.500008,0.000000,1.649971,
20000,1.636888,0.500054,0.000000,1.642932,
21000,1.632904,0.500003,0.000000,1.632621,
22000,1.631642,0.500097,0.000000,1.629287,
23000,1.622185,0.499920,0.000000,1.623303,
24000,1.607298,0.500092,0.000000,1.620676,
25000,1.598017,0.500115,0.000000,1.611496,
26000,1.608146,0.499988,0.000000,1.605401,
27000,1.603770,0.500086,0.000000,1.604261,
28000,1.594667,0.500020,0.000000,1.599362,
29000,1.588270,0.500087,0.000000,1.598416,
30000,1.586963,0.500107,0.000000,1.594813,
31000,1.582821,0.499962,0.000000,1.589304,
32000,1.578063,0.500145,0.000000,1.586094,
33000,1.578667,0.499994,0.000000,1.580718,
34000,1.579791,0.500035,0.000000,1.576854,
35000,1.573357,0.500153,0.000000,1.575701,
36000,1.572256,0.500084,0.000000,1.574777,
37000,1.572058,0.500008,0.000000,1.570609,
38000,1.560971,0.500146,0.000000,1.566458,
39000,1.561344,0.500135,0.000000,1.564946,
40000,1.559181,0.499970,0.000000,1.563781,
41000,1.556112,0.500161,0.000000,1.561484,
42000,1.554791,0.499995,0.000000,1.558982,
43000,1.553851,0.499968,0.000000,1.557200,
44000,1.562705,0.500202,0.000000,1.555847,
45000,1.553740,0.500084,0.000000,1.552778,
46000,1.554667,0.500063,0.000000,1.553146,
47000,1.554877,0.499942,0.000000,1.550899,
48000,1.549478,0.499815,0.000000,1.551259,
49000,1.538313,0.499959,0.000000,1.549189,
