step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,6.504163,0.362766,0.000000,6.474696,
1000,2.140993,0.424274,0.000000,2.089389,
2000,1.923505,0.455088,0.000000,1.918698,
3000,1.856774,0.471506,0.000000,1.868496,
4000,1.822662,0.481761,0.000000,1.832112,
5000,1.803935,0.489563,0.000000,1.801893,
6000,1.783331,0.494271,0.000000,1.782786,
7000,1.767290,0.496640,0.000000,1.761728,
8000,1.736740,0.498199,0.000000,1.742789,
9000,1.740809,0.499196,0.000000,1.733033,
10000,1.720600,0.499582,0.000000,1.717398,
11000,1.710477,0.499865,0.000000,1.707388,
