step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498276,0.498568,0.498451,0.498450,0.497534,0.497479,0.499984,0.499775,0.499268,0.499324,0.499836,0.499688,0.500179,0.500218,0.500020,0.499992,0.501664,0.501641,0.500208,0.500033,0.499329,0.499383,0.499978,0.499909,0.499893,0.499850,0.499776,0.499771,0.500498,0.500493,0.500307,0.500127,0.499739,0.499729,0.500211,0.500205,0.499213,0.499079
400,0.492547,0.494874,0.494148,0.494234,0.488793,0.488828,0.503202,0.500942,0.494651,0.495087,0.496741,0.495862,0.500633,0.500096,0.498643,0.498910,0.507839,0.507213,0.503804,0.501419,0.495790,0.495944,0.499116,0.498608,0.500661,0.499241,0.498620,0.498617,0.502467,0.502245,0.503341,0.500185,0.498928,0.498839,0.500304,0.500167,0.497975,0.497004
600,0.481332,0.487764,0.486235,0.486800,0.474444,0.474630,0.510049,0.502392,0.486106,0.486397,0.488905,0.486195,0.502053,0.498322,0.491499,0.492124,0.519518,0.517028,0.510935,0.502325,0.487592,0.487114,0.498167,0.496388,0.503084,0.496331,0.492811,0.492186,0.506730,0.505004,0.512018,0.500292,0.494134,0.493259,0.498830,0.497987,0.498058,0.493411
800,0.465431,0.475598,0.474229,0.475269,0.455537,0.455332,0.520330,0.504113,0.474541,0.473436,0.479515,0.471418,0.505026,0.494269,0.479363,0.479786,0.538591,0.531938,0.521377,0.502874,0.476011,0.473438,0.501804,0.495608,0.510904,0.491872,0.482889,0.479530,0.514917,0.508732,0.527631,0.501275,0.483703,0.479718,0.494702,0.491185,0.502356,0.488490
1000,0.450049,0.462475,0.462036,0.462881,0.437141,0.435200,0.531033,0.504606,0.461897,0.457784,0.479478,0.459483,0.510505,0.490685,0.467407,0.467005,0.561635,0.548633,0.534905,0.502927,0.463010,0.456344,0.512781,0.498325,0.524571,0.487997,0.472105,0.464485,0.525476,0.510711,0.545025,0.500987,0.470173,0.459908,0.490886,0.481624,0.512532,0.483852
1200,0.438808,0.451491,0.451508,0.451364,0.422847,0.416860,0.541586,0.503797,0.454808,0.444987,0.488199,0.450478,0.518337,0.488016,0.457017,0.453465,0.584216,0.561994,0.549084,0.502604,0.454111,0.440481,0.529477,0.504437,0.541865,0.485971,0.464043,0.448842,0.539222,0.512582,0.563105,0.500436,0.463007,0.442403,0.491844,0.472993,0.526947,0.479684
1400,0.428595,0.440144,0.443537,0.441430,0.416661,0.402226,0.552748,0.504248,0.450787,0.432786,0.506110,0.447241,0.526060,0.485275,0.448971,0.440070,0.606759,0.573103,0.564021,0.501639,0.450287,0.425286,0.547141,0.509264,0.562454,0.484278,0.460919,0.435208,0.551755,0.511078,0.584245,0.499102,0.464301,0.427578,0.494883,0.464012,0.543429,0.475531
1600,0.421226,0.429992,0.436664,0.431535,0.419437,0.389505,0.563433,0.503909,0.451286,0.422162,0.526752,0.445747,0.534083,0.482083,0.443985,0.427145,0.629433,0.582974,0.579534,0.501379,0.452517,0.412335,0.568001,0.515759,0.584507,0.482274,0.462679,0.422805,0.562908,0.507653,0.604127,0.498340,0.471979,0.415003,0.501486,0.455245,0.564101,0.470953
1800,0.417152,0.422066,0.431014,0.422042,0.428976,0.379603,0.573742,0.504020,0.455696,0.412973,0.550913,0.449327,0.544442,0.479738,0.443357,0.416969,0.652483,0.590628,0.593763,0.498956,0.459110,0.400414,0.587762,0.520547,0.608272,0.482390,0.469840,0.410309,0.573817,0.501594,0.624969,0.498329,0.484835,0.403598,0.511104,0.448825,0.584511,0.466809
