step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
2000,0.413765,0.414150,0.427464,0.413920,0.442660,0.371612,0.583791,0.503637,0.464541,0.407014,0.575914,0.452849,0.555198,0.477101,0.446761,0.406718,0.675713,0.598818,0.609871,0.498120,0.468629,0.390488,0.608284,0.525773,0.633736,0.482432,0.479510,0.400224,0.584115,0.495655,0.646209,0.496417,0.499453,0.393464,0.522243,0.442382,0.605097,0.462194
2200,0.412161,0.407076,0.425210,0.406852,0.458453,0.364924,0.591836,0.502131,0.475359,0.402200,0.601303,0.457108,0.566687,0.473955,0.452319,0.397055,0.696844,0.603802,0.623192,0.495617,0.482564,0.382990,0.629932,0.531195,0.660108,0.482507,0.493296,0.391117,0.593712,0.488219,0.667707,0.495179,0.516633,0.386716,0.537121,0.437308,0.627926,0.457405
2400,0.411621,0.401010,0.423788,0.400156,0.477262,0.360806,0.600389,0.500828,0.486637,0.399035,0.629028,0.463543,0.580993,0.471691,0.460437,0.389242,0.716786,0.607471,0.638958,0.495393,0.498140,0.376640,0.652968,0.536455,0.687496,0.482176,0.509223,0.384289,0.602823,0.479463,0.688525,0.494240,0.536664,0.381061,0.551788,0.432129,0.651441,0.451893
2600,0.412536,0.396270,0.423811,0.394325,0.497477,0.358662,0.608932,0.500380,0.500262,0.397205,0.656415,0.468785,0.592971,0.468858,0.472304,0.382667,0.739031,0.611362,0.651558,0.492931,0.513885,0.370186,0.672757,0.538518,0.716495,0.482579,0.526909,0.378252,0.613771,0.470827,0.707827,0.491279,0.557471,0.375980,0.566929,0.427838,0.673293,0.447390
2800,0.413452,0.391490,0.424108,0.388888,0.517456,0.356120,0.616477,0.499291,0.514104,0.395358,0.684423,0.475204,0.606584,0.466863,0.484741,0.377108,0.760029,0.613571,0.664692,0.490630,0.532378,0.367500,0.693369,0.541746,0.743680,0.481586,0.546337,0.373870,0.625309,0.463834,0.727905,0.488797,0.578497,0.373025,0.583865,0.424752,0.696192,0.442151
3000,0.415387,0.387257,0.425331,0.383604,0.538704,0.355175,0.622408,0.497719,0.529653,0.395077,0.713436,0.481408,0.620253,0.465277,0.498409,0.372781,0.781868,0.616572,0.680051,0.489970,0.551579,0.365161,0.715357,0.544915,0.772009,0.481636,0.566018,0.370301,0.636436,0.455569,0.747273,0.486810,0.600133,0.370760,0.601715,0.421307,0.719652,0.437255
3200,0.416670,0.383663,0.427062,0.379957,0.559017,0.355292,0.628719,0.495615,0.545266,0.394974,0.739906,0.485005,0.633338,0.464154,0.512779,0.368980,0.801387,0.617585,0.693332,0.488668,0.570272,0.363515,0.737077,0.548079,0.801927,0.481630,0.586281,0.368634,0.649542,0.448831,0.766657,0.484435,0.621436,0.368841,0.619754,0.417804,0.744280,0.431165
3400,0.418877,0.380717,0.429206,0.376434,0.580190,0.355956,0.635176,0.494714,0.561212,0.394472,0.766330,0.489213,0.646248,0.461966,0.526121,0.364897,0.819255,0.617359,0.705735,0.487160,0.589137,0.361912,0.759225,0.550954,0.831039,0.479989,0.606813,0.366154,0.659808,0.440827,0.785695,0.481796,0.642894,0.367600,0.638740,0.414890,0.767772,0.425673
3600,0.420703,0.378248,0.430872,0.373250,0.600649,0.356101,0.641841,0.493815,0.576198,0.394705,0.793090,0.493521,0.660320,0.459922,0.541041,0.362291,0.838324,0.617777,0.715817,0.484885,0.608396,0.361073,0.780099,0.553414,0.858556,0.478102,0.627150,0.364728,0.672839,0.433734,0.802412,0.479222,0.664375,0.366700,0.656622,0.412084,0.790450,0.419821
3800,0.422303,0.375186,0.432773,0.370709,0.620849,0.356379,0.647183,0.492556,0.589851,0.395176,0.819873,0.497546,0.672119,0.458144,0.556348,0.359903,0.856585,0.617252,0.727110,0.482800,0.627597,0.361034,0.800666,0.556357,0.886743,0.477434,0.648111,0.364300,0.684554,0.426801,0.819534,0.477322,0.684510,0.366666,0.675505,0.410391,0.813497,0.413767
4000,0.424217,0.372570,0.435044,0.368181,0.640138,0.356879,0.651470,0.490956,0.605267,0.396006,0.845252,0.501164,0.685022,0.457478,0.571145,0.357759,0.873582,0.616123,0.738869,0.481710,0.646284,0.360943,0.820620,0.558668,0.913533,0.475212,0.668522,0.363233,0.696229,0.420403,0.835075,0.474174,0.704939,0.365901,0.692266,0.407754,0.835838,0.407719
4200,0.425822,0.370764,0.437090,0.365923,0.659119,0.357477,0.656300,0.489842,0.618567,0.396955,0.869736,0.504900,0.696179,0.455661,0.585255,0.355530,0.887729,0.614334,0.747983,0.480109,0.663364,0.360007,0.838232,0.559568,0.938609,0.471656,0.688338,0.362523,0.706320,0.414492,0.848854,0.471485,0.725406,0.365406,0.708931,0.405935,0.855814,0.401996
4400,0.427592,0.369110,0.439251,0.364270,0.676045,0.358437,0.659745,0.488350,0.631764,0.397940,0.893611,0.508906,0.707651,0.454391,0.598359,0.353058,0.902206,0.612523,0.755939,0.477834,0.680504,0.360152,0.856091,0.560917,0.963739,0.468397,0.706379,0.361210,0.714710,0.408596,0.861555,0.468731,0.744167,0.364344,0.725829,0.405131,0.876215,0.395806
4600,0.429470,0.367910,0.440558,0.362258,0.691986,0.358551,0.664591,0.487776,0.643400,0.398213,0.915497,0.511877,0.719058,0.453787,0.611456,0.351365,0.915767,0.610991,0.764164,0.476007,0.695464,0.359665,0.872186,0.562127,0.988214,0.464987,0.724194,0.360196,0.726255,0.403806,0.872140,0.464834,0.760739,0.363349,0.740921,0.404109,0.894439,0.390018
4800,0.429573,0.365926,0.441920,0.360639,0.707223,0.358881,0.668911,0.487209,0.654568,0.399576,0.936858,0.515477,0.728154,0.451716,0.623315,0.349751,0.929216,0.608610,0.770278,0.473794,0.709540,0.358992,0.887449,0.563437,1.010444,0.461353,0.740824,0.359316,0.734807,0.398825,0.882767,0.462255,0.776465,0.361390,0.755111,0.402306,0.909714,0.384594
5000,0.429938,0.364325,0.442907,0.359018,0.721694,0.359859,0.670588,0.485359,0.664464,0.399803,0.957318,0.517926,0.736910,0.450159,0.634346,0.348300,0.939664,0.606037,0.776306,0.472224,0.721903,0.358132,0.901992,0.564149,1.028660,0.457437,0.756251,0.357405,0.744020,0.394312,0.889992,0.458621,0.790048,0.359671,0.768995,0.400737,0.923590,0.378684
5200,0.430013,0.362939,0.443504,0.357461,0.734679,0.360015,0.672360,0.483888,0.673968,0.400385,0.975536,0.520291,0.745563,0.449076,0.644148,0.346696,0.951039,0.603912,0.781510,0.470481,0.733602,0.357735,0.916570,0.565601,1.044425,0.453166,0.769398,0.355691,0.752054,0.390898,0.896369,0.455766,0.802482,0.357642,0.782100,0.399813,0.935899,0.373279
