step,train_loss,val_loss
0,5.549942,5.549438
1000,2.513475,2.418169
2000,2.069382,2.051388
3000,1.873419,1.858765
4000,1.741296,1.739079
5000,1.680892,1.673945
6000,1.631140,1.638285
7000,1.618839,1.609485
8000,1.591685,1.588565
9000,1.574313,1.566023
10000,1.549674,1.543857
11000,1.536711,1.527427
12000,1.520195,1.515387
13000,1.498152,1.503080
14000,1.487849,1.489474
15000,1.476669,1.480027
16000,1.469950,1.469299
17000,1.468837,1.462413
18000,1.455447,1.453554
19000,1.452450,1.448160
20000,1.443187,1.443126
21000,1.439646,1.438320
22000,1.438887,1.435192
23000,1.421421,1.430732
24000,1.426236,1.428082
