step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
2000,0.425838,0.424954,0.435524,0.420902,0.454837,0.377881,0.578628,0.497469,0.475068,0.415153,0.547978,0.413651,0.543762,0.466223,0.442987,0.425611,0.707383,0.658154,0.622136,0.499961,0.509919,0.393625,0.495783,0.393768,0.603851,0.474067,0.445706,0.418682,0.674944,0.605294,0.620858,0.486663,0.489669,0.395424,0.523049,0.426731,0.668391,0.474546
2200,0.425321,0.419819,0.432978,0.412869,0.472591,0.372288,0.589321,0.497191,0.487054,0.410167,0.572739,0.412752,0.555522,0.464053,0.441001,0.416055,0.733739,0.671431,0.639878,0.498870,0.530420,0.389935,0.517527,0.391339,0.627052,0.473946,0.448367,0.409648,0.695935,0.609859,0.641346,0.485854,0.507424,0.388617,0.536601,0.417614,0.697573,0.468514
2400,0.424191,0.414234,0.431594,0.405751,0.491805,0.367841,0.597516,0.495588,0.501380,0.407721,0.598569,0.414079,0.568126,0.461261,0.441146,0.407387,0.758108,0.681361,0.656843,0.496443,0.552061,0.387094,0.540303,0.389570,0.650449,0.473566,0.452283,0.401742,0.712341,0.611137,0.660364,0.483839,0.527713,0.382369,0.551918,0.409618,0.726986,0.460996
2600,0.424711,0.409881,0.431310,0.399180,0.512901,0.365605,0.606846,0.494753,0.517164,0.406443,0.624589,0.414518,0.580306,0.458393,0.442195,0.398625,0.781152,0.687486,0.671200,0.493315,0.574835,0.385082,0.563520,0.388260,0.675573,0.473707,0.456659,0.394088,0.727333,0.610319,0.681448,0.482144,0.548444,0.378594,0.571011,0.403381,0.755542,0.454057
2800,0.425099,0.405289,0.431471,0.393167,0.533731,0.364807,0.615479,0.493674,0.533218,0.404345,0.653066,0.416814,0.593258,0.457439,0.446662,0.392068,0.804339,0.695259,0.685411,0.491626,0.597268,0.383209,0.586964,0.388754,0.699528,0.472778,0.464475,0.387317,0.738621,0.607623,0.701508,0.480731,0.570923,0.376433,0.589863,0.396423,0.784222,0.445671
3000,0.426546,0.402076,0.433130,0.388384,0.556147,0.364789,0.625247,0.493850,0.549838,0.403444,0.680472,0.417692,0.605450,0.455587,0.451733,0.385479,0.824190,0.697405,0.697935,0.489179,0.620725,0.381524,0.611825,0.389891,0.723475,0.470566,0.474740,0.381524,0.750010,0.604458,0.719295,0.477447,0.593321,0.374764,0.610465,0.391602,0.811687,0.436823
3200,0.427907,0.398896,0.434426,0.383372,0.578072,0.365009,0.631069,0.491980,0.566615,0.402679,0.707556,0.418443,0.619149,0.454003,0.458766,0.380159,0.844412,0.700833,0.708010,0.485652,0.642977,0.379732,0.636758,0.392025,0.746893,0.467596,0.483830,0.375981,0.759969,0.600196,0.734226,0.473094,0.614747,0.371969,0.632519,0.386939,0.838990,0.427001
3400,0.429062,0.395434,0.436317,0.379061,0.599925,0.365980,0.637661,0.490510,0.583793,0.403143,0.735016,0.421001,0.633274,0.452270,0.465787,0.374742,0.862157,0.700344,0.716795,0.481356,0.664988,0.377720,0.661137,0.393878,0.769732,0.464256,0.494001,0.370390,0.767012,0.593273,0.749568,0.470482,0.635374,0.369835,0.653456,0.382569,0.862534,0.416948
3600,0.430044,0.392512,0.438680,0.375661,0.621467,0.366123,0.645557,0.490730,0.598869,0.403108,0.762809,0.424516,0.646968,0.450185,0.472737,0.369792,0.877580,0.698638,0.725978,0.478252,0.685570,0.375116,0.685231,0.396524,0.790959,0.460021,0.503198,0.365784,0.773679,0.585681,0.761955,0.467210,0.655704,0.367215,0.674977,0.380007,0.885006,0.406757
3800,0.430534,0.389805,0.441173,0.372221,0.642736,0.366777,0.648322,0.488032,0.614626,0.403867,0.789894,0.427122,0.659538,0.448778,0.479494,0.365311,0.891280,0.694645,0.735730,0.475766,0.704280,0.372665,0.709443,0.399769,0.811281,0.456044,0.511928,0.361351,0.779717,0.578042,0.771856,0.462998,0.673666,0.363255,0.695319,0.376545,0.903910,0.396503
