step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498628,0.498841,0.498809,0.498813,0.497101,0.497055,0.499661,0.499530,0.499310,0.499310,0.500701,0.500616,0.499695,0.499614,0.499683,0.499682,0.501227,0.501136,0.500161,0.500100,0.499320,0.499371,0.499905,0.499849,0.499785,0.499840,0.499620,0.499630,0.500657,0.500643,0.499918,0.499881,0.499607,0.499606,0.500372,0.500367,0.500117,0.499485
400,0.493032,0.495188,0.496598,0.496644,0.488841,0.488920,0.500498,0.498914,0.497025,0.497326,0.500252,0.499501,0.499174,0.497976,0.498831,0.498986,0.506095,0.505189,0.503341,0.500919,0.495620,0.495942,0.496403,0.496051,0.499018,0.498134,0.498714,0.498886,0.503671,0.503213,0.501691,0.499931,0.498866,0.498917,0.500690,0.500551,0.501688,0.498178
600,0.482362,0.488128,0.491408,0.491836,0.474589,0.474998,0.504882,0.498174,0.489713,0.490304,0.492385,0.489951,0.499888,0.494837,0.495562,0.496075,0.518674,0.516076,0.512225,0.502179,0.485813,0.485680,0.487886,0.486837,0.498849,0.493585,0.494136,0.494450,0.512407,0.510053,0.507331,0.499015,0.494852,0.494701,0.499751,0.498798,0.507178,0.496348
800,0.468531,0.477724,0.482049,0.482867,0.456508,0.456694,0.512767,0.498490,0.477657,0.477666,0.479273,0.472982,0.501044,0.489721,0.487195,0.488299,0.540814,0.535508,0.525868,0.503488,0.471528,0.469050,0.473313,0.470441,0.503467,0.487379,0.484200,0.484213,0.530650,0.523819,0.517990,0.497218,0.484038,0.482782,0.496163,0.492314,0.519893,0.494475
1000,0.454990,0.466069,0.471421,0.471969,0.439841,0.437860,0.525484,0.499355,0.465555,0.463283,0.470423,0.455534,0.504098,0.484086,0.476381,0.477250,0.566794,0.557656,0.541319,0.504127,0.458895,0.449899,0.460337,0.452524,0.514634,0.482750,0.473356,0.472239,0.555304,0.542233,0.530615,0.494303,0.471375,0.466189,0.494514,0.483685,0.539834,0.492556
1200,0.445158,0.456146,0.462103,0.461453,0.427924,0.420874,0.535860,0.498730,0.458394,0.450583,0.473042,0.441641,0.509445,0.479680,0.467501,0.466881,0.594685,0.580550,0.556602,0.503812,0.455485,0.432701,0.453145,0.436542,0.528933,0.478691,0.464353,0.460950,0.580677,0.559691,0.546369,0.493311,0.462701,0.449297,0.494543,0.472528,0.562360,0.490708
1400,0.437889,0.446623,0.453410,0.450783,0.423536,0.406673,0.546872,0.498462,0.455823,0.439122,0.485241,0.430890,0.516789,0.476212,0.458964,0.455714,0.623579,0.603555,0.573474,0.503298,0.461691,0.419116,0.454571,0.421878,0.546246,0.477726,0.457496,0.450500,0.605580,0.574950,0.563098,0.491121,0.458842,0.432903,0.497399,0.460949,0.586943,0.488229
1600,0.432773,0.439040,0.445945,0.440303,0.428703,0.394450,0.559547,0.499100,0.458493,0.428849,0.502442,0.421732,0.524589,0.472371,0.452265,0.445882,0.652242,0.624414,0.590268,0.502164,0.474388,0.407299,0.463078,0.409376,0.563609,0.475129,0.451349,0.439342,0.630938,0.588575,0.581427,0.488171,0.464033,0.418281,0.503052,0.448878,0.614082,0.484503
1800,0.428837,0.431604,0.439678,0.429925,0.439623,0.385389,0.569674,0.498324,0.465817,0.421593,0.523638,0.415862,0.533584,0.469054,0.446543,0.435437,0.681283,0.643935,0.606435,0.501684,0.491069,0.399219,0.477729,0.400482,0.582920,0.475102,0.447671,0.428492,0.654549,0.598889,0.600931,0.487748,0.474321,0.405155,0.512481,0.437155,0.641249,0.479943
