step,train_loss,val_loss
0,5.549794,5.549562
1000,2.547550,2.509081
2000,2.002922,1.961202
3000,1.743907,1.734171
4000,1.671813,1.668505
5000,1.637148,1.644540
6000,1.596144,1.600030
7000,1.587005,1.571916
8000,1.553081,1.557300
9000,1.539548,1.535243
10000,1.517301,1.509187
11000,1.504358,1.496232
12000,1.491678,1.485008
13000,1.468637,1.469894
14000,1.456479,1.459064
15000,1.447895,1.450143
16000,1.440775,1.440388
17000,1.438193,1.434131
18000,1.425192,1.423160
19000,1.421352,1.418619
20000,1.410715,1.411114
21000,1.407240,1.406279
22000,1.406194,1.402095
23000,1.387696,1.397816
24000,1.392186,1.393666
