step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,6.645926,0.362829,0.000000,6.590955,
1000,1.920020,0.438104,0.000000,1.866902,
2000,1.744152,0.465642,0.000000,1.735373,
3000,1.695950,0.479633,0.000000,1.695735,
4000,1.671277,0.488586,0.000000,1.666326,
5000,1.652936,0.493970,0.000000,1.656956,
6000,1.628999,0.496875,0.000000,1.630571,
7000,1.617122,0.498464,0.000000,1.617737,
8000,1.607504,0.499130,0.000000,1.600439,
9000,1.597244,0.499525,0.000000,1.596962,
10000,1.589054,0.499793,0.000000,1.590257,
11000,1.582366,0.500002,0.000000,1.580474,
12000,1.569164,0.499955,0.000000,1.577498,
13000,1.564496,0.500006,0.000000,1.571396,
14000,1.559187,0.499966,0.000000,1.559070,
15000,1.556009,0.500016,0.000000,1.557580,
16000,1.551744,0.499970,0.000000,1.545857,
17000,1.542455,0.499900,0.000000,1.561894,
18000,1.537812,0.499944,0.000000,1.539875,
19000,1.536519,0.499917,0.000000,1.536319,
20000,1.532653,0.500013,0.000000,1.530686,
21000,1.526177,0.499859,0.000000,1.524872,
22000,1.522112,0.499969,0.000000,1.523218,
23000,1.516602,0.499995,0.000000,1.518680,
24000,1.518138,0.499987,0.000000,1.514704,
25000,1.516878,0.499921,0.000000,1.512233,
26000,1.510488,0.500118,0.000000,1.509471,
27000,1.501488,0.499863,0.000000,1.505727,
28000,1.502857,0.499979,0.000000,1.504276,
29000,1.499491,0.500109,0.000000,1.502549,
30000,1.497253,0.500016,0.000000,1.498010,
31000,1.500366,0.500153,0.000000,1.501771,
32000,1.494944,0.499844,0.000000,1.492548,
33000,1.489313,0.499932,0.000000,1.492578,
34000,1.488346,0.499945,0.000000,1.486637,
35000,1.480010,0.499847,0.000000,1.486367,
36000,1.479435,0.499990,0.000000,1.482984,
37000,1.479563,0.500191,0.000000,1.481462,
38000,1.475211,0.499957,0.000000,1.479513,
39000,1.477576,0.500094,0.000000,1.476549,
40000,1.477917,0.499793,0.000000,1.475580,
41000,1.474962,0.499900,0.000000,1.473827,
42000,1.468438,0.500265,0.000000,1.473131,
43000,1.472792,0.499862,0.000000,1.470643,
44000,1.465807,0.500170,0.000000,1.469520,
45000,1.465229,0.499834,0.000000,1.469166,
46000,1.470189,0.499881,0.000000,1.467295,
47000,1.464059,0.500125,0.000000,1.466754,
48000,1.466294,0.500036,0.000000,1.466411,
49000,1.461944,0.500148,0.000000,1.465709,
