step,train_loss,val_loss,val_loss_hard
0,5.551134,5.547338,5.547338
1000,2.362518,2.316194,2.316194
2000,2.107990,2.088740,2.088740
3000,1.980963,1.954614,1.954614
4000,1.898648,1.886872,1.886872
5000,1.845138,1.831306,1.831306
6000,1.786380,1.780784,1.780784
7000,1.748402,1.746811,1.746811
8000,1.733406,1.718674,1.718674
9000,1.702522,1.703329,1.703329
10000,1.689654,1.690078,1.690078
11000,1.668170,1.669527,1.669527
12000,1.663170,1.656232,1.656232
13000,1.658591,1.647201,1.647201
14000,1.637381,1.639470,1.639470
15000,1.635703,1.638306,1.638306
16000,1.627280,1.621068,1.621068
17000,1.616281,1.616707,1.616707
18000,1.614444,1.610389,1.610389
19000,1.600251,1.602888,1.602888
20000,1.603914,1.590342,1.590342
21000,1.584830,1.589117,1.589117
22000,1.581006,1.580888,1.580888
23000,1.579919,1.578342,1.578342
24000,1.570506,1.571858,1.571858
25000,1.569434,1.566841,1.566841
26000,1.569097,1.558340,1.558340
27000,1.555789,1.553711,1.553711
28000,1.552915,1.548741,1.548741
29000,1.538672,1.543334,1.543334
30000,1.543310,1.540910,1.540910
31000,1.532808,1.535950,1.535950
32000,1.540635,1.529399,1.529399
33000,1.524298,1.525313,1.525313
34000,1.524314,1.522310,1.522310
35000,1.520990,1.519903,1.519903
36000,1.518988,1.513639,1.513639
37000,1.517798,1.510968,1.510968
38000,1.507227,1.509350,1.509350
39000,1.507549,1.504521,1.504521
40000,1.499697,1.503364,1.503364
41000,1.502294,1.499826,1.499826
42000,1.497531,1.496173,1.496173
43000,1.501470,1.495288,1.495288
44000,1.492335,1.491730,1.491730
45000,1.493960,1.491921,1.491921
46000,1.496212,1.489412,1.489412
47000,1.482609,1.487865,1.487865
48000,1.483804,1.486394,1.486394
49000,1.484199,1.485583,1.485583
