step,train_loss,val_loss
0,6.363183,6.356987
1000,2.327354,2.205271
2000,1.935906,1.929680
3000,1.853782,1.853226
4000,1.814153,1.813818
5000,1.796015,1.795877
6000,1.782889,1.787472
7000,1.790846,1.778223
8000,1.789135,1.787609
9000,1.798731,1.802793
10000,1.805832,1.820066
11000,1.810366,1.817865
12000,1.802010,1.820549
13000,1.802659,1.805348
14000,1.792700,1.798803
15000,1.797473,1.795514
16000,1.793842,1.790935
17000,1.791057,1.795042
18000,1.778570,1.761709
19000,1.765600,1.762414
20000,1.758509,1.752754
21000,1.747226,1.748759
22000,1.735822,1.750749
23000,1.738025,1.731798
24000,1.736994,1.737473
25000,1.743393,1.734592
26000,1.729513,1.738156
27000,1.723425,1.727795
28000,1.714447,1.711882
29000,1.708783,1.715360
30000,1.704475,1.702648
31000,1.710275,1.701019
32000,1.709347,1.702293
33000,1.691733,1.699957
34000,1.706004,1.708363
35000,1.692566,1.685985
36000,1.684337,1.685554
37000,1.717149,1.715838
38000,1.691840,1.685289
39000,1.684498,1.688073
40000,1.681752,1.688813
41000,1.685077,1.683299
42000,1.680660,1.685692
43000,1.683180,1.683575
44000,1.666558,1.668840
45000,1.668155,1.668601
46000,1.664757,1.660451
47000,1.662257,1.662782
48000,1.662179,1.661813
49000,1.657040,1.663170
50000,1.647299,1.647335
51000,1.647637,1.650221
52000,1.644857,1.645710
53000,1.640785,1.642323
54000,1.638881,1.635558
55000,1.629026,1.634594
56000,1.628056,1.628041
57000,1.623695,1.629075
58000,1.627206,1.627345
59000,1.629223,1.628081
60000,1.634542,1.624503
61000,1.627366,1.622244
62000,1.611402,1.615310
63000,1.613923,1.617660
64000,1.612102,1.612753
65000,1.613791,1.611960
66000,1.609874,1.608333
67000,1.606249,1.603311
68000,1.603994,1.600603
69000,1.593479,1.598556
70000,1.599344,1.595952
71000,1.591753,1.594931
72000,1.587161,1.594323
73000,1.592694,1.591668
74000,1.586764,1.590105
75000,1.583058,1.587937
76000,1.584410,1.586965
77000,1.582458,1.584327
78000,1.580213,1.581075
79000,1.583938,1.581275
80000,1.578580,1.578455
81000,1.580614,1.578732
82000,1.577440,1.578630
83000,1.574962,1.576628
84000,1.576714,1.575948
85000,1.571747,1.573400
86000,1.577159,1.571144
87000,1.563471,1.569252
88000,1.563697,1.567587
89000,1.567788,1.567469
90000,1.567946,1.566795
91000,1.562181,1.565684
92000,1.560729,1.564764
93000,1.557689,1.563860
94000,1.559103,1.561874
95000,1.555765,1.560963
96000,1.555269,1.561130
97000,1.564005,1.560913
98000,1.557033,1.561067
99000,1.560845,1.559172
