step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497264,0.497533,0.496537,0.496541,0.496311,0.496271,0.498576,0.498589,0.497584,0.497599,0.498111,0.498088,0.498924,0.498920,0.498086,0.498091,0.498787,0.498777,0.498943,0.498832,0.498269,0.498276,0.499609,0.499605,0.498626,0.498590,0.498076,0.498098,0.499363,0.499354,0.498825,0.498835,0.498305,0.498334,0.499563,0.499564
400,0.488939,0.491436,0.491545,0.491623,0.487209,0.487113,0.499548,0.497391,0.491394,0.491887,0.492326,0.491950,0.498004,0.497693,0.496864,0.497041,0.499011,0.498740,0.498095,0.497997,0.497090,0.497249,0.499388,0.499177,0.498528,0.498157,0.496615,0.496789,0.498860,0.498709,0.497856,0.497844,0.497323,0.497437,0.499219,0.499150
600,0.475001,0.481212,0.485155,0.485559,0.473888,0.474251,0.508365,0.499298,0.478014,0.478866,0.477867,0.477295,0.499311,0.495847,0.491301,0.491976,0.496604,0.495521,0.501078,0.498345,0.495058,0.495361,0.500004,0.499385,0.502278,0.499041,0.493550,0.493653,0.498120,0.497798,0.498048,0.497483,0.496473,0.496626,0.499216,0.499098
800,0.456898,0.467166,0.477264,0.478313,0.459121,0.460779,0.522252,0.504624,0.458524,0.458907,0.456560,0.455905,0.509089,0.495664,0.477856,0.478577,0.485503,0.483058,0.509449,0.500724,0.491432,0.491205,0.501964,0.500571,0.512587,0.502168,0.488484,0.487340,0.496140,0.495820,0.499476,0.497448,0.495688,0.495673,0.499317,0.499132
1000,0.438590,0.452370,0.467418,0.469379,0.442302,0.445874,0.539095,0.510426,0.440687,0.438765,0.434676,0.433698,0.526153,0.498647,0.461679,0.460050,0.469785,0.465846,0.522229,0.504591,0.487610,0.484707,0.504650,0.501860,0.528923,0.507961,0.481917,0.477211,0.491249,0.491192,0.503329,0.498415,0.495233,0.494604,0.499458,0.499186
1200,0.425185,0.441373,0.457143,0.460337,0.425563,0.430539,0.557591,0.517854,0.433530,0.422509,0.416151,0.414349,0.547357,0.504805,0.448972,0.441336,0.452194,0.446626,0.536232,0.508874,0.484997,0.476851,0.506973,0.502368,0.549106,0.514528,0.478926,0.466320,0.482532,0.483297,0.509305,0.500147,0.495845,0.493868,0.499611,0.499220
1400,0.415167,0.433156,0.447298,0.451753,0.409769,0.415462,0.575978,0.524025,0.442588,0.412914,0.400358,0.396681,0.569999,0.511144,0.447242,0.425717,0.436901,0.429161,0.553464,0.514547,0.486479,0.469708,0.509174,0.502396,0.570269,0.522023,0.482346,0.455306,0.472616,0.473991,0.516499,0.502420,0.497595,0.493344,0.499564,0.499041
1600,0.407445,0.426006,0.437621,0.443283,0.394812,0.400646,0.595275,0.530493,0.462191,0.412825,0.390518,0.382104,0.592269,0.517331,0.459683,0.416122,0.423032,0.412629,0.571442,0.519529,0.490627,0.462961,0.510978,0.501900,0.593466,0.530443,0.493428,0.447012,0.461305,0.462870,0.527428,0.506153,0.502070,0.493557,0.499587,0.498820
1800,0.401924,0.420235,0.428732,0.435530,0.382237,0.387084,0.612355,0.535547,0.484694,0.419938,0.390149,0.372938,0.614652,0.523584,0.479635,0.411377,0.413163,0.398534,0.589983,0.525007,0.498044,0.457330,0.511963,0.500635,0.617344,0.538710,0.510963,0.442308,0.449464,0.450873,0.540164,0.510782,0.508068,0.494011,0.499432,0.498416
