step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498888,0.499011,0.498191,0.498178,0.498069,0.498019,0.498492,0.498426,0.497970,0.497964,0.497995,0.497960,0.498647,0.498245,0.498060,0.498065,0.498159,0.498115,0.498445,0.498192,0.497916,0.497918,0.498049,0.498013,0.498530,0.498395,0.498014,0.498034,0.498115,0.498075,0.498544,0.498317,0.497930,0.497966,0.498151,0.498098
400,0.497170,0.498000,0.496567,0.496694,0.494684,0.495058,0.498416,0.494398,0.493538,0.493689,0.494850,0.495190,0.498725,0.495160,0.494005,0.494179,0.495361,0.495650,0.498056,0.495806,0.493857,0.493988,0.494751,0.495114,0.497840,0.496553,0.494878,0.495257,0.495279,0.495364,0.497836,0.496562,0.493593,0.493847,0.494935,0.495236
600,0.495038,0.496651,0.494324,0.495059,0.492736,0.493990,0.504884,0.490783,0.486579,0.486844,0.493687,0.494670,0.505811,0.491503,0.488968,0.489382,0.494952,0.495406,0.503100,0.493288,0.488563,0.489205,0.493980,0.494718,0.499952,0.495029,0.492974,0.493871,0.494958,0.495118,0.502517,0.494363,0.488779,0.489598,0.494248,0.494849
800,0.491770,0.494370,0.488481,0.490465,0.489767,0.492268,0.516488,0.490137,0.477827,0.477106,0.492511,0.494018,0.514983,0.490611,0.481079,0.481538,0.494543,0.495069,0.512844,0.492385,0.481214,0.482396,0.493342,0.494276,0.502707,0.494538,0.488040,0.489890,0.494733,0.494887,0.510632,0.493881,0.484985,0.485766,0.493895,0.494611
1000,0.487145,0.490988,0.479988,0.483188,0.484991,0.489087,0.532001,0.492357,0.470760,0.465740,0.490779,0.492623,0.526685,0.491371,0.472230,0.471353,0.494020,0.494344,0.526761,0.494068,0.474331,0.474990,0.492662,0.493377,0.507605,0.494906,0.481868,0.483969,0.494617,0.494544,0.520450,0.494997,0.482531,0.482363,0.493799,0.494432
1200,0.480935,0.486018,0.469440,0.473496,0.479880,0.484685,0.551142,0.496173,0.470866,0.454736,0.490126,0.490685,0.542303,0.492688,0.463591,0.458712,0.493769,0.493168,0.544636,0.497115,0.468813,0.465919,0.492746,0.492449,0.518851,0.496538,0.476637,0.477598,0.494957,0.493901,0.530700,0.496911,0.482727,0.478974,0.494137,0.494366
1400,0.474121,0.480410,0.458593,0.463046,0.476013,0.478854,0.572884,0.500188,0.481609,0.444905,0.493071,0.488047,0.563638,0.495466,0.461828,0.445967,0.495350,0.491340,0.566903,0.501750,0.468419,0.455445,0.493750,0.491332,0.535567,0.499711,0.472536,0.470526,0.495822,0.493065,0.543355,0.499823,0.487269,0.476681,0.494808,0.494321
1600,0.465684,0.473321,0.448246,0.452183,0.476060,0.470287,0.599961,0.505591,0.501533,0.439967,0.503906,0.485331,0.589059,0.498922,0.469823,0.435961,0.501943,0.488833,0.594238,0.508188,0.479470,0.447035,0.497084,0.490213,0.554045,0.503058,0.469844,0.461522,0.497145,0.492473,0.560911,0.504585,0.497035,0.476560,0.496346,0.494441
1800,0.459899,0.467603,0.441480,0.443509,0.486519,0.459721,0.628626,0.510171,0.526042,0.439419,0.519634,0.482758,0.617846,0.502371,0.485821,0.430029,0.514082,0.486070,0.624340,0.514816,0.496695,0.443885,0.502926,0.489295,0.574281,0.506376,0.473213,0.454131,0.499177,0.491963,0.580732,0.509718,0.510406,0.477640,0.498537,0.494602
2000,0.455307,0.462770,0.438782,0.437659,0.504112,0.448942,0.656762,0.512986,0.553230,0.442351,0.540964,0.480966,0.646363,0.502654,0.507222,0.428100,0.530305,0.483266,0.656644,0.519518,0.519058,0.444663,0.510806,0.488507,0.596049,0.509915,0.482130,0.448937,0.501843,0.491520,0.603262,0.515181,0.527159,0.479921,0.501878,0.494955
2200,0.451023,0.457433,0.439834,0.434099,0.528875,0.436535,0.683028,0.514075,0.582301,0.445523,0.566101,0.479415,0.676057,0.503549,0.530842,0.428410,0.551079,0.480135,0.688668,0.522560,0.543783,0.446542,0.520736,0.487767,0.617048,0.512489,0.494705,0.443986,0.504609,0.490921,0.626151,0.519739,0.544571,0.482481,0.505930,0.495546
2400,0.446922,0.451862,0.444633,0.432592,0.557348,0.425289,0.710179,0.515022,0.611843,0.447358,0.593699,0.478206,0.705527,0.502927,0.555975,0.430363,0.574628,0.478345,0.720377,0.523053,0.568921,0.448133,0.532823,0.487036,0.641000,0.515449,0.511455,0.440314,0.507892,0.490309,0.652455,0.524826,0.563480,0.485307,0.511194,0.496369
2600,0.446060,0.448730,0.449840,0.431840,0.588007,0.415316,0.736002,0.513330,0.643105,0.448813,0.622667,0.477337,0.737173,0.501878,0.582080,0.431726,0.600318,0.475461,0.753361,0.523068,0.595761,0.450147,0.546543,0.486821,0.667783,0.517975,0.530954,0.438258,0.511915,0.489701,0.679392,0.529349,0.582061,0.487548,0.517015,0.497270
2800,0.444495,0.445040,0.456850,0.431996,0.620771,0.406306,0.760844,0.509399,0.672730,0.447973,0.653267,0.476165,0.767776,0.498718,0.610300,0.431312,0.627781,0.472415,0.785857,0.521368,0.622543,0.450655,0.562292,0.486457,0.696181,0.519522,0.552463,0.437012,0.516468,0.489067,0.704816,0.530116,0.601437,0.489749,0.523237,0.498344
3000,0.443516,0.441033,0.465620,0.433562,0.655840,0.397191,0.786584,0.508322,0.704946,0.447548,0.686800,0.475840,0.799679,0.495273,0.637563,0.431581,0.655843,0.470388,0.819242,0.518439,0.651718,0.451176,0.578301,0.486119,0.726867,0.520120,0.576006,0.435435,0.522272,0.488344,0.733321,0.531692,0.622939,0.491330,0.530974,0.499647
3200,0.443742,0.437834,0.475133,0.435360,0.693519,0.389388,0.810372,0.505231,0.737255,0.444636,0.720623,0.474333,0.832508,0.491525,0.666459,0.429434,0.685936,0.466769,0.851012,0.514867,0.681146,0.450724,0.595349,0.485822,0.757079,0.519325,0.601385,0.434116,0.528618,0.487642,0.761286,0.531809,0.644842,0.492865,0.539161,0.501074
3400,0.443169,0.433378,0.485911,0.437250,0.733297,0.381957,0.835562,0.503476,0.768885,0.440353,0.756836,0.473043,0.865946,0.486176,0.695757,0.426571,0.718082,0.463624,0.882052,0.510992,0.711831,0.449448,0.612745,0.485638,0.791468,0.518337,0.628911,0.433020,0.536911,0.486612,0.792730,0.531127,0.667165,0.493706,0.549762,0.502911
3600,0.443885,0.429986,0.496472,0.439594,0.775565,0.374506,0.860371,0.499725,0.801301,0.434541,0.794343,0.471302,0.899429,0.479261,0.723716,0.422881,0.748877,0.460403,0.917084,0.505290,0.741729,0.445543,0.630042,0.485422,0.826716,0.515862,0.656457,0.431661,0.545134,0.485640,0.820980,0.528412,0.687261,0.493473,0.559769,0.504512
3800,0.446161,0.427318,0.508043,0.442265,0.819544,0.369066,0.882517,0.495579,0.833766,0.429803,0.833704,0.469440,0.934073,0.472968,0.753378,0.418282,0.781713,0.457016,0.948412,0.500199,0.770926,0.441229,0.646396,0.484969,0.863556,0.511688,0.685272,0.429238,0.554936,0.484355,0.849484,0.525820,0.708013,0.492938,0.570525,0.506316
4000,0.447014,0.424070,0.519467,0.444871,0.865690,0.364178,0.900769,0.490252,0.865889,0.424643,0.874280,0.468194,0.968978,0.466196,0.782434,0.413414,0.814080,0.453291,0.977692,0.493928,0.800598,0.438153,0.662636,0.485029,0.901469,0.507687,0.715312,0.426574,0.565012,0.483227,0.878143,0.522690,0.727448,0.491720,0.581283,0.508009
4200,0.449672,0.421730,0.528846,0.445953,0.913673,0.359462,0.924784,0.487109,0.897705,0.419347,0.916253,0.467143,1.006998,0.460302,0.811569,0.408791,0.848684,0.449965,1.008591,0.489601,0.832394,0.433607,0.680439,0.484557,0.940769,0.502973,0.746342,0.423025,0.575133,0.481943,0.905509,0.516579,0.748633,0.489982,0.592991,0.509789
4400,0.450597,0.418458,0.539200,0.447593,0.964017,0.354583,0.943568,0.482563,0.929167,0.413336,0.958131,0.464489,1.043089,0.453877,0.839398,0.403444,0.882821,0.446369,1.038243,0.483500,0.862982,0.428144,0.698651,0.484305,0.984031,0.496645,0.776218,0.418300,0.585296,0.480398,0.934180,0.512378,0.769689,0.487957,0.605074,0.511611
4600,0.453362,0.416380,0.549411,0.448902,1.016378,0.350651,0.963397,0.477292,0.962034,0.406823,1.002968,0.462873,1.082171,0.447077,0.864814,0.398766,0.915851,0.442964,1.068481,0.477722,0.892816,0.423702,0.715425,0.484000,1.027121,0.489768,0.808860,0.414051,0.597052,0.478761,0.961933,0.506838,0.790426,0.485174,0.617751,0.513460
4800,0.454855,0.413668,0.559335,0.449629,1.070587,0.346236,0.985345,0.473788,0.997081,0.400548,1.048124,0.460468,1.120282,0.440193,0.893881,0.392554,0.952042,0.438802,1.095337,0.471372,0.922874,0.417468,0.733109,0.483691,1.070852,0.482742,0.841373,0.409124,0.609420,0.477060,0.989911,0.502017,0.810031,0.482310,0.630170,0.515152
5000,0.455442,0.410545,0.568850,0.449727,1.126826,0.341451,1.001180,0.469860,1.025652,0.394784,1.093651,0.458854,1.156780,0.433095,0.921110,0.386886,0.985471,0.435301,1.124442,0.466062,0.952661,0.412981,0.751622,0.483801,1.117033,0.476176,0.873907,0.403905,0.621949,0.475244,1.019246,0.497303,0.828540,0.478741,0.643171,0.516897
5200,0.458192,0.408194,0.578597,0.450183,1.185265,0.337540,1.019621,0.465531,1.057924,0.388743,1.142076,0.455859,1.199778,0.426604,0.950858,0.380253,1.021787,0.431056,1.150964,0.459429,0.981728,0.406945,0.770000,0.483255,1.163753,0.468473,0.907230,0.398258,0.634844,0.473308,1.046824,0.491437,0.847670,0.474944,0.656792,0.518608
5400,0.462045,0.406489,0.587456,0.450038,1.245381,0.334717,1.038131,0.461222,1.088853,0.383858,1.188278,0.453875,1.243161,0.419227,0.974960,0.375096,1.054189,0.427527,1.176100,0.453804,1.011845,0.400452,0.786627,0.482514,1.212993,0.459438,0.942565,0.392193,0.648031,0.471204,1.074265,0.484547,0.867414,0.470959,0.670237,0.520088
5600,0.463824,0.403506,0.595274,0.449230,1.307023,0.329701,1.055589,0.456809,1.119401,0.378445,1.236302,0.451917,1.287739,0.411908,1.000128,0.369836,1.087086,0.423468,1.205089,0.449440,1.041054,0.395186,0.803967,0.482356,1.263182,0.451884,0.978303,0.386395,0.661831,0.468995,1.100409,0.478801,0.886639,0.466543,0.684682,0.521897
5800,0.466556,0.401044,0.603752,0.448264,1.370819,0.324688,1.073778,0.451929,1.148842,0.372879,1.285491,0.449201,1.331952,0.405900,1.023933,0.364225,1.118570,0.419703,1.230604,0.444192,1.069689,0.389979,0.821627,0.482280,1.314347,0.443848,1.013104,0.380271,0.675764,0.466816,1.129083,0.471988,0.908291,0.461829,0.699942,0.523697
6000,0.468959,0.398492,0.611348,0.447566,1.436323,0.320086,1.092786,0.448134,1.178774,0.368044,1.334257,0.446664,1.378927,0.399023,1.049451,0.359190,1.154024,0.415673,1.257597,0.439282,1.098527,0.384626,0.840517,0.481653,1.368335,0.435396,1.045980,0.374550,0.688447,0.464654,1.157930,0.466862,0.928178,0.457629,0.714569,0.525309
6200,0.469874,0.394824,0.619003,0.446371,1.502762,0.315517,1.109021,0.444601,1.205585,0.363746,1.383069,0.444734,1.424634,0.393193,1.072608,0.354402,1.185596,0.412296,1.282214,0.433713,1.126281,0.380223,0.857581,0.481207,1.421197,0.427744,1.080272,0.368938,0.701613,0.462575,1.184699,0.461068,0.947778,0.453185,0.729054,0.526770
6400,0.472738,0.393121,0.626390,0.445109,1.571441,0.311008,1.124909,0.440783,1.232196,0.358347,1.433211,0.442031,1.471896,0.387205,1.097884,0.349682,1.217223,0.408583,1.305408,0.427890,1.152021,0.375036,0.874123,0.480695,1.474484,0.419425,1.114742,0.363450,0.714892,0.460566,1.211089,0.455550,0.965860,0.448384,0.743281,0.528191
6600,0.475868,0.391367,0.632281,0.442929,1.640596,0.306319,1.140507,0.437104,1.261579,0.353385,1.485219,0.438909,1.521645,0.380936,1.122261,0.345109,1.249494,0.404997,1.329781,0.422724,1.179534,0.369666,0.891818,0.480273,1.528911,0.411142,1.148644,0.358014,0.728513,0.458334,1.234549,0.449022,0.984790,0.443666,0.757100,0.529386
6800,0.478004,0.389096,0.637989,0.441085,1.711506,0.301712,1.154395,0.433188,1.289393,0.348705,1.535082,0.436355,1.570001,0.375695,1.144924,0.340444,1.280155,0.400940,1.353620,0.417410,1.204472,0.364997,0.908231,0.479771,1.585714,0.403454,1.181514,0.352596,0.741037,0.455951,1.262042,0.443554,1.002980,0.439324,0.771267,0.530627
7000,0.480855,0.387036,0.643213,0.439129,1.783599,0.297499,1.169539,0.429278,1.314440,0.344032,1.583009,0.433838,1.617317,0.370323,1.166028,0.336084,1.309981,0.397444,1.377998,0.412381,1.229369,0.360873,0.923560,0.479048,1.643357,0.397207,1.213216,0.347636,0.752958,0.454140,1.282314,0.437416,1.021320,0.434647,0.784670,0.531587
7200,0.483213,0.384917,0.647985,0.437013,1.856662,0.292822,1.185429,0.426637,1.340289,0.339636,1.632172,0.431090,1.666935,0.364418,1.187556,0.332608,1.337643,0.394402,1.401124,0.407928,1.252384,0.356934,0.938298,0.478535,1.701015,0.389089,1.244332,0.342739,0.765976,0.451903,1.307084,0.432659,1.038092,0.430111,0.798368,0.532513
7400,0.485145,0.382596,0.652626,0.434915,1.929810,0.288749,1.194281,0.422451,1.363037,0.335361,1.680466,0.428003,1.715394,0.359319,1.208697,0.328701,1.364922,0.391291,1.420490,0.404243,1.271964,0.352506,0.950976,0.477745,1.759185,0.382334,1.277872,0.337547,0.777750,0.449700,1.329446,0.427208,1.056110,0.425873,0.811735,0.533441
7600,0.486598,0.379894,0.655470,0.432212,2.003085,0.284077,1.207592,0.419195,1.384257,0.331716,1.731704,0.425140,1.764351,0.354315,1.230433,0.324808,1.394040,0.387733,1.441180,0.399773,1.295352,0.348653,0.966878,0.477110,1.817122,0.374912,1.312049,0.332376,0.790279,0.447372,1.350417,0.422040,1.073886,0.421169,0.826094,0.534411
7800,0.489497,0.378230,0.659644,0.430225,2.077989,0.280118,1.217781,0.415576,1.406028,0.328161,1.780450,0.422336,1.815055,0.349512,1.248815,0.320842,1.420365,0.384495,1.463864,0.396359,1.317405,0.345047,0.980652,0.476500,1.873968,0.368621,1.345435,0.327990,0.802468,0.445212,1.375131,0.417675,1.091574,0.416325,0.839394,0.534934
8000,0.490438,0.375448,0.662122,0.427697,2.152822,0.275540,1.230279,0.412163,1.426860,0.324503,1.825219,0.419744,1.863184,0.344428,1.268564,0.317884,1.447157,0.381404,1.481931,0.392695,1.340081,0.341750,0.995487,0.475648,1.930488,0.362407,1.377250,0.323261,0.814533,0.442873,1.397694,0.412876,1.108170,0.411785,0.852327,0.535444
8200,0.492882,0.373724,0.664896,0.425615,2.226814,0.271230,1.243060,0.410024,1.446207,0.320748,1.872328,0.417008,1.911337,0.340064,1.285849,0.314432,1.471656,0.378383,1.503584,0.389796,1.361409,0.337587,1.008601,0.475012,1.988595,0.356086,1.409139,0.319047,0.826288,0.440801,1.420624,0.408151,1.124211,0.406858,0.865278,0.535768
8400,0.494443,0.371681,0.667051,0.423191,2.300453,0.267462,1.251677,0.406613,1.466562,0.316842,1.919186,0.413751,1.956773,0.335366,1.306756,0.311646,1.495438,0.375497,1.520049,0.385717,1.380128,0.334099,1.021302,0.474425,2.044107,0.349744,1.438302,0.314522,0.837016,0.438620,1.443591,0.403905,1.139984,0.402498,0.876951,0.536050
8600,0.496497,0.370286,0.669120,0.420487,2.372259,0.263713,1.261266,0.403639,1.487943,0.313648,1.965016,0.411481,2.001593,0.330723,1.324683,0.308175,1.519183,0.372639,1.537535,0.382474,1.403157,0.330560,1.033956,0.473423,2.098159,0.344374,1.471764,0.310167,0.848602,0.436443,1.464432,0.399037,1.157510,0.398109,0.889959,0.536310
8800,0.497204,0.367625,0.669991,0.417602,2.444873,0.259276,1.272392,0.401015,1.505648,0.310209,2.009517,0.408702,2.045393,0.326671,1.340737,0.305464,1.539826,0.370156,1.555922,0.379768,1.421766,0.327347,1.044862,0.472865,2.152597,0.339283,1.502054,0.305977,0.859325,0.434471,1.486766,0.394678,1.172817,0.393685,0.901438,0.536361
9000,0.498221,0.365245,0.671189,0.414646,2.516252,0.255350,1.281774,0.398759,1.522095,0.307330,2.051782,0.405911,2.086291,0.322841,1.354133,0.302633,1.558500,0.367872,1.569116,0.376121,1.439072,0.324403,1.055099,0.471980,2.203186,0.334475,1.532818,0.301828,0.869596,0.432460,1.505632,0.390988,1.188479,0.389740,0.913385,0.536491
9200,0.499997,0.363790,0.672587,0.412345,2.586305,0.251626,1.290807,0.396499,1.538183,0.304547,2.091334,0.403361,2.126686,0.318953,1.369951,0.300022,1.577828,0.365395,1.584235,0.373195,1.456346,0.321415,1.065870,0.471426,2.254072,0.329582,1.561816,0.298130,0.879282,0.430540,1.525829,0.387762,1.201786,0.386314,0.923885,0.536467
9400,0.500932,0.361836,0.673057,0.409741,2.656262,0.248088,1.298220,0.393731,1.553179,0.301668,2.131962,0.400796,2.164353,0.315325,1.385236,0.297664,1.594674,0.363146,1.599928,0.370898,1.472310,0.318763,1.075217,0.470884,2.306064,0.325095,1.587170,0.295263,0.888264,0.428570,1.543892,0.383956,1.216893,0.382937,0.934021,0.536397
9600,0.502207,0.360149,0.673658,0.407249,2.723902,0.244386,1.306905,0.391745,1.566918,0.298858,2.169391,0.398198,2.204216,0.311809,1.399681,0.295208,1.613579,0.360916,1.613380,0.367690,1.488086,0.315878,1.084266,0.470063,2.354172,0.320597,1.614751,0.291847,0.897300,0.426768,1.560988,0.380756,1.231894,0.379223,0.944481,0.536303
9800,0.503179,0.358303,0.673994,0.404840,2.789733,0.241040,1.313665,0.389361,1.580254,0.296225,2.208754,0.395903,2.242692,0.309030,1.413621,0.293004,1.629400,0.358993,1.626569,0.364880,1.504116,0.313581,1.093497,0.469329,2.400608,0.316712,1.640745,0.288339,0.906413,0.424869,1.576710,0.377817,1.246437,0.375658,0.954567,0.536078
10000,0.503273,0.356118,0.673970,0.402513,2.854282,0.237932,1.321336,0.387206,1.593163,0.293689,2.243000,0.393037,2.279432,0.305617,1.425618,0.290712,1.643707,0.356879,1.637780,0.362119,1.518308,0.311187,1.101505,0.468616,2.444540,0.312470,1.664768,0.285677,0.914566,0.423170,1.590197,0.374298,1.259475,0.372639,0.963761,0.535748
10200,0.504279,0.354444,0.673276,0.399954,2.914386,0.234762,1.329667,0.385316,1.603087,0.291117,2.274639,0.390923,2.312286,0.302217,1.438836,0.288862,1.660251,0.355239,1.652758,0.360209,1.531801,0.308693,1.109919,0.467807,2.489491,0.308816,1.688800,0.282926,0.923196,0.421388,1.606720,0.371471,1.272279,0.369276,0.973168,0.535412
10400,0.504460,0.352366,0.673021,0.397901,2.976554,0.231746,1.336793,0.383628,1.615555,0.289013,2.308855,0.388755,2.345725,0.299472,1.449761,0.286854,1.672106,0.353552,1.663969,0.358028,1.545463,0.306902,1.117781,0.467331,2.530296,0.304903,1.712292,0.280541,0.931219,0.419910,1.622080,0.368819,1.284064,0.366187,0.981728,0.534981
10600,0.505213,0.350738,0.672578,0.395796,3.035976,0.229068,1.341409,0.381381,1.625946,0.287145,2.340562,0.386781,2.377748,0.296840,1.459477,0.284977,1.682874,0.351648,1.673683,0.355376,1.558887,0.305110,1.125492,0.466739,2.572407,0.301447,1.734519,0.277731,0.939099,0.418162,1.634015,0.365624,1.295507,0.363032,0.990185,0.534297
10800,0.505941,0.349281,0.671948,0.393791,3.091682,0.226266,1.347108,0.379297,1.635046,0.285110,2.369340,0.384795,2.402861,0.294543,1.469789,0.283149,1.694754,0.349903,1.686114,0.353583,1.571568,0.303214,1.132714,0.466108,2.611289,0.298019,1.756096,0.275285,0.946211,0.416545,1.649331,0.363491,1.306864,0.360231,0.998533,0.533970
11000,0.506240,0.347573,0.671282,0.391801,3.144791,0.223675,1.352529,0.377408,1.643602,0.282848,2.394122,0.382753,2.432103,0.292275,1.477541,0.281782,1.704520,0.348570,1.697411,0.352126,1.581802,0.301264,1.138274,0.465351,2.648581,0.295066,1.777128,0.272752,0.953078,0.414959,1.664289,0.361151,1.318996,0.357574,1.007054,0.533602
11200,0.506287,0.345890,0.670796,0.390164,3.195691,0.221173,1.356897,0.375635,1.650967,0.280740,2.419497,0.381017,2.458764,0.290132,1.485275,0.280352,1.713541,0.347248,1.706219,0.350155,1.591912,0.299807,1.144076,0.464839,2.683118,0.292275,1.795985,0.270491,0.958735,0.413546,1.675535,0.358523,1.329523,0.355211,1.013910,0.533180
11400,0.506169,0.344159,0.669966,0.388395,3.247100,0.218573,1.362245,0.374269,1.659762,0.279003,2.443788,0.379230,2.482225,0.288042,1.493476,0.279017,1.721520,0.345935,1.715065,0.348669,1.600217,0.297993,1.149312,0.464271,2.717168,0.289686,1.815268,0.268396,0.964641,0.412237,1.688929,0.356788,1.339843,0.352755,1.021213,0.532690
11600,0.505910,0.342586,0.668730,0.386424,3.292645,0.216109,1.367337,0.372926,1.666610,0.277218,2.465998,0.377362,2.504137,0.285974,1.499925,0.277866,1.728611,0.344833,1.723493,0.346872,1.608059,0.296643,1.153994,0.463791,2.749714,0.287209,1.834117,0.266491,0.969986,0.411057,1.698307,0.354324,1.348776,0.350442,1.027728,0.532205
11800,0.505220,0.340783,0.667630,0.384710,3.334434,0.213851,1.371917,0.371684,1.673181,0.275600,2.488822,0.375707,2.526646,0.284197,1.505553,0.276625,1.734941,0.343838,1.732515,0.345637,1.616795,0.295379,1.158024,0.463284,2.780897,0.284706,1.850039,0.264604,0.975085,0.409948,1.708533,0.352287,1.358265,0.348357,1.034065,0.531789
12000,0.505464,0.339531,0.666530,0.382971,3.377316,0.211740,1.375244,0.370221,1.679326,0.273862,2.509828,0.373828,2.547934,0.282394,1.511411,0.275554,1.740399,0.342774,1.741039,0.344572,1.623208,0.294157,1.162082,0.462867,2.810649,0.282351,1.865241,0.262855,0.980376,0.408720,1.718129,0.350387,1.367801,0.346230,1.040886,0.531363
12200,0.505099,0.338028,0.665101,0.381214,3.415276,0.209754,1.378758,0.368981,1.684628,0.272293,2.528695,0.372319,2.565592,0.280462,1.516945,0.274498,1.745765,0.341827,1.746904,0.343289,1.629832,0.293058,1.166104,0.462511,2.838586,0.280255,1.880522,0.261154,0.985314,0.407647,1.727874,0.348729,1.376307,0.344370,1.046644,0.530778
12400,0.505008,0.336676,0.663598,0.379540,3.450527,0.207868,1.382966,0.368083,1.689870,0.270911,2.546018,0.371009,2.584530,0.279021,1.522348,0.273473,1.751752,0.340959,1.753334,0.342037,1.637026,0.292088,1.169770,0.462072,2.864386,0.278237,1.894313,0.259478,0.989340,0.406521,1.736466,0.347356,1.384155,0.342434,1.052090,0.530192
12600,0.504825,0.335545,0.662539,0.378260,3.485770,0.206129,1.384882,0.366880,1.694815,0.269703,2.559875,0.369689,2.600893,0.277560,1.526231,0.272726,1.755852,0.340246,1.759306,0.340885,1.642166,0.291085,1.172687,0.461756,2.887849,0.276225,1.907241,0.257891,0.993049,0.405622,1.744879,0.345787,1.392010,0.340731,1.057298,0.529752
12800,0.504261,0.334198,0.660659,0.376597,3.516895,0.204457,1.387649,0.365863,1.699123,0.268498,2.575086,0.368237,2.614955,0.276149,1.530651,0.271866,1.760216,0.339454,1.763850,0.339737,1.647448,0.290270,1.175824,0.461326,2.912328,0.274387,1.919116,0.256478,0.996895,0.404688,1.751987,0.344403,1.399946,0.339070,1.062469,0.529236
