step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
2400,0.438453,0.400927,0.423575,0.368480,0.436555,0.338961,0.561380,0.464780,0.473937,0.440107,0.534510,0.438251,0.506182,0.458188,0.513114,0.507512,0.705834,0.605490,0.504552,0.464020,0.483844,0.471259,0.635356,0.549432,0.477639,0.462322,0.510521,0.508981,0.648683,0.560884,0.484901,0.471234,0.492883,0.492182,0.564760,0.519108
2600,0.440784,0.397043,0.426596,0.362547,0.452104,0.333650,0.568827,0.462646,0.475121,0.435358,0.547816,0.435225,0.510303,0.456302,0.513311,0.506965,0.723539,0.611536,0.508467,0.460846,0.481258,0.465644,0.643351,0.546888,0.475932,0.458214,0.510502,0.508490,0.664209,0.565295,0.484507,0.467656,0.493413,0.491997,0.571971,0.520360
2800,0.443532,0.393868,0.431818,0.357895,0.469852,0.330645,0.575533,0.459802,0.475682,0.430647,0.562049,0.432823,0.514656,0.454040,0.513472,0.506281,0.741157,0.617980,0.511960,0.458204,0.479452,0.460084,0.651210,0.543290,0.476280,0.456540,0.510580,0.507811,0.678401,0.568416,0.486178,0.465735,0.493505,0.491357,0.578009,0.521144
3000,0.446007,0.390835,0.437254,0.353369,0.488951,0.328672,0.582298,0.457559,0.478083,0.426993,0.578201,0.431595,0.517828,0.451584,0.513040,0.504928,0.756479,0.623480,0.515905,0.455535,0.479288,0.456038,0.658432,0.539627,0.476880,0.455179,0.510009,0.506476,0.692495,0.572358,0.485984,0.463375,0.491798,0.489197,0.585014,0.522574
3200,0.447386,0.387281,0.442562,0.349260,0.507996,0.328022,0.587239,0.455124,0.481891,0.424434,0.592449,0.430110,0.522516,0.449513,0.512944,0.504214,0.771529,0.628436,0.520515,0.452668,0.477932,0.451118,0.664575,0.534879,0.475322,0.452116,0.510966,0.506821,0.705142,0.575877,0.487239,0.461868,0.491941,0.488711,0.591065,0.523791
3400,0.450371,0.385675,0.448503,0.345701,0.526080,0.327983,0.591948,0.453102,0.483094,0.420250,0.605454,0.428073,0.527183,0.447859,0.513508,0.503924,0.783825,0.631980,0.526483,0.451463,0.478197,0.447486,0.670424,0.530305,0.475126,0.450072,0.510318,0.505527,0.715800,0.578417,0.485402,0.457525,0.490893,0.487111,0.596583,0.524612
3600,0.453561,0.384115,0.452536,0.342240,0.543054,0.326830,0.597252,0.451261,0.486780,0.417835,0.620529,0.427392,0.530392,0.445612,0.513165,0.502723,0.796552,0.635976,0.530351,0.448983,0.478596,0.443579,0.676474,0.525985,0.476071,0.449884,0.510176,0.504799,0.725401,0.580396,0.486376,0.455930,0.491134,0.486586,0.601156,0.525044
3800,0.455623,0.381887,0.457900,0.339632,0.560796,0.326395,0.601118,0.448943,0.490159,0.415569,0.632646,0.424954,0.531858,0.442512,0.513017,0.501392,0.806224,0.638472,0.535287,0.447429,0.479615,0.440539,0.683261,0.522489,0.476313,0.448326,0.511256,0.505026,0.734294,0.582591,0.488006,0.454934,0.491446,0.486095,0.606327,0.525989
4000,0.458278,0.380727,0.463058,0.336902,0.576348,0.325946,0.605997,0.447313,0.493073,0.413542,0.646544,0.424845,0.535501,0.441525,0.512038,0.499675,0.815873,0.641378,0.538521,0.445547,0.479918,0.437038,0.688644,0.518397,0.477384,0.447103,0.511002,0.503926,0.742934,0.584554,0.488952,0.453631,0.491167,0.485013,0.611258,0.526493
4200,0.458884,0.378645,0.467570,0.334328,0.591466,0.325649,0.611025,0.446167,0.496824,0.412589,0.659756,0.424693,0.538739,0.439876,0.511191,0.498231,0.823869,0.642919,0.542769,0.444167,0.481948,0.434786,0.692652,0.513878,0.477695,0.446338,0.511197,0.503652,0.750746,0.586133,0.488904,0.451426,0.490596,0.483981,0.615253,0.526929
4400,0.460878,0.377136,0.471615,0.331988,0.606568,0.326473,0.615782,0.445523,0.500492,0.411387,0.671075,0.423417,0.541545,0.438805,0.510844,0.497233,0.831392,0.644966,0.547495,0.443778,0.484107,0.433684,0.698556,0.510602,0.476912,0.444735,0.511588,0.503293,0.757632,0.587377,0.490121,0.450477,0.489904,0.482642,0.618732,0.527247
4600,0.463062,0.376278,0.474885,0.329908,0.620010,0.326006,0.617458,0.443191,0.503627,0.410439,0.683218,0.423820,0.546275,0.438639,0.511670,0.497109,0.838767,0.647547,0.549483,0.441200,0.484812,0.431186,0.702620,0.506874,0.479101,0.444600,0.512942,0.503679,0.763937,0.588925,0.491163,0.449282,0.490238,0.482417,0.621944,0.527766
4800,0.463651,0.374648,0.478356,0.327980,0.632859,0.326363,0.622269,0.442925,0.506105,0.409359,0.693012,0.423123,0.548466,0.437365,0.511851,0.496352,0.844964,0.649447,0.552611,0.439989,0.487275,0.430154,0.708267,0.503860,0.479261,0.443554,0.512270,0.502425,0.769524,0.590068,0.491318,0.447273,0.490304,0.481868,0.624765,0.527956
5000,0.464448,0.373348,0.480876,0.326050,0.644226,0.326267,0.624394,0.441319,0.508806,0.408427,0.701980,0.422162,0.549881,0.436204,0.511305,0.495156,0.849118,0.650232,0.555680,0.439406,0.488603,0.428416,0.712077,0.501072,0.480350,0.443357,0.513330,0.502824,0.774615,0.591238,0.491595,0.445875,0.490046,0.480933,0.627503,0.528276
5200,0.465602,0.372535,0.483893,0.324851,0.654955,0.326003,0.628539,0.441400,0.511661,0.407796,0.711060,0.421974,0.550976,0.434857,0.511025,0.494332,0.854087,0.651413,0.558272,0.438614,0.490141,0.427164,0.716464,0.498903,0.481680,0.443152,0.514198,0.502938,0.779273,0.592222,0.492456,0.445159,0.490190,0.480664,0.630420,0.528717
5400,0.467400,0.372208,0.485959,0.323323,0.665183,0.326376,0.630410,0.440075,0.513847,0.407087,0.720041,0.422357,0.554233,0.434863,0.511718,0.494268,0.858642,0.652893,0.561574,0.438560,0.491436,0.426223,0.719636,0.495950,0.480883,0.441390,0.513953,0.502046,0.783035,0.592754,0.494593,0.445601,0.490360,0.480410,0.632803,0.529114
5600,0.466873,0.370582,0.487778,0.322096,0.674335,0.326230,0.632373,0.439195,0.516112,0.406663,0.726896,0.422037,0.555785,0.433979,0.512280,0.494085,0.862311,0.653770,0.563506,0.437926,0.493347,0.425481,0.723672,0.493586,0.481420,0.441212,0.514499,0.502054,0.786274,0.593444,0.495195,0.444993,0.490468,0.480027,0.634674,0.529175
5800,0.466988,0.369647,0.488504,0.320744,0.682273,0.326482,0.634468,0.438828,0.518461,0.406280,0.733375,0.421728,0.557502,0.433337,0.512425,0.493649,0.864825,0.654338,0.565532,0.437610,0.494236,0.424456,0.727961,0.492278,0.481089,0.440076,0.514235,0.501463,0.788664,0.593823,0.495476,0.443936,0.490297,0.479455,0.636141,0.529297
6000,0.467425,0.369118,0.489520,0.319488,0.689740,0.326886,0.636537,0.438369,0.520627,0.406182,0.739810,0.421832,0.559128,0.432881,0.512970,0.493636,0.866966,0.654646,0.566856,0.436803,0.495940,0.424213,0.729993,0.490124,0.481333,0.439458,0.513899,0.500759,0.790869,0.594254,0.495724,0.442951,0.489942,0.478765,0.637318,0.529236
6200,0.467248,0.368274,0.490855,0.318796,0.696052,0.326924,0.637922,0.437796,0.521913,0.405657,0.745561,0.421944,0.560152,0.432290,0.512537,0.492788,0.867807,0.654319,0.568650,0.436604,0.497203,0.423755,0.732603,0.488760,0.482357,0.439557,0.514544,0.500974,0.793041,0.594766,0.496450,0.442702,0.489967,0.478478,0.638461,0.529404
6400,0.467772,0.367950,0.491278,0.317874,0.701541,0.326942,0.639266,0.437368,0.523744,0.405757,0.750002,0.421576,0.561905,0.432384,0.512827,0.492615,0.869624,0.654815,0.570006,0.436426,0.498443,0.423362,0.734618,0.487234,0.482163,0.438987,0.514401,0.500530,0.795031,0.595314,0.496899,0.442163,0.490094,0.478405,0.639477,0.529518
6600,0.467095,0.366864,0.491125,0.316775,0.706764,0.326978,0.641193,0.437497,0.525015,0.405549,0.754906,0.421637,0.562768,0.431915,0.512846,0.492234,0.871464,0.655451,0.571367,0.436085,0.499633,0.423160,0.736833,0.486105,0.482269,0.438713,0.514270,0.500089,0.796446,0.595619,0.497595,0.442085,0.490281,0.478336,0.640362,0.529610
