step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498725,0.498962,0.497691,0.497718,0.497851,0.497631,0.498330,0.497836,0.501475,0.499918,0.498010,0.498005,0.500270,0.499854,0.500089,0.498916,0.502278,0.500907,0.498504,0.498465,0.499430,0.499216,0.500738,0.499387,0.501942,0.500490,0.498750,0.498743,0.500673,0.500512,0.501955,0.500870,0.501030,0.500014,0.499286,0.499290,0.500919,0.500834,0.502513,0.501900,0.500063,0.499636,0.499375,0.499404,0.500941,0.500896,0.502940,0.502700
400,0.495691,0.497101,0.489362,0.489733,0.488815,0.488362,0.493292,0.491705,0.508919,0.502777,0.490820,0.490803,0.500318,0.498184,0.498525,0.494738,0.511628,0.507723,0.491691,0.491463,0.498674,0.497196,0.498233,0.493793,0.510308,0.504209,0.492323,0.492243,0.500352,0.498995,0.502218,0.496709,0.505862,0.501280,0.496817,0.496863,0.505792,0.505152,0.507983,0.503023,0.502199,0.498953,0.495374,0.495411,0.501912,0.500918,0.509937,0.506493
600,0.490184,0.494011,0.475225,0.476442,0.473924,0.472942,0.486762,0.483254,0.520579,0.506120,0.478344,0.478358,0.501712,0.495320,0.496343,0.488158,0.527353,0.517656,0.478796,0.478147,0.496780,0.492964,0.493903,0.484075,0.523443,0.507270,0.479365,0.479042,0.498722,0.495023,0.501505,0.488533,0.512728,0.500605,0.489904,0.490149,0.513990,0.511760,0.515553,0.502129,0.510900,0.500911,0.488274,0.488359,0.504170,0.500857,0.518295,0.508792
800,0.480381,0.486985,0.456278,0.458488,0.455965,0.453542,0.479338,0.472288,0.535260,0.507173,0.461184,0.460913,0.505175,0.490095,0.495374,0.479913,0.546652,0.524370,0.459689,0.458230,0.493443,0.484336,0.491498,0.472309,0.542830,0.509361,0.462252,0.461203,0.494738,0.486672,0.504522,0.478900,0.523273,0.498537,0.476911,0.477153,0.526593,0.520991,0.525196,0.499905,0.521248,0.501578,0.476555,0.476262,0.507660,0.500802,0.529668,0.510987
1000,0.470929,0.479261,0.436721,0.439594,0.444221,0.435670,0.474661,0.461704,0.552722,0.506438,0.445362,0.443815,0.513245,0.484476,0.498217,0.471769,0.568915,0.528607,0.441454,0.437483,0.495957,0.476229,0.494598,0.460735,0.563986,0.508054,0.443230,0.440557,0.489725,0.476473,0.513066,0.469408,0.538555,0.495640,0.462169,0.462062,0.540822,0.528920,0.537098,0.494735,0.533215,0.503997,0.464537,0.464071,0.511623,0.500839,0.541860,0.511376
1200,0.460693,0.469339,0.419515,0.422409,0.443144,0.421899,0.471878,0.451751,0.565949,0.502714,0.432050,0.428773,0.525691,0.480449,0.502992,0.464599,0.589974,0.528935,0.427533,0.419219,0.502861,0.467896,0.500192,0.451042,0.583737,0.503347,0.428842,0.423147,0.483178,0.463856,0.521949,0.460644,0.553833,0.491287,0.449667,0.448863,0.551604,0.533176,0.549218,0.490298,0.542306,0.503092,0.453411,0.452260,0.516012,0.500749,0.554424,0.510663
1400,0.452041,0.460085,0.403585,0.405571,0.453857,0.413605,0.469316,0.440712,0.579718,0.497440,0.420032,0.413028,0.543659,0.477268,0.510125,0.457817,0.610147,0.526458,0.418394,0.402546,0.515329,0.461329,0.510640,0.442626,0.604785,0.496895,0.417982,0.407129,0.478478,0.450387,0.534468,0.452474,0.568403,0.485693,0.435795,0.434567,0.558601,0.531351,0.561378,0.484224,0.550932,0.500771,0.443961,0.441898,0.518952,0.499925,0.568474,0.508646
1600,0.444452,0.451027,0.389420,0.389764,0.470909,0.408105,0.467978,0.429242,0.590792,0.491830,0.411417,0.400636,0.562319,0.473985,0.520335,0.451964,0.627158,0.522658,0.415274,0.389305,0.532933,0.457482,0.525296,0.435087,0.624752,0.489114,0.410634,0.392570,0.474818,0.437109,0.548512,0.444659,0.583706,0.480682,0.423543,0.421238,0.565256,0.528153,0.575294,0.477208,0.562055,0.500489,0.434091,0.431001,0.522571,0.499725,0.582119,0.504936
1800,0.437169,0.440945,0.377989,0.375746,0.490892,0.405959,0.467562,0.418010,0.602020,0.486379,0.405497,0.388524,0.582451,0.473123,0.531889,0.445873,0.643514,0.516503,0.417213,0.378199,0.552073,0.456328,0.541411,0.429459,0.645457,0.482951,0.407376,0.380314,0.472898,0.423641,0.565326,0.437653,0.602685,0.477271,0.412106,0.408571,0.569614,0.522437,0.591185,0.470539,0.571028,0.498577,0.425867,0.421938,0.524035,0.497069,0.595481,0.499972
