step,train_loss,val_loss
0,5.540674,5.536728
1000,2.328603,2.249412
2000,1.899859,1.898860
3000,1.780820,1.756315
4000,1.651583,1.651402
5000,1.615205,1.611700
6000,1.588419,1.597373
7000,1.586478,1.575551
8000,1.565209,1.565279
9000,1.560868,1.551474
10000,1.544503,1.539783
11000,1.536746,1.526788
12000,1.525444,1.519733
13000,1.508347,1.510400
14000,1.497678,1.502038
15000,1.490686,1.493487
16000,1.483854,1.485443
17000,1.486813,1.479396
18000,1.473781,1.473654
19000,1.472941,1.467989
20000,1.462407,1.464031
21000,1.458469,1.459619
22000,1.459979,1.456807
23000,1.445618,1.453250
24000,1.451559,1.452256
