step,train_loss,val_bpb
200,8.982803,2.451519
400,7.792826,2.312256
600,7.407104,2.221274
800,6.963537,2.074521
1000,6.706463,2.021605
1200,6.578183,1.991918
1400,6.488486,1.971039
1600,6.401602,1.952535
1800,6.363747,1.941743
2000,6.320459,1.929976
2200,6.264820,1.918373
2400,6.240250,1.905256
2600,6.211980,1.895304
2800,6.168593,1.882926
3000,6.128065,1.871641
3200,6.098158,1.858388
3400,6.047624,1.851677
3600,6.040851,1.845850
3800,6.006290,1.838016
