step,train_loss,val_loss,val_loss_hard
0,5.555264,5.554908,5.554908
1000,2.749774,2.687752,2.687752
2000,2.411853,2.391340,2.391340
3000,2.271339,2.254329,2.254329
4000,2.179893,2.178982,2.178982
5000,2.114858,2.113927,2.113927
6000,2.069712,2.058680,2.058680
7000,2.019867,2.012195,2.012195
8000,1.990012,1.981704,1.981704
9000,1.959461,1.962411,1.962411
10000,1.942223,1.938358,1.938358
11000,1.919563,1.919337,1.919337
12000,1.914962,1.907003,1.907003
13000,1.888510,1.891311,1.891311
14000,1.876515,1.882038,1.882038
15000,1.871782,1.869436,1.869436
16000,1.860131,1.863499,1.863499
17000,1.843778,1.850810,1.850810
18000,1.847021,1.843295,1.843295
19000,1.835437,1.836398,1.836398
20000,1.830349,1.826891,1.826891
21000,1.813495,1.821202,1.821202
22000,1.813406,1.815675,1.815675
23000,1.813977,1.809708,1.809708
24000,1.803949,1.802256,1.802256
25000,1.799588,1.798863,1.798863
26000,1.806028,1.791468,1.791468
27000,1.795064,1.785702,1.785702
28000,1.787932,1.780520,1.780520
29000,1.775769,1.777170,1.777170
30000,1.778719,1.773126,1.773126
31000,1.780679,1.768262,1.768262
32000,1.767505,1.765626,1.765626
33000,1.771798,1.760880,1.760880
34000,1.755247,1.756397,1.756397
35000,1.756843,1.753372,1.753372
36000,1.760494,1.747880,1.747880
37000,1.755635,1.744822,1.744822
38000,1.753616,1.743199,1.743199
39000,1.735858,1.740004,1.740004
40000,1.743869,1.737606,1.737606
41000,1.741792,1.736651,1.736651
42000,1.729413,1.731839,1.731839
43000,1.727455,1.730064,1.730064
44000,1.736804,1.729142,1.729142
45000,1.721039,1.726872,1.726872
46000,1.729574,1.726338,1.726338
47000,1.733622,1.726101,1.726101
48000,1.732254,1.723682,1.723682
49000,1.722744,1.723901,1.723901
