step,train_loss,val_loss
0,6.347838,6.306655
1000,2.372594,2.328427
2000,1.892715,1.858506
3000,1.731312,1.723284
4000,1.671727,1.672289
5000,1.643087,1.644493
6000,1.618069,1.619223
7000,1.616914,1.606758
8000,1.594219,1.593090
9000,1.587923,1.580297
10000,1.572195,1.567242
11000,1.565339,1.555675
12000,1.554088,1.548171
13000,1.533466,1.535933
14000,1.525192,1.530014
15000,1.518659,1.521473
16000,1.512426,1.515078
17000,1.515157,1.508934
18000,1.504015,1.501764
19000,1.503179,1.500366
20000,1.494412,1.495823
21000,1.489708,1.492033
22000,1.492520,1.489422
23000,1.477114,1.486429
24000,1.483488,1.483572
