step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.out_v2d.T,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.out_v2d.T,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.out_v2d.T,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.out_v2d.T,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.out_v2d.T,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.out_v2d.T
37200,0.368876,0.162427,0.144194,0.064566,3.316268,0.113774,3.855004,6.376630,0.127416,2.197308,0.228113,1.268434,0.232430,5.274702,3.089827,0.190339,0.688768,0.332544,0.931986,0.297376,3.231060,0.791773,0.329532,0.343631,0.273868,0.650045,0.361815,0.312311,0.531392,0.362427,0.568961,0.542431,0.829143,0.600385,0.127952,0.492528,0.380315,0.488680,0.498212,0.740324,0.598929,0.114132
37400,0.368789,0.162226,0.143942,0.064348,3.321693,0.113494,3.847715,6.383831,0.127116,2.202953,0.227710,1.270489,0.232031,5.272466,3.096336,0.190239,0.689805,0.332613,0.933196,0.297002,3.244311,0.793714,0.329430,0.344001,0.273899,0.650401,0.361604,0.314345,0.531426,0.361933,0.568027,0.541619,0.828054,0.599483,0.128006,0.492793,0.380077,0.488258,0.497736,0.739841,0.598336,0.114154
37600,0.368846,0.162096,0.143797,0.064189,3.327349,0.113212,3.847014,6.394834,0.126883,2.207308,0.227361,1.272922,0.231755,5.273724,3.102565,0.190122,0.691026,0.332784,0.935166,0.296861,3.252578,0.795534,0.329424,0.344484,0.274037,0.651094,0.361575,0.316450,0.532149,0.362033,0.567925,0.541443,0.828081,0.599383,0.128053,0.492897,0.379666,0.488651,0.498173,0.740301,0.598540,0.114174
37800,0.368800,0.161904,0.143605,0.064013,3.336727,0.113077,3.841479,6.406509,0.126638,2.211905,0.226959,1.275190,0.231449,5.268969,3.110298,0.190109,0.691909,0.332790,0.936558,0.296530,3.262474,0.796480,0.328965,0.344701,0.273988,0.651631,0.361479,0.318372,0.531886,0.361421,0.568025,0.541534,0.827466,0.598873,0.128091,0.493085,0.379265,0.488126,0.497553,0.739816,0.597984,0.114201
38000,0.368894,0.161792,0.143387,0.063822,3.341334,0.112804,3.834687,6.417460,0.126438,2.217092,0.226585,1.277370,0.231106,5.272365,3.116690,0.190050,0.692834,0.332792,0.938549,0.296432,3.269562,0.797486,0.328539,0.345036,0.274027,0.652172,0.361357,0.320192,0.532135,0.361308,0.567825,0.541248,0.827964,0.599146,0.128138,0.493041,0.378938,0.487823,0.497226,0.739651,0.597691,0.114210
38200,0.368958,0.161669,0.143198,0.063650,3.348763,0.112623,3.831827,6.423056,0.126099,2.221827,0.226235,1.279693,0.230814,5.266727,3.119651,0.189787,0.693896,0.332921,0.939955,0.296142,3.274012,0.798795,0.328391,0.345417,0.274122,0.652716,0.361254,0.321810,0.532219,0.361079,0.566973,0.540440,0.827071,0.598302,0.128187,0.492796,0.378345,0.487387,0.496805,0.740142,0.598101,0.114216
38400,0.368985,0.161531,0.142894,0.063424,3.354187,0.112417,3.829349,6.433478,0.125888,2.225610,0.225814,1.281106,0.230360,5.263227,3.123412,0.189597,0.694838,0.332936,0.941422,0.295951,3.280227,0.798946,0.327852,0.345762,0.274178,0.652929,0.361060,0.323516,0.533015,0.361246,0.566862,0.540289,0.826790,0.598053,0.128228,0.492722,0.377921,0.487048,0.496357,0.739402,0.597358,0.114243
38600,0.368854,0.161335,0.142752,0.063273,3.358457,0.112148,3.821787,6.443937,0.125677,2.231211,0.225556,1.283740,0.230149,5.260137,3.127123,0.189354,0.695764,0.332999,0.942695,0.295670,3.288803,0.800298,0.327706,0.346322,0.274391,0.653566,0.361045,0.325054,0.533218,0.360992,0.566639,0.540046,0.826656,0.597758,0.128278,0.492972,0.377859,0.486976,0.496240,0.739725,0.597367,0.114266
38800,0.368792,0.161161,0.142655,0.063146,3.362611,0.111875,3.814017,6.454494,0.125508,2.235420,0.225258,1.285445,0.229850,5.257193,3.131375,0.189208,0.696727,0.333109,0.943577,0.295322,3.296641,0.801283,0.327340,0.346413,0.274232,0.653740,0.360759,0.326781,0.533165,0.360608,0.566474,0.539885,0.826871,0.597764,0.128320,0.492681,0.377287,0.486922,0.496105,0.739329,0.596990,0.114290
39000,0.368726,0.160987,0.142381,0.062940,3.366161,0.111577,3.809532,6.460649,0.125266,2.239907,0.224856,1.287572,0.229542,5.254077,3.134677,0.189013,0.697743,0.333178,0.944623,0.295037,3.300506,0.802674,0.327167,0.346458,0.274112,0.654215,0.360645,0.328577,0.533571,0.360514,0.566453,0.539746,0.826436,0.597321,0.128349,0.492682,0.377004,0.486666,0.495855,0.739022,0.596673,0.114313
39200,0.368866,0.160924,0.142227,0.062797,3.370802,0.111354,3.806286,6.470020,0.125044,2.242872,0.224459,1.289500,0.229300,5.251570,3.138154,0.188834,0.698688,0.333271,0.945895,0.294816,3.305468,0.803905,0.327014,0.346641,0.274067,0.654526,0.360477,0.330211,0.533358,0.360020,0.565869,0.539148,0.825577,0.596498,0.128393,0.492524,0.376515,0.486465,0.495573,0.739124,0.596628,0.114322
39400,0.368539,0.160653,0.141983,0.062617,3.375881,0.111154,3.801480,6.484929,0.124931,2.247884,0.224181,1.291429,0.229027,5.245651,3.142484,0.188710,0.699785,0.333433,0.947381,0.294661,3.304445,0.804217,0.326473,0.347068,0.274209,0.654701,0.360281,0.331734,0.533839,0.360074,0.565291,0.538584,0.825081,0.595951,0.128424,0.492073,0.376012,0.486164,0.495346,0.739000,0.596476,0.114330
39600,0.368681,0.160585,0.141842,0.062483,3.379380,0.110916,3.794519,6.490485,0.124666,2.251960,0.223893,1.293435,0.228781,5.245471,3.147325,0.188612,0.701054,0.333689,0.948850,0.294511,3.311147,0.804942,0.326167,0.347377,0.274234,0.654839,0.360060,0.333078,0.533440,0.359504,0.564978,0.538299,0.824591,0.595666,0.128460,0.492148,0.375740,0.486126,0.495302,0.738984,0.596478,0.114342
39800,0.368498,0.160376,0.141608,0.062315,3.380400,0.110617,3.789794,6.497741,0.124447,2.256417,0.223582,1.295154,0.228499,5.245844,3.151665,0.188446,0.701804,0.333684,0.949612,0.294190,3.321500,0.805927,0.325963,0.347800,0.274387,0.655357,0.360034,0.334600,0.533557,0.359262,0.564624,0.537985,0.824762,0.595618,0.128499,0.492259,0.375568,0.485959,0.495063,0.738897,0.596178,0.114347
40000,0.368458,0.160226,0.141261,0.062095,3.385567,0.110434,3.784402,6.508627,0.124303,2.261093,0.223306,1.296973,0.228186,5.240321,3.155698,0.188285,0.702828,0.333794,0.950414,0.293878,3.326429,0.806931,0.325792,0.348076,0.274461,0.655549,0.359828,0.336341,0.533898,0.359193,0.564671,0.537974,0.824877,0.595588,0.128531,0.492417,0.375217,0.485733,0.494823,0.739023,0.596209,0.114367
40200,0.368491,0.160118,0.141068,0.061946,3.390184,0.110257,3.779902,6.511002,0.124034,2.265073,0.223063,1.298702,0.227967,5.238923,3.159600,0.188164,0.704007,0.334035,0.951619,0.293743,3.335292,0.807602,0.325471,0.348368,0.274500,0.655779,0.359679,0.337729,0.534666,0.359291,0.564742,0.538032,0.825232,0.595702,0.128555,0.492387,0.374844,0.485673,0.494770,0.739197,0.596146,0.114372
40400,0.368219,0.159880,0.140856,0.061789,3.395080,0.110103,3.775987,6.514039,0.123767,2.267800,0.222680,1.300343,0.227713,5.239285,3.163794,0.188071,0.704466,0.333931,0.952815,0.293537,3.337977,0.807648,0.324859,0.348488,0.274460,0.656286,0.359659,0.339177,0.534881,0.359205,0.564404,0.537679,0.824924,0.595417,0.128587,0.492248,0.374511,0.485522,0.494590,0.738684,0.595737,0.114375
40600,0.368218,0.159771,0.140659,0.061643,3.400261,0.109958,3.772292,6.527726,0.123735,2.272146,0.222455,1.301889,0.227431,5.237766,3.167811,0.187982,0.705127,0.333936,0.954090,0.293370,3.340578,0.809151,0.324874,0.348822,0.274548,0.656485,0.359480,0.340668,0.534962,0.358944,0.563968,0.537190,0.824105,0.594826,0.128619,0.492308,0.374239,0.485543,0.494576,0.738505,0.595556,0.114402
40800,0.368215,0.159651,0.140437,0.061480,3.406365,0.109785,3.764604,6.534362,0.123549,2.275571,0.222176,1.303521,0.227164,5.234074,3.170210,0.187810,0.705678,0.333903,0.954856,0.293045,3.347155,0.809690,0.324548,0.349083,0.274592,0.656817,0.359338,0.342271,0.535143,0.358786,0.563903,0.537085,0.823876,0.594673,0.128638,0.492265,0.373836,0.485632,0.494588,0.738341,0.595358,0.114421
41000,0.368109,0.159489,0.140182,0.061306,3.408626,0.109554,3.764160,6.542270,0.123385,2.278592,0.221876,1.305014,0.226938,5.230663,3.175024,0.187803,0.706304,0.333926,0.955859,0.292855,3.349767,0.810238,0.324274,0.349301,0.274623,0.657237,0.359268,0.343690,0.535307,0.358547,0.563832,0.536975,0.823999,0.594634,0.128666,0.492151,0.373555,0.485491,0.494424,0.738197,0.595127,0.114427
41200,0.368028,0.159339,0.140000,0.061164,3.412336,0.109381,3.762951,6.551795,0.123266,2.282572,0.221664,1.306615,0.226669,5.225589,3.178470,0.187660,0.707140,0.333979,0.956473,0.292520,3.350966,0.811766,0.324322,0.349680,0.274762,0.657346,0.359070,0.345312,0.535273,0.358235,0.563598,0.536663,0.823940,0.594455,0.128690,0.492149,0.373232,0.485045,0.493914,0.737679,0.594624,0.114430
41400,0.367995,0.159213,0.139718,0.060985,3.414979,0.109185,3.760565,6.562349,0.123171,2.286391,0.221416,1.308135,0.226426,5.223642,3.181824,0.187576,0.707765,0.333993,0.957287,0.292305,3.354221,0.812519,0.324045,0.350093,0.274908,0.657756,0.359026,0.346709,0.535494,0.358180,0.563546,0.536574,0.823874,0.594317,0.128714,0.492293,0.373136,0.484706,0.493643,0.738326,0.595053,0.114441
41600,0.368084,0.159146,0.139605,0.060880,3.418690,0.109022,3.757920,6.567478,0.122999,2.289244,0.221163,1.309166,0.226148,5.223072,3.182952,0.187339,0.708607,0.334117,0.958069,0.292060,3.358507,0.813925,0.324131,0.350401,0.274995,0.658092,0.358965,0.348235,0.535695,0.358099,0.563519,0.536540,0.823955,0.594239,0.128743,0.492101,0.372753,0.484784,0.493652,0.738234,0.594774,0.114459
41800,0.367839,0.158943,0.139422,0.060745,3.423734,0.108899,3.757559,6.575985,0.122905,2.292778,0.220925,1.310621,0.225917,5.221632,3.185718,0.187214,0.709385,0.334214,0.959211,0.291902,3.362846,0.815326,0.324166,0.350721,0.275077,0.658412,0.358886,0.349893,0.536346,0.358301,0.563150,0.536173,0.823553,0.593901,0.128776,0.492073,0.372522,0.484404,0.493222,0.737775,0.594334,0.114462
42000,0.368066,0.158941,0.139268,0.060625,3.426987,0.108722,3.755829,6.585571,0.122821,2.296426,0.220684,1.312395,0.225707,5.215542,3.186599,0.187005,0.710058,0.334212,0.960018,0.291671,3.365101,0.816622,0.324220,0.351089,0.275188,0.658697,0.358730,0.351459,0.536813,0.358372,0.563047,0.536053,0.823736,0.593979,0.128789,0.491870,0.372182,0.484395,0.493194,0.737484,0.594086,0.114464
42200,0.367964,0.158797,0.139112,0.060500,3.429090,0.108498,3.753050,6.591367,0.122639,2.298623,0.220338,1.313511,0.225408,5.210152,3.189847,0.186925,0.710695,0.334258,0.960580,0.291398,3.367512,0.817019,0.323833,0.351334,0.275210,0.658640,0.358449,0.352936,0.536706,0.358029,0.562842,0.535881,0.823202,0.593553,0.128831,0.491904,0.372099,0.484517,0.493256,0.737445,0.593928,0.114482
42400,0.367955,0.158695,0.138904,0.060357,3.433472,0.108377,3.749876,6.599218,0.122507,2.301860,0.220117,1.315094,0.225210,5.206445,3.192390,0.186766,0.711148,0.334197,0.961565,0.291203,3.372725,0.817278,0.323382,0.351440,0.275124,0.658796,0.358242,0.354318,0.536828,0.357932,0.562661,0.535671,0.823242,0.593481,0.128852,0.491595,0.371682,0.484297,0.493006,0.737156,0.593552,0.114494
42600,0.367868,0.158568,0.138739,0.060231,3.438509,0.108275,3.745294,6.602747,0.122301,2.305003,0.219895,1.316390,0.224981,5.202013,3.193424,0.186553,0.711788,0.334252,0.962614,0.291048,3.373699,0.818167,0.323296,0.351698,0.275196,0.659087,0.358125,0.355787,0.536751,0.357620,0.562672,0.535717,0.823418,0.593563,0.128872,0.491296,0.371272,0.484265,0.492943,0.737164,0.593538,0.114497
42800,0.367801,0.158448,0.138542,0.060099,3.442141,0.108139,3.744545,6.607337,0.122120,2.307573,0.219595,1.317607,0.224709,5.200091,3.195960,0.186418,0.712290,0.334234,0.963569,0.290860,3.375201,0.819392,0.323283,0.351991,0.275259,0.659433,0.358080,0.357371,0.536667,0.357357,0.562030,0.535098,0.823000,0.593134,0.128904,0.491666,0.371292,0.484055,0.492721,0.737161,0.593579,0.114503
43000,0.368057,0.158472,0.138459,0.060011,3.445844,0.108005,3.740931,6.614055,0.122005,2.310735,0.219411,1.318957,0.224502,5.195257,3.198579,0.186307,0.712938,0.334263,0.964077,0.290595,3.373702,0.819649,0.322877,0.352317,0.275376,0.659603,0.357934,0.358579,0.536778,0.357204,0.562011,0.535007,0.823194,0.593271,0.128934,0.491387,0.370886,0.483864,0.492511,0.736922,0.593255,0.114509
43200,0.367785,0.158272,0.138233,0.059865,3.449116,0.107867,3.741279,6.622533,0.121917,2.312673,0.219109,1.320474,0.224329,5.188065,3.200402,0.186168,0.713630,0.334317,0.964561,0.290329,3.377406,0.820222,0.322640,0.352665,0.275458,0.659761,0.357799,0.360024,0.537037,0.357119,0.561893,0.534926,0.822980,0.593005,0.128974,0.491485,0.370727,0.483858,0.492488,0.737336,0.593444,0.114528
43400,0.367950,0.158255,0.138024,0.059729,3.451574,0.107712,3.738892,6.632052,0.121847,2.315583,0.218884,1.321551,0.224037,5.183167,3.202140,0.186002,0.714254,0.334315,0.964794,0.289946,3.380472,0.821568,0.322643,0.352772,0.275431,0.659983,0.357723,0.361433,0.537044,0.356894,0.562009,0.535065,0.823048,0.592920,0.128996,0.491579,0.370601,0.483917,0.492525,0.737362,0.593423,0.114540
43600,0.367598,0.158023,0.137800,0.059585,3.452387,0.107520,3.737661,6.634493,0.121671,2.318543,0.218703,1.322652,0.223836,5.179591,3.204252,0.185879,0.715055,0.334442,0.965637,0.289788,3.380600,0.821101,0.322090,0.353003,0.275481,0.660108,0.357586,0.362796,0.537338,0.356886,0.561595,0.534631,0.822528,0.592509,0.129013,0.491621,0.370461,0.484073,0.492613,0.737060,0.593184,0.114537
43800,0.367646,0.157961,0.137622,0.059463,3.455724,0.107401,3.732142,6.643203,0.121608,2.321576,0.218493,1.324594,0.223706,5.174651,3.207318,0.185793,0.715595,0.334453,0.966465,0.289578,3.381160,0.821855,0.321994,0.353464,0.275701,0.660411,0.357549,0.364044,0.537577,0.356797,0.561298,0.534326,0.821878,0.591989,0.129032,0.491593,0.370222,0.484101,0.492641,0.737243,0.593229,0.114553
44000,0.367698,0.157900,0.137456,0.059346,3.459151,0.107290,3.728278,6.648553,0.121485,2.324502,0.218313,1.325976,0.223525,5.171961,3.208384,0.185620,0.715916,0.334398,0.966561,0.289210,3.381360,0.822126,0.321690,0.353790,0.275781,0.660480,0.357358,0.365404,0.538104,0.356927,0.561202,0.534193,0.821687,0.591775,0.129047,0.491834,0.370107,0.483963,0.492468,0.737195,0.593067,0.114566
44200,0.367554,0.157752,0.137294,0.059233,3.462463,0.107167,3.727133,6.652318,0.121335,2.327634,0.218142,1.327475,0.223361,5.170213,3.212468,0.185635,0.716633,0.334503,0.967375,0.289088,3.382033,0.822504,0.321499,0.354162,0.275928,0.660767,0.357326,0.366763,0.538098,0.356711,0.560889,0.533862,0.821419,0.591579,0.129066,0.491680,0.369794,0.483796,0.492304,0.737247,0.593078,0.114564
44400,0.367568,0.157677,0.137065,0.059091,3.462321,0.106934,3.722872,6.657597,0.121218,2.330164,0.217934,1.328330,0.223119,5.163720,3.213854,0.185470,0.717175,0.334502,0.967988,0.288878,3.383249,0.823218,0.321319,0.354324,0.275917,0.660968,0.357167,0.368047,0.537945,0.356440,0.560777,0.533757,0.821100,0.591334,0.129084,0.491596,0.369620,0.483541,0.492041,0.737196,0.592909,0.114568
44600,0.367439,0.157552,0.136897,0.058977,3.464516,0.106777,3.718675,6.663173,0.121098,2.331951,0.217634,1.329533,0.222909,5.159543,3.216451,0.185379,0.717794,0.334532,0.968607,0.288642,3.381844,0.823269,0.320895,0.354548,0.275954,0.660988,0.356970,0.369434,0.537537,0.355945,0.560622,0.533582,0.821003,0.591197,0.129108,0.491496,0.369319,0.483282,0.491756,0.736738,0.592495,0.114575
44800,0.367609,0.157547,0.136735,0.058865,3.468058,0.106666,3.715536,6.664164,0.120920,2.334596,0.217407,1.330850,0.222725,5.160079,3.218004,0.185232,0.718401,0.334567,0.969529,0.288498,3.384257,0.823525,0.320618,0.354709,0.275993,0.661298,0.356905,0.370817,0.537557,0.355781,0.560282,0.533263,0.820689,0.590915,0.129123,0.491669,0.369254,0.483396,0.491823,0.736881,0.592531,0.114580
45000,0.367336,0.157356,0.136530,0.058740,3.471026,0.106552,3.714358,6.668091,0.120777,2.337281,0.217221,1.332113,0.222577,5.158658,3.219635,0.185133,0.718866,0.334581,0.970218,0.288364,3.383383,0.824397,0.320534,0.354822,0.276000,0.661457,0.356795,0.372132,0.537529,0.355542,0.560031,0.532987,0.820486,0.590711,0.129150,0.491374,0.368885,0.483210,0.491632,0.736891,0.592418,0.114584
45200,0.367507,0.157351,0.136358,0.058627,3.473827,0.106440,3.714865,6.675279,0.120686,2.340320,0.217039,1.333253,0.222350,5.154942,3.219533,0.184893,0.719365,0.334558,0.970845,0.288130,3.384571,0.824784,0.320319,0.355084,0.276092,0.661752,0.356761,0.373401,0.537333,0.355181,0.560174,0.533164,0.820448,0.590649,0.129172,0.491436,0.368800,0.483240,0.491603,0.737080,0.592418,0.114606
45400,0.367294,0.157192,0.136189,0.058516,3.475491,0.106296,3.714417,6.681534,0.120590,2.342586,0.216857,1.334319,0.222203,5.153467,3.222784,0.184863,0.720027,0.334633,0.971208,0.287931,3.386544,0.825556,0.320221,0.355356,0.276166,0.661917,0.356677,0.374545,0.537329,0.354979,0.560046,0.533016,0.820330,0.590531,0.129186,0.491488,0.368656,0.483244,0.491588,0.736678,0.592009,0.114606
45600,0.367257,0.157101,0.135987,0.058392,3.478463,0.106194,3.714473,6.684224,0.120441,2.345390,0.216684,1.335091,0.221982,5.150538,3.224427,0.184756,0.720411,0.334602,0.971664,0.287730,3.388446,0.825965,0.319978,0.355590,0.276220,0.662119,0.356610,0.375845,0.537154,0.354651,0.560107,0.533062,0.820299,0.590432,0.129193,0.491465,0.368475,0.483120,0.491420,0.736305,0.591663,0.114601
45800,0.367181,0.156993,0.135846,0.058294,3.481182,0.106079,3.712379,6.689250,0.120344,2.347459,0.216465,1.335843,0.221776,5.145821,3.226847,0.184707,0.720934,0.334649,0.972177,0.287554,3.387531,0.826675,0.319837,0.355932,0.276352,0.662186,0.356476,0.376945,0.536909,0.354333,0.559937,0.532937,0.820228,0.590343,0.129218,0.491744,0.368567,0.483085,0.491395,0.736383,0.591734,0.114621
46000,0.367355,0.156997,0.135691,0.058190,3.485335,0.105998,3.709027,6.695592,0.120256,2.349791,0.216259,1.336756,0.221553,5.141761,3.228500,0.184619,0.721538,0.334710,0.972941,0.287452,3.387097,0.827528,0.319837,0.356073,0.276338,0.662326,0.356361,0.378176,0.536966,0.354212,0.559938,0.532899,0.819994,0.590191,0.129233,0.491514,0.368224,0.482965,0.491261,0.736165,0.591536,0.114625
46200,0.367241,0.156871,0.135457,0.058056,3.485764,0.105819,3.706297,6.705572,0.120251,2.351798,0.216071,1.337768,0.221362,5.139973,3.228721,0.184441,0.722010,0.334722,0.973384,0.287220,3.389094,0.828278,0.319748,0.356281,0.276397,0.662563,0.356314,0.379430,0.537563,0.354416,0.559778,0.532718,0.819754,0.589937,0.129263,0.491657,0.368149,0.482762,0.491045,0.736066,0.591388,0.114637
46400,0.367255,0.156806,0.135313,0.057956,3.489914,0.105743,3.703993,6.707406,0.120096,2.354534,0.215900,1.338716,0.221184,5.136835,3.230692,0.184351,0.722633,0.334811,0.973877,0.287045,3.390438,0.828529,0.319476,0.356472,0.276456,0.662662,0.356219,0.380679,0.537940,0.354492,0.559574,0.532514,0.819674,0.589772,0.129271,0.491534,0.367870,0.482639,0.490926,0.736127,0.591309,0.114638
46600,0.367214,0.156720,0.135177,0.057861,3.491000,0.105598,3.700845,6.711674,0.119979,2.356786,0.215733,1.339776,0.221037,5.134929,3.232367,0.184254,0.722892,0.334747,0.974140,0.286804,3.391331,0.828903,0.319288,0.356599,0.276464,0.662827,0.356155,0.381884,0.537728,0.354155,0.559511,0.532482,0.819381,0.589513,0.129296,0.491616,0.367745,0.482758,0.490975,0.735987,0.591063,0.114648
46800,0.367049,0.156578,0.134999,0.057749,3.492592,0.105461,3.698923,6.716080,0.119866,2.358975,0.215542,1.340838,0.220878,5.130504,3.235559,0.184212,0.723606,0.334883,0.974954,0.286702,3.390975,0.829376,0.319065,0.356699,0.276426,0.662941,0.356022,0.383051,0.537827,0.354037,0.559045,0.532048,0.819543,0.589566,0.129313,0.491403,0.367471,0.482702,0.490896,0.735975,0.591068,0.114652
47000,0.367012,0.156498,0.134851,0.057650,3.496470,0.105371,3.696684,6.718415,0.119705,2.361748,0.215390,1.341838,0.220688,5.126241,3.238294,0.184193,0.724128,0.334914,0.975862,0.286633,3.391489,0.830160,0.319072,0.357022,0.276559,0.663081,0.355924,0.384340,0.538192,0.354134,0.558957,0.531944,0.819532,0.589566,0.129341,0.491190,0.367151,0.482616,0.490807,0.736041,0.591006,0.114664
47200,0.367014,0.156431,0.134704,0.057555,3.499494,0.105277,3.695610,6.727022,0.119681,2.364560,0.215248,1.342982,0.220526,5.122004,3.240708,0.184123,0.724771,0.334980,0.976430,0.286454,3.390206,0.830650,0.318873,0.357240,0.276591,0.663118,0.355801,0.385544,0.538464,0.354129,0.558904,0.531841,0.819194,0.589299,0.129354,0.490984,0.366872,0.482419,0.490625,0.735922,0.590817,0.114669
47400,0.366996,0.156352,0.134537,0.057450,3.502391,0.105177,3.692221,6.732931,0.119610,2.366946,0.215066,1.344025,0.220361,5.119368,3.241897,0.183989,0.725369,0.335058,0.977242,0.286348,3.391912,0.831109,0.318707,0.357484,0.276669,0.663434,0.355792,0.386804,0.538410,0.353887,0.558973,0.531874,0.819297,0.589287,0.129374,0.490974,0.366734,0.482359,0.490538,0.735843,0.590659,0.114676
47600,0.366810,0.156205,0.134418,0.057362,3.505645,0.105097,3.688343,6.740347,0.119549,2.368844,0.214888,1.344507,0.220121,5.117024,3.242709,0.183824,0.725759,0.335045,0.977539,0.286106,3.393579,0.831891,0.318721,0.357709,0.276739,0.663441,0.355627,0.387951,0.538182,0.353518,0.559032,0.531922,0.819225,0.589181,0.129396,0.491013,0.366636,0.482252,0.490383,0.735674,0.590553,0.114687
47800,0.366744,0.156111,0.134292,0.057272,3.508153,0.105000,3.685957,6.742583,0.119402,2.371287,0.214683,1.345794,0.219951,5.115432,3.246415,0.183835,0.726360,0.335109,0.978569,0.286048,3.394147,0.832914,0.318738,0.357771,0.276696,0.663610,0.355565,0.389219,0.538252,0.353403,0.558986,0.531870,0.819552,0.589311,0.129413,0.490896,0.366416,0.482055,0.490196,0.735667,0.590605,0.114687
48000,0.366686,0.156022,0.134110,0.057162,3.509178,0.104845,3.683862,6.747284,0.119285,2.374019,0.214504,1.346647,0.219741,5.111176,3.246964,0.183663,0.726613,0.335040,0.978775,0.285786,3.392866,0.833067,0.318471,0.357981,0.276747,0.663897,0.355559,0.390510,0.538516,0.353369,0.558556,0.531398,0.819002,0.588902,0.129425,0.490948,0.366281,0.481824,0.489952,0.735366,0.590315,0.114695
