step,train_loss,val_loss
0,5.549596,5.549446
1000,2.712511,2.660369
2000,2.457716,2.446189
3000,2.373573,2.361410
4000,2.299720,2.293483
5000,2.242216,2.234276
6000,2.201466,2.199278
7000,2.167118,2.170539
8000,2.134463,2.131749
9000,2.109376,2.102563
10000,2.091501,2.087208
11000,2.064230,2.058588
12000,2.047832,2.048116
13000,2.020888,2.021368
14000,2.010905,2.009154
15000,1.986618,1.996637
16000,1.975054,1.982035
17000,1.970957,1.974988
18000,1.954483,1.954643
19000,1.941882,1.935435
20000,1.928197,1.929184
21000,1.923486,1.929757
22000,1.914840,1.923990
23000,1.903389,1.900926
24000,1.898830,1.896208
25000,1.894720,1.892217
26000,1.880786,1.877358
27000,1.875214,1.875057
28000,1.867304,1.870090
29000,1.857629,1.863852
30000,1.848584,1.847270
31000,1.841351,1.849054
32000,1.839836,1.842605
33000,1.838547,1.836698
34000,1.821514,1.823095
35000,1.820424,1.833730
36000,1.819253,1.814955
37000,1.819783,1.816253
38000,1.814374,1.807319
39000,1.803273,1.796004
40000,1.801089,1.794459
41000,1.795853,1.790543
42000,1.793584,1.788730
43000,1.783411,1.786051
44000,1.781789,1.783914
45000,1.780428,1.774666
46000,1.779281,1.774350
47000,1.776221,1.766172
48000,1.768182,1.765293
49000,1.761847,1.760650
50000,1.760388,1.760787
51000,1.753166,1.754728
52000,1.754586,1.751259
53000,1.748141,1.747487
54000,1.749490,1.745438
55000,1.743156,1.742316
56000,1.744483,1.743466
57000,1.734127,1.737573
58000,1.736898,1.735579
59000,1.727890,1.731455
60000,1.730232,1.731486
61000,1.722442,1.729084
62000,1.726470,1.722701
63000,1.720646,1.720453
64000,1.723610,1.717017
65000,1.714720,1.715675
66000,1.713200,1.712182
67000,1.707028,1.707343
68000,1.703646,1.702471
69000,1.705324,1.703519
70000,1.696180,1.699877
71000,1.690560,1.697692
72000,1.697781,1.696890
73000,1.698626,1.695550
74000,1.695823,1.694582
75000,1.691895,1.691168
76000,1.690135,1.690289
77000,1.684892,1.685898
78000,1.688196,1.684816
79000,1.686647,1.685296
80000,1.680040,1.682493
81000,1.688259,1.683153
82000,1.677817,1.678508
83000,1.687914,1.676222
84000,1.672091,1.672918
85000,1.678474,1.676234
86000,1.670684,1.673055
87000,1.674227,1.673435
88000,1.679017,1.670266
89000,1.670571,1.669668
90000,1.667681,1.671347
91000,1.668658,1.668641
92000,1.666574,1.666874
93000,1.666084,1.668680
94000,1.663442,1.665643
95000,1.664748,1.665500
96000,1.667141,1.663483
97000,1.661886,1.664422
98000,1.668086,1.661803
99000,1.663296,1.664330
