step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5
5500,4.183713,1.271938,17.125628,18.906685,19.248611,19.280293,19.379469,19.830902,0.873812,0.964681,0.982053,0.983702,0.988749,1.011845,15.744458,19.424026,18.573736,18.943563,20.554436,21.929634
6000,4.123747,1.260302,16.934193,18.828564,19.168707,19.187881,19.286297,19.805244,0.864022,0.960677,0.977953,0.978972,0.983987,1.010519,15.427278,19.389202,18.490767,18.891134,20.608953,22.082273
6500,4.091642,1.250302,16.764688,18.752703,19.094246,19.107393,19.204792,19.784000,0.855351,0.956791,0.974131,0.974849,0.979816,1.009423,15.147866,19.359852,18.410583,18.854071,20.654690,22.213306
7000,4.047364,1.240870,16.621923,18.687824,19.027676,19.038820,19.140474,19.764235,0.848046,0.953469,0.970724,0.971337,0.976526,1.008396,14.912417,19.338366,18.348173,18.821569,20.702045,22.330593
7500,4.017995,1.232487,16.510773,18.632355,18.969717,18.979959,19.087029,19.746759,0.842357,0.950624,0.967752,0.968325,0.973782,1.007490,14.713189,19.313362,18.295397,18.800938,20.746738,22.433743
8000,3.981859,1.225082,16.413612,18.590786,18.928026,18.925926,19.034925,19.736471,0.837388,0.948488,0.965610,0.965559,0.971115,1.006950,14.544403,19.295061,18.246523,18.785719,20.789450,22.530754
8500,3.950751,1.218559,16.347574,18.556377,18.898970,18.890112,19.001816,19.734888,0.834006,0.946720,0.964116,0.963722,0.969421,1.006859,14.407215,19.274689,18.210424,18.779428,20.832556,22.612478
9000,3.940563,1.212942,16.295586,18.535223,18.878279,18.865370,18.972654,19.730635,0.831343,0.945632,0.963049,0.962453,0.967927,1.006632,14.292492,19.257292,18.186514,18.777334,20.870176,22.692055
9500,3.901098,1.206755,16.257786,18.516331,18.856871,18.843090,18.953424,19.733919,0.829408,0.944660,0.961946,0.961308,0.966941,1.006792,14.204822,19.242525,18.166609,18.776737,20.909002,22.765303
10000,3.883246,1.201856,16.241230,18.510868,18.851723,18.828480,18.939636,19.739685,0.828561,0.944377,0.961676,0.960556,0.966231,1.007079,14.137811,19.227604,18.150597,18.781204,20.946768,22.833445
10500,3.891718,1.197680,16.234688,18.508179,18.846493,18.819122,18.928318,19.747934,0.828227,0.944232,0.961403,0.960074,0.965651,1.007495,14.083270,19.215931,18.139086,18.790512,20.982672,22.895004
11000,3.833357,1.193826,16.241568,18.508121,18.844408,18.817429,18.924536,19.755198,0.828577,0.944223,0.961292,0.959987,0.965453,1.007860,14.050706,19.207060,18.129761,18.797438,21.014742,22.949818
11500,3.821574,1.189860,16.251192,18.514763,18.849316,18.814161,18.921253,19.761751,0.829066,0.944558,0.961538,0.959813,0.965284,1.008191,14.025299,19.198318,18.128345,18.807716,21.045263,22.999044
12000,3.814672,1.186580,16.268520,18.516798,18.851135,18.812769,18.914022,19.766611,0.829948,0.944660,0.961626,0.959741,0.964913,1.008435,14.010531,19.193213,18.125843,18.820301,21.071827,23.042717
12500,3.791109,1.184079,16.284681,18.522158,18.851717,18.813673,18.916031,19.771187,0.830774,0.944934,0.961652,0.959786,0.965013,1.008666,14.003030,19.189682,18.126684,18.829914,21.095734,23.079821
13000,3.774871,1.181212,16.304041,18.529356,18.857992,18.815300,18.919109,19.775826,0.831761,0.945300,0.961972,0.959868,0.965172,1.008901,13.998492,19.186388,18.127235,18.840372,21.119774,23.110180
13500,3.771339,1.179006,16.324175,18.536102,18.863907,18.818136,18.921862,19.781775,0.832791,0.945641,0.962271,0.960014,0.965311,1.009202,13.999326,19.182468,18.130846,18.851936,21.138788,23.136093
14000,3.750445,1.176963,16.343096,18.543369,18.869349,18.822784,18.925600,19.786516,0.833754,0.946010,0.962547,0.960250,0.965501,1.009443,14.000227,19.179678,18.133648,18.860306,21.157087,23.159748
14500,3.734690,1.175531,16.360922,18.550795,18.877151,18.826235,18.929506,19.791307,0.834664,0.946388,0.962942,0.960426,0.965701,1.009687,14.003078,19.177088,18.136980,18.870125,21.172533,23.180187
15000,3.738333,1.174301,16.378386,18.558393,18.882051,18.829866,18.933693,19.796900,0.835557,0.946775,0.963191,0.960610,0.965913,1.009971,14.005683,19.175264,18.140287,18.878063,21.185055,23.197582
15500,3.728005,1.173277,16.395649,18.564823,18.888803,18.834604,18.935286,19.802032,0.836439,0.947103,0.963535,0.960850,0.965994,1.010234,14.008782,19.173397,18.143913,18.886238,21.198769,23.217062
16000,3.722285,1.172852,16.413284,18.572063,18.893032,18.838955,18.939907,19.806105,0.837341,0.947471,0.963750,0.961073,0.966230,1.010440,14.012895,19.172232,18.146227,18.893154,21.211229,23.234549
