step,train_loss,val_loss,val_loss_hard
0,5.549136,5.549119,5.549119
1000,3.476587,3.378966,3.378966
2000,3.036913,3.002725,3.002725
3000,2.742576,2.723428,2.723428
4000,2.589922,2.572835,2.572835
5000,2.496286,2.489047,2.489047
6000,2.430019,2.425626,2.425626
7000,2.389746,2.387550,2.387550
8000,2.357505,2.352081,2.352081
9000,2.327409,2.321565,2.321565
10000,2.299540,2.295241,2.295241
11000,2.274038,2.268591,2.268591
12000,2.245880,2.244448,2.244448
13000,2.223591,2.220299,2.220299
14000,2.197296,2.197628,2.197628
15000,2.177782,2.174611,2.174611
16000,2.160262,2.157483,2.157483
17000,2.142084,2.141004,2.141004
18000,2.120860,2.119983,2.119983
19000,2.107742,2.102429,2.102429
20000,2.094356,2.089084,2.089084
21000,2.079498,2.078969,2.078969
22000,2.063256,2.067739,2.067739
23000,2.059622,2.055924,2.055924
24000,2.050670,2.045314,2.045314
25000,2.037373,2.035253,2.035253
26000,2.030597,2.030222,2.030222
27000,2.023142,2.022578,2.022578
28000,2.017808,2.010701,2.010701
29000,2.008275,2.009704,2.009704
30000,2.000977,1.998686,1.998686
31000,1.992660,1.995224,1.995224
32000,1.989521,1.989955,1.989955
33000,1.982012,1.984378,1.984378
34000,1.980814,1.979812,1.979812
35000,1.977057,1.977236,1.977236
36000,1.971261,1.971278,1.971278
37000,1.970109,1.968132,1.968132
38000,1.963900,1.963777,1.963777
39000,1.960486,1.964119,1.964119
40000,1.957844,1.958357,1.958357
41000,1.956378,1.958949,1.958949
42000,1.957684,1.954143,1.954143
43000,1.956060,1.951869,1.951869
44000,1.949704,1.952898,1.952898
45000,1.948376,1.947711,1.947711
46000,1.955624,1.946804,1.946804
47000,1.949440,1.944070,1.944070
48000,1.942280,1.942285,1.942285
49000,1.945504,1.942105,1.942105
