step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498987,0.499070,0.497520,0.497529,0.497911,0.500491,0.498038,0.497974,0.502420,0.502518,0.499640,0.499750,0.501449,0.502536,0.498933,0.498770,0.501841,0.502016,0.501151,0.501239,0.502581,0.502712,0.500620,0.500394,0.501539,0.501715,0.500841,0.500953,0.502259,0.502336,0.501218,0.501016,0.501693,0.501690,0.499562,0.499595,0.500399,0.500732,0.501433,0.501272,0.499774,0.499613,0.499819,0.499803,0.500113,0.500157,0.501395,0.501271
400,0.498916,0.499617,0.488631,0.488707,0.489598,0.494821,0.492097,0.491952,0.511381,0.511354,0.494912,0.495188,0.501523,0.508941,0.495464,0.494969,0.510602,0.510995,0.503755,0.503926,0.510886,0.512739,0.500993,0.500450,0.508857,0.509126,0.502824,0.502982,0.509871,0.511244,0.504876,0.504772,0.509781,0.510063,0.497282,0.497374,0.500661,0.501680,0.506098,0.506633,0.501321,0.502008,0.498433,0.498401,0.499932,0.500160,0.508718,0.509433
600,0.499686,0.502517,0.473838,0.474309,0.477087,0.487438,0.482650,0.482397,0.526736,0.526384,0.488204,0.488807,0.504956,0.519140,0.491275,0.490133,0.524956,0.525244,0.506413,0.506652,0.525534,0.529769,0.501259,0.500761,0.519269,0.519696,0.504200,0.504493,0.524757,0.527594,0.512379,0.513714,0.522465,0.523744,0.488664,0.489052,0.496716,0.498000,0.512936,0.517067,0.504167,0.507500,0.492818,0.492699,0.497210,0.496929,0.519964,0.524175
800,0.501499,0.507870,0.455220,0.456784,0.464335,0.481165,0.470840,0.470275,0.546988,0.546185,0.480453,0.481500,0.513047,0.532449,0.487213,0.485042,0.544218,0.544379,0.507227,0.507637,0.546926,0.553589,0.503440,0.504101,0.533080,0.534049,0.502831,0.503589,0.546640,0.551047,0.523576,0.528425,0.540386,0.544282,0.476638,0.477635,0.488815,0.489789,0.523723,0.534371,0.508091,0.516548,0.484069,0.483838,0.492250,0.490971,0.534202,0.545722
1000,0.505544,0.516905,0.436653,0.440569,0.457881,0.480381,0.457596,0.456530,0.570823,0.569792,0.471365,0.472881,0.524702,0.547544,0.483826,0.480763,0.567611,0.568036,0.506585,0.507332,0.571539,0.580605,0.506571,0.509832,0.545816,0.548081,0.500296,0.501743,0.570077,0.575558,0.537184,0.548008,0.561225,0.569348,0.463906,0.465757,0.479095,0.479298,0.536522,0.556624,0.514196,0.528123,0.475380,0.475174,0.486797,0.483960,0.550238,0.572605
1200,0.507368,0.523738,0.420272,0.427280,0.455509,0.480969,0.446477,0.444590,0.593129,0.592334,0.462883,0.464727,0.537561,0.561423,0.481604,0.478018,0.587988,0.589294,0.504781,0.506247,0.595374,0.606674,0.508937,0.516290,0.558446,0.563234,0.494651,0.496938,0.595401,0.602107,0.549790,0.568752,0.578865,0.592904,0.452417,0.455016,0.469104,0.468258,0.547853,0.580124,0.519269,0.539475,0.467695,0.467554,0.484509,0.479936,0.563024,0.599537
1400,0.508889,0.530414,0.405883,0.416483,0.456435,0.482785,0.435657,0.432939,0.613785,0.613778,0.457073,0.459515,0.553254,0.577370,0.479757,0.476081,0.609038,0.611891,0.502255,0.504534,0.617797,0.631348,0.510789,0.523095,0.570686,0.578785,0.488639,0.491798,0.619162,0.626921,0.559809,0.587909,0.593073,0.614549,0.440326,0.443746,0.459617,0.457330,0.557425,0.603519,0.524205,0.550356,0.458923,0.458893,0.480811,0.474603,0.572288,0.625788
1600,0.510096,0.537240,0.394232,0.409120,0.460928,0.487062,0.425552,0.421781,0.633712,0.635090,0.452002,0.454681,0.569465,0.592555,0.479816,0.476002,0.626956,0.632469,0.498649,0.501807,0.637413,0.653062,0.513681,0.531046,0.581262,0.593674,0.481205,0.485286,0.641031,0.650032,0.566903,0.606080,0.608494,0.638131,0.428516,0.432774,0.450595,0.447130,0.566184,0.628010,0.528064,0.561157,0.451143,0.451410,0.477957,0.469806,0.580635,0.653233
1800,0.507825,0.540676,0.384687,0.404216,0.467956,0.492839,0.416091,0.410888,0.650669,0.654386,0.448723,0.451655,0.585364,0.607073,0.481068,0.477687,0.641883,0.651003,0.492042,0.496327,0.654528,0.672099,0.515043,0.538000,0.590575,0.607672,0.472914,0.477899,0.661797,0.672147,0.572852,0.624250,0.622820,0.661888,0.418768,0.423815,0.442197,0.436942,0.574443,0.652747,0.534219,0.574380,0.443350,0.444166,0.476178,0.466105,0.587495,0.680936
2000,0.506633,0.545150,0.375557,0.399701,0.475023,0.497967,0.408042,0.401371,0.667652,0.674106,0.446974,0.449769,0.604059,0.624013,0.481314,0.478640,0.655571,0.668926,0.485482,0.490767,0.669703,0.688861,0.517059,0.545605,0.598068,0.620469,0.462899,0.469126,0.679740,0.691001,0.576794,0.640901,0.636637,0.685707,0.409089,0.414835,0.434684,0.427497,0.579769,0.676684,0.537535,0.584499,0.435823,0.436950,0.475325,0.463360,0.592446,0.707633
2200,0.504862,0.548636,0.367977,0.396973,0.483822,0.504565,0.400485,0.392139,0.684525,0.694537,0.447566,0.450691,0.624880,0.643786,0.482991,0.481107,0.669454,0.688109,0.478621,0.484659,0.685759,0.705991,0.519251,0.553717,0.606696,0.634853,0.453687,0.460522,0.696189,0.708127,0.580840,0.657420,0.648414,0.708727,0.399013,0.405740,0.427500,0.418324,0.586782,0.702879,0.544236,0.599066,0.426923,0.428739,0.470964,0.457059,0.596154,0.734182
2400,0.501023,0.550535,0.361620,0.395698,0.492507,0.510482,0.393805,0.383683,0.700605,0.715198,0.449901,0.453138,0.643744,0.660811,0.484704,0.483617,0.680904,0.705343,0.472821,0.479734,0.700511,0.721509,0.520468,0.561064,0.612560,0.646450,0.443716,0.451559,0.709474,0.721584,0.583099,0.672406,0.659372,0.730561,0.390130,0.397323,0.420434,0.409392,0.589458,0.725983,0.547737,0.609900,0.419506,0.421865,0.468707,0.452316,0.598318,0.758803
2600,0.497371,0.552058,0.356658,0.395296,0.502095,0.517287,0.387519,0.375758,0.712632,0.732191,0.451291,0.454865,0.663701,0.679569,0.486894,0.486858,0.689108,0.719762,0.466085,0.474036,0.713898,0.735874,0.522332,0.568772,0.620780,0.660837,0.434910,0.443487,0.723176,0.735353,0.584779,0.686898,0.668787,0.751807,0.382304,0.390335,0.415618,0.402047,0.593084,0.750504,0.554734,0.623860,0.412334,0.415471,0.465657,0.447313,0.601805,0.785621
2800,0.492800,0.552227,0.352516,0.396338,0.511360,0.523385,0.381896,0.368462,0.725976,0.750640,0.455449,0.459314,0.685577,0.700550,0.490870,0.492200,0.698900,0.737007,0.459064,0.467725,0.725214,0.747618,0.524369,0.576611,0.627147,0.673846,0.426134,0.434995,0.734119,0.746522,0.584683,0.699399,0.678925,0.773331,0.374978,0.383479,0.410943,0.395081,0.594583,0.772719,0.558965,0.635080,0.405310,0.409239,0.463404,0.443067,0.602636,0.809494
3000,0.488857,0.552718,0.349419,0.398086,0.520888,0.529627,0.377077,0.361799,0.736194,0.766747,0.460552,0.464754,0.708199,0.722669,0.492825,0.495722,0.705295,0.751201,0.453844,0.463169,0.737405,0.760351,0.526238,0.585257,0.632908,0.686901,0.417752,0.427105,0.741370,0.753572,0.585147,0.711231,0.687762,0.794074,0.367216,0.376222,0.405832,0.387973,0.595163,0.794538,0.563799,0.646721,0.397845,0.402753,0.461177,0.438677,0.602977,0.832847
3200,0.485416,0.553735,0.346817,0.399540,0.529052,0.534830,0.372033,0.354662,0.745170,0.782849,0.466327,0.470970,0.729193,0.743112,0.495178,0.499692,0.710329,0.763848,0.449451,0.459449,0.748109,0.771487,0.528961,0.594896,0.637779,0.699208,0.410371,0.420150,0.748933,0.760757,0.584993,0.723401,0.693701,0.812481,0.361695,0.371230,0.402338,0.381774,0.595579,0.815579,0.566696,0.657025,0.392103,0.397511,0.459285,0.434256,0.602955,0.855254
3400,0.479445,0.552013,0.343810,0.400609,0.537567,0.540195,0.367574,0.348227,0.755153,0.799775,0.472135,0.477501,0.751252,0.765034,0.497259,0.503652,0.716759,0.777894,0.445423,0.455955,0.758609,0.782361,0.530818,0.602975,0.642440,0.710398,0.403121,0.413158,0.753703,0.764980,0.583992,0.733281,0.699964,0.829987,0.356876,0.366583,0.398935,0.375662,0.594717,0.835049,0.571792,0.668898,0.385254,0.391375,0.456822,0.429732,0.601862,0.876311
3600,0.473915,0.550053,0.342656,0.403951,0.545537,0.545140,0.365107,0.343664,0.762207,0.814566,0.477812,0.483934,0.770548,0.784509,0.499476,0.507895,0.722212,0.791413,0.442787,0.453839,0.768841,0.793033,0.532229,0.610674,0.647226,0.722230,0.396586,0.406901,0.760033,0.770362,0.582272,0.742456,0.706766,0.848682,0.352886,0.362597,0.396268,0.370513,0.592662,0.853947,0.575294,0.678406,0.379703,0.386369,0.453912,0.424932,0.599871,0.894664
3800,0.469752,0.549245,0.340561,0.405767,0.552445,0.549086,0.361579,0.338319,0.766216,0.826219,0.484211,0.491470,0.791585,0.805955,0.501660,0.512503,0.723902,0.801510,0.438561,0.450196,0.776136,0.800744,0.533033,0.617879,0.651578,0.733667,0.390921,0.401402,0.764515,0.773572,0.580181,0.750430,0.710329,0.863854,0.349644,0.359517,0.393500,0.365472,0.590557,0.870113,0.579800,0.689241,0.374517,0.381528,0.451198,0.420129,0.598168,0.913229
4000,0.465660,0.548306,0.338741,0.407667,0.559434,0.552832,0.358335,0.333211,0.773149,0.840468,0.489395,0.497885,0.810768,0.826191,0.502021,0.515298,0.726930,0.812738,0.436524,0.448565,0.784989,0.809849,0.533408,0.624054,0.654591,0.743155,0.385105,0.395750,0.767289,0.775676,0.579664,0.759473,0.713179,0.877281,0.345712,0.355712,0.391633,0.361359,0.589071,0.886332,0.582959,0.698407,0.370016,0.377553,0.449309,0.416516,0.596592,0.929824
4200,0.461543,0.546752,0.337310,0.409915,0.565286,0.556638,0.356153,0.329287,0.776666,0.851582,0.494223,0.503728,0.828031,0.844556,0.502922,0.518268,0.729367,0.823066,0.433979,0.446358,0.792030,0.817259,0.533531,0.629696,0.656955,0.752423,0.380274,0.390806,0.769635,0.777279,0.578009,0.766481,0.716922,0.891885,0.343050,0.352939,0.389979,0.357407,0.586870,0.899098,0.586024,0.707200,0.365870,0.373786,0.447067,0.412794,0.594626,0.944588
4400,0.456063,0.543687,0.336009,0.412275,0.571188,0.560463,0.354086,0.325579,0.778759,0.860889,0.498746,0.509198,0.844287,0.862574,0.504123,0.521566,0.730728,0.831713,0.432543,0.445254,0.798302,0.823842,0.534315,0.635808,0.658915,0.760043,0.375880,0.386336,0.771103,0.777754,0.575342,0.772127,0.720756,0.905686,0.340971,0.350459,0.388649,0.353701,0.584477,0.911667,0.589133,0.715512,0.361703,0.370033,0.443878,0.408179,0.592144,0.957272
