step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
2000,0.444269,0.446601,0.422702,0.400458,0.463949,0.387171,0.587620,0.508680,0.477121,0.400101,0.606507,0.487381,0.597146,0.498279,0.500832,0.384221,0.583765,0.452820,0.633046,0.490176,0.478981,0.381653,0.580795,0.460816,0.629813,0.487620,0.452725,0.395156,0.655717,0.593253,0.646571,0.499797,0.517623,0.396486,0.529595,0.424429,0.617608,0.462387
2200,0.440898,0.441014,0.422946,0.393632,0.483386,0.384597,0.594803,0.506192,0.491163,0.395500,0.633531,0.492449,0.610693,0.498721,0.521367,0.379992,0.609086,0.453608,0.657024,0.488964,0.496802,0.374269,0.598272,0.453886,0.649365,0.485734,0.460783,0.385437,0.676258,0.599886,0.670747,0.499704,0.539012,0.389507,0.546426,0.417118,0.641130,0.457423
2400,0.439823,0.437335,0.423607,0.386844,0.503925,0.383003,0.603359,0.505168,0.507089,0.392670,0.661404,0.498306,0.622941,0.497126,0.543581,0.378237,0.634540,0.454169,0.681906,0.488257,0.515708,0.368560,0.614839,0.446138,0.670734,0.485953,0.470575,0.378480,0.696294,0.605971,0.693883,0.499160,0.563052,0.385526,0.565751,0.410757,0.665134,0.452196
2600,0.438306,0.433499,0.426084,0.381342,0.525438,0.384272,0.613648,0.504446,0.524360,0.391138,0.688864,0.502759,0.634234,0.496175,0.566546,0.377128,0.661353,0.455161,0.708046,0.487812,0.536529,0.365061,0.632136,0.438521,0.690841,0.483131,0.480887,0.371151,0.713350,0.607777,0.716161,0.497602,0.587796,0.383746,0.586044,0.405820,0.689164,0.447493
2800,0.437791,0.430701,0.429283,0.376923,0.545669,0.384865,0.621411,0.503326,0.541592,0.389059,0.717880,0.506089,0.646283,0.495229,0.589473,0.376485,0.688079,0.457755,0.735549,0.488258,0.557732,0.363173,0.652175,0.433673,0.710760,0.481669,0.492831,0.365484,0.729124,0.608730,0.739340,0.495723,0.612541,0.382533,0.605897,0.400858,0.712879,0.442027
3000,0.436741,0.427095,0.433102,0.372974,0.567733,0.386550,0.630459,0.502050,0.559520,0.388836,0.747346,0.510212,0.658652,0.495292,0.613819,0.377649,0.715221,0.460369,0.763095,0.488198,0.580470,0.362412,0.671343,0.427309,0.729632,0.479900,0.506967,0.360299,0.743136,0.607322,0.761717,0.494481,0.637288,0.381615,0.626852,0.397683,0.737460,0.436749
3200,0.436718,0.424430,0.437076,0.369053,0.589236,0.388171,0.638399,0.501635,0.577910,0.389676,0.776853,0.513650,0.671811,0.494947,0.638466,0.377855,0.741782,0.462837,0.792405,0.488793,0.603043,0.361647,0.689981,0.421251,0.750161,0.478206,0.522603,0.356384,0.756977,0.606067,0.780548,0.491480,0.663679,0.381294,0.647793,0.393727,0.763453,0.430787
3400,0.436235,0.421297,0.441031,0.366179,0.611325,0.390814,0.645734,0.500708,0.597075,0.390881,0.804596,0.516115,0.680207,0.493154,0.660865,0.377819,0.768719,0.465212,0.819977,0.489514,0.624950,0.360063,0.705683,0.412851,0.770682,0.476769,0.538326,0.354076,0.768987,0.604039,0.801916,0.490452,0.689163,0.381150,0.670518,0.390847,0.788043,0.425000
3600,0.435714,0.418363,0.445019,0.363083,0.632006,0.392358,0.654451,0.500882,0.615618,0.392319,0.832760,0.519769,0.688734,0.491850,0.684100,0.379155,0.796081,0.469068,0.850310,0.488728,0.647420,0.360088,0.721022,0.406047,0.789091,0.474272,0.553653,0.352091,0.781364,0.601972,0.822159,0.488905,0.714563,0.381403,0.692869,0.387920,0.812759,0.418982
3800,0.436000,0.416517,0.448594,0.360388,0.652540,0.393886,0.659202,0.498723,0.633165,0.392837,0.860013,0.522298,0.697800,0.490308,0.706721,0.380224,0.822758,0.472923,0.879106,0.488309,0.670162,0.361243,0.735030,0.398998,0.807198,0.472505,0.569930,0.350926,0.792239,0.599826,0.842233,0.486430,0.739240,0.381870,0.714727,0.386402,0.836499,0.413506
4000,0.436134,0.414769,0.452271,0.358027,0.671722,0.394813,0.665330,0.498229,0.650698,0.393990,0.885309,0.524078,0.708212,0.489715,0.728498,0.380202,0.848469,0.476136,0.906384,0.487894,0.691571,0.361392,0.750724,0.392665,0.825454,0.471450,0.585981,0.350011,0.803161,0.597558,0.859900,0.483436,0.762362,0.381658,0.735738,0.384214,0.859347,0.408082
4200,0.435598,0.412522,0.455486,0.356139,0.690953,0.396230,0.670177,0.496722,0.668661,0.395671,0.912716,0.528232,0.714943,0.487638,0.748801,0.379234,0.871159,0.477930,0.931467,0.486274,0.712013,0.361952,0.764553,0.386815,0.842148,0.468753,0.601956,0.349293,0.811182,0.593478,0.876875,0.480851,0.785437,0.381173,0.756039,0.381720,0.881169,0.402380
4400,0.435127,0.410526,0.458481,0.354431,0.708465,0.397548,0.675680,0.495782,0.685389,0.397088,0.939027,0.531879,0.722772,0.487112,0.769107,0.379569,0.894759,0.481379,0.957377,0.484922,0.731754,0.361956,0.776625,0.380418,0.857659,0.466658,0.617181,0.349013,0.819809,0.590008,0.891985,0.478851,0.807961,0.380719,0.775283,0.379501,0.902652,0.396572
4600,0.434822,0.408983,0.460886,0.352878,0.724377,0.397974,0.680289,0.495051,0.700248,0.397766,0.962952,0.534501,0.730202,0.486270,0.787536,0.379829,0.916580,0.484054,0.981775,0.483327,0.750615,0.362016,0.790057,0.375294,0.872259,0.464217,0.631410,0.349000,0.827049,0.586678,0.907617,0.476326,0.829464,0.379875,0.793877,0.378437,0.922737,0.391476
4800,0.434254,0.407385,0.462842,0.351351,0.739033,0.398110,0.683154,0.493545,0.715378,0.399009,0.985704,0.536624,0.736124,0.484639,0.804746,0.379077,0.937151,0.486143,1.003472,0.481197,0.768434,0.362216,0.803753,0.371030,0.886038,0.462313,0.644461,0.348210,0.832861,0.582018,0.921249,0.473250,0.848528,0.378631,0.811077,0.377373,0.940861,0.386697
5000,0.433901,0.406235,0.464193,0.349456,0.752956,0.397940,0.685659,0.492104,0.729115,0.399710,1.006959,0.540052,0.741765,0.483780,0.820234,0.378222,0.955958,0.487588,1.024011,0.479098,0.785521,0.361780,0.816938,0.367102,0.898077,0.460371,0.657278,0.347903,0.839028,0.578256,0.933671,0.470248,0.866153,0.376814,0.826594,0.375074,0.958170,0.381420
5200,0.433904,0.405353,0.465537,0.348143,0.765233,0.397791,0.688467,0.490991,0.740853,0.400222,1.026647,0.542221,0.746198,0.482393,0.834614,0.377519,0.973164,0.488796,1.040166,0.476487,0.800769,0.361416,0.828702,0.363885,0.909339,0.457583,0.668979,0.347851,0.844079,0.575362,0.945190,0.468159,0.882749,0.375017,0.841286,0.373829,0.974283,0.376735
5400,0.433286,0.404161,0.466759,0.347001,0.776312,0.397170,0.689690,0.489167,0.751343,0.400062,1.043316,0.542473,0.751353,0.481423,0.848277,0.376804,0.988893,0.489889,1.056170,0.473832,0.814681,0.360545,0.840356,0.361253,0.919446,0.455499,0.679913,0.347470,0.848184,0.571791,0.955213,0.465506,0.898178,0.373772,0.855762,0.372418,0.987663,0.372213
5600,0.432256,0.402809,0.467631,0.345846,0.786335,0.396621,0.691337,0.488216,0.760411,0.399230,1.059268,0.542479,0.754464,0.480086,0.860467,0.376156,1.003561,0.490750,1.070446,0.471380,0.828204,0.360177,0.851459,0.359376,0.927420,0.453210,0.689581,0.347185,0.851425,0.568195,0.962581,0.462900,0.912168,0.371555,0.867936,0.370142,0.999250,0.368105
5800,0.431600,0.401913,0.468103,0.344696,0.794124,0.395404,0.693605,0.487847,0.768737,0.399096,1.074465,0.543412,0.758004,0.479488,0.871130,0.374977,1.016763,0.491473,1.082830,0.469121,0.839881,0.359604,0.862171,0.357567,0.933979,0.450979,0.698007,0.346820,0.853871,0.565194,0.970202,0.460934,0.924645,0.369664,0.880333,0.369073,1.010262,0.364224
6000,0.431327,0.401298,0.468096,0.343435,0.801010,0.394583,0.694322,0.486621,0.775846,0.398018,1.087017,0.543017,0.760762,0.478821,0.880016,0.373773,1.027793,0.491143,1.093099,0.466880,0.850458,0.358776,0.871262,0.356116,0.940302,0.449138,0.706075,0.346796,0.857272,0.562450,0.976602,0.458856,0.935712,0.368433,0.890958,0.368340,1.020422,0.360576
6200,0.430345,0.400214,0.467978,0.342435,0.805506,0.393016,0.695278,0.485721,0.781731,0.397298,1.098689,0.543420,0.763068,0.477954,0.888054,0.372912,1.038591,0.491593,1.101715,0.464768,0.859958,0.358122,0.879770,0.354915,0.946128,0.447692,0.713547,0.346812,0.860718,0.560430,0.981446,0.457099,0.945586,0.366801,0.900875,0.367585,1.029220,0.357331
6400,0.429915,0.399710,0.467753,0.341446,0.810143,0.392038,0.696147,0.484958,0.787296,0.396777,1.109234,0.543935,0.763834,0.476543,0.895069,0.371825,1.047490,0.491508,1.108751,0.463021,0.868060,0.357427,0.887107,0.353847,0.950364,0.446038,0.719850,0.346358,0.861905,0.558018,0.985940,0.455286,0.954154,0.365278,0.909164,0.366595,1.037276,0.354387
6600,0.429242,0.399047,0.467516,0.340631,0.813142,0.390775,0.696824,0.484364,0.792007,0.396330,1.118533,0.544277,0.765310,0.475866,0.901384,0.370790,1.055501,0.491637,1.115458,0.461538,0.875386,0.356653,0.893807,0.352901,0.955335,0.444961,0.725217,0.346093,0.863567,0.555823,0.989588,0.453670,0.961832,0.364062,0.916765,0.365831,1.043460,0.351769
6800,0.429014,0.398817,0.467051,0.339791,0.815043,0.389360,0.697116,0.483523,0.795796,0.395686,1.125887,0.543950,0.766572,0.475125,0.906990,0.370128,1.062253,0.491495,1.120916,0.459978,0.881998,0.356175,0.900436,0.352376,0.959072,0.443693,0.730076,0.346060,0.865344,0.554201,0.992440,0.452034,0.968309,0.362844,0.923652,0.365261,1.049174,0.349443
7000,0.428410,0.398283,0.466471,0.338981,0.816534,0.388141,0.697530,0.482905,0.798959,0.394961,1.132829,0.543707,0.767554,0.474529,0.911528,0.369113,1.068717,0.491609,1.126453,0.458909,0.887430,0.355521,0.905887,0.351696,0.962524,0.442579,0.734544,0.346058,0.866708,0.552415,0.995660,0.450777,0.973773,0.361716,0.929630,0.364622,1.054285,0.347308
7200,0.427987,0.397903,0.465893,0.338245,0.817055,0.386927,0.698083,0.482478,0.802197,0.394628,1.139398,0.543885,0.768813,0.474068,0.915695,0.368432,1.074111,0.491486,1.130260,0.457630,0.892323,0.354934,0.910682,0.351034,0.964618,0.441394,0.738378,0.346029,0.868144,0.551211,0.997524,0.449405,0.978892,0.360847,0.935266,0.364246,1.058521,0.345473
7400,0.427575,0.397522,0.465334,0.337598,0.817785,0.385861,0.698093,0.481812,0.804872,0.394269,1.145152,0.543771,0.769334,0.473415,0.919622,0.367870,1.079049,0.491411,1.133514,0.456622,0.896731,0.354462,0.915117,0.350600,0.967143,0.440561,0.741646,0.345705,0.868584,0.549742,0.999774,0.448414,0.983639,0.360013,0.940104,0.363906,1.062209,0.343818
7600,0.427373,0.397370,0.464875,0.337075,0.818501,0.384929,0.698670,0.481619,0.807446,0.394013,1.150673,0.543832,0.770159,0.472967,0.922999,0.367322,1.083542,0.491266,1.137052,0.455545,0.900897,0.353916,0.918954,0.350060,0.968990,0.439609,0.744815,0.345672,0.869365,0.548523,1.001534,0.447328,0.987966,0.359231,0.944502,0.363598,1.065832,0.342306
7800,0.426883,0.396949,0.464444,0.336582,0.818189,0.383859,0.698920,0.481252,0.809540,0.393540,1.155131,0.543382,0.770616,0.472361,0.926031,0.366735,1.088031,0.491218,1.139888,0.454657,0.904663,0.353460,0.922945,0.349718,0.971199,0.438879,0.747784,0.345581,0.870147,0.547362,1.002703,0.446277,0.991952,0.358446,0.948733,0.363298,1.069137,0.340912
8000,0.426602,0.396744,0.463850,0.335990,0.817590,0.382765,0.699059,0.480781,0.811375,0.393020,1.159776,0.543277,0.771790,0.472297,0.928809,0.366064,1.092514,0.491232,1.142691,0.453777,0.908170,0.353010,0.926716,0.349382,0.973283,0.438197,0.750774,0.345524,0.870979,0.546302,1.004509,0.445501,0.995921,0.357668,0.952875,0.362960,1.072041,0.339518
