step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498308,0.498597,0.498545,0.498535,0.497769,0.497696,0.500050,0.499778,0.499282,0.499285,0.500232,0.500122,0.500055,0.499840,0.499357,0.499444,0.500422,0.500319,0.500758,0.500473,0.499649,0.499660,0.500525,0.500490,0.499977,0.499870,0.499768,0.499775,0.500436,0.500428,0.500425,0.500331,0.499786,0.499779,0.500227,0.500229,0.499224,0.499041
400,0.492955,0.495075,0.493077,0.493246,0.489128,0.489123,0.504217,0.501677,0.494605,0.494641,0.497327,0.496547,0.502371,0.500055,0.493877,0.494123,0.498392,0.497392,0.504526,0.501680,0.496159,0.495984,0.501335,0.500774,0.502053,0.499580,0.498036,0.498074,0.502446,0.502048,0.503467,0.501019,0.499150,0.499045,0.500946,0.500839,0.498133,0.496835
600,0.484906,0.489951,0.482621,0.483324,0.474799,0.474971,0.512152,0.503953,0.484351,0.483762,0.492630,0.489782,0.507547,0.499689,0.481996,0.481743,0.492776,0.489623,0.512030,0.502305,0.485687,0.484719,0.502119,0.499235,0.507790,0.497875,0.491827,0.491365,0.507827,0.505649,0.510153,0.500815,0.494932,0.494053,0.500684,0.499409,0.498753,0.493069
800,0.474429,0.482305,0.468389,0.469377,0.456836,0.456498,0.522641,0.506079,0.470080,0.467687,0.490199,0.480277,0.517747,0.500175,0.465239,0.462855,0.487629,0.478640,0.522265,0.501264,0.470742,0.467461,0.504787,0.495646,0.520477,0.496517,0.478597,0.476657,0.520294,0.513976,0.523862,0.500886,0.484136,0.480676,0.497317,0.492171,0.504694,0.488225
1000,0.465449,0.474541,0.453973,0.454274,0.439770,0.437702,0.534166,0.506936,0.457188,0.450330,0.497217,0.475174,0.530383,0.500054,0.450521,0.442353,0.489858,0.467949,0.537128,0.499270,0.456625,0.448517,0.512633,0.491984,0.535589,0.494252,0.463804,0.458566,0.540104,0.527579,0.540905,0.500643,0.472576,0.462540,0.495278,0.481734,0.517524,0.483681
1200,0.458541,0.467645,0.443416,0.441681,0.428531,0.420850,0.545049,0.508638,0.450251,0.435799,0.511490,0.472997,0.543495,0.500628,0.445878,0.425858,0.502257,0.461417,0.553148,0.497485,0.448450,0.431876,0.521023,0.486164,0.552901,0.493097,0.453677,0.443450,0.563101,0.543370,0.559811,0.500574,0.467614,0.444612,0.497243,0.470823,0.533906,0.479585
1400,0.453883,0.462051,0.434599,0.429274,0.427048,0.407795,0.555433,0.508861,0.450848,0.423573,0.532178,0.474523,0.557107,0.499744,0.450105,0.410752,0.517793,0.456613,0.570617,0.495782,0.446243,0.415718,0.532263,0.479722,0.570000,0.490169,0.448302,0.430049,0.587502,0.559215,0.581516,0.500991,0.470230,0.429457,0.499995,0.457482,0.552181,0.475675
1600,0.449192,0.455801,0.428569,0.418723,0.434197,0.398911,0.566075,0.508976,0.456161,0.413434,0.554834,0.478108,0.571471,0.500288,0.463996,0.398388,0.537635,0.453827,0.589830,0.493053,0.452080,0.402245,0.546007,0.472130,0.588260,0.489093,0.444615,0.416844,0.611020,0.572599,0.600850,0.499487,0.479994,0.415925,0.504548,0.444445,0.573579,0.471556
1800,0.445388,0.449928,0.424574,0.408783,0.446912,0.391545,0.576686,0.508045,0.465150,0.406202,0.579997,0.482982,0.584001,0.498883,0.481081,0.389388,0.559683,0.452343,0.612042,0.492434,0.464857,0.391154,0.563435,0.467176,0.608458,0.488556,0.446643,0.405190,0.634078,0.584276,0.624513,0.500921,0.498842,0.405385,0.516821,0.434166,0.594997,0.467315
