step,train_loss,val_loss
0,9.147181,9.168250
1000,4.745527,4.142883
2000,3.449541,3.228755
3000,2.531663,2.489544
4000,2.212297,2.215665
5000,2.040482,2.025822
6000,1.924334,1.921280
7000,1.865492,1.854118
8000,1.802364,1.796449
9000,1.768758,1.752836
10000,1.729691,1.722068
11000,1.711561,1.702288
12000,1.685800,1.682885
13000,1.658148,1.658243
14000,1.644362,1.650087
15000,1.630456,1.630644
16000,1.620577,1.620821
17000,1.615026,1.608386
18000,1.598087,1.597195
19000,1.594017,1.588323
20000,1.579144,1.579699
21000,1.574008,1.573927
22000,1.569822,1.566682
23000,1.556487,1.563486
24000,1.557204,1.558355
