step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498623,0.498682,0.498697,0.498720,0.499555,0.499380,0.498468,0.498350,0.499160,0.498833,0.498658,0.498648,0.500347,0.500211,0.500419,0.499241,0.499673,0.499172,0.498795,0.498804,0.500597,0.500570,0.501302,0.500843,0.499473,0.499179,0.499048,0.499058,0.500451,0.500399,0.501523,0.501320,0.499655,0.499268,0.499260,0.499229,0.500361,0.500347,0.501607,0.501448,0.499758,0.499555,0.499461,0.499443,0.500306,0.500299,0.501693,0.501572
400,0.495356,0.495792,0.494486,0.494577,0.495924,0.495426,0.495753,0.494333,0.499509,0.497145,0.495213,0.495044,0.501842,0.500659,0.504019,0.500892,0.500082,0.497924,0.495538,0.495391,0.502305,0.501972,0.505941,0.504931,0.499454,0.498068,0.496875,0.496886,0.501867,0.501438,0.506479,0.505931,0.499813,0.498404,0.497665,0.497676,0.501454,0.501197,0.506525,0.505976,0.498929,0.498343,0.497980,0.498006,0.501661,0.501448,0.506768,0.506290
600,0.490613,0.491692,0.486717,0.486938,0.488845,0.488059,0.496190,0.491916,0.502269,0.495698,0.490446,0.489566,0.497674,0.495618,0.505967,0.500496,0.498825,0.494736,0.491346,0.490330,0.501645,0.500385,0.509865,0.507144,0.497104,0.494551,0.493676,0.493729,0.502663,0.501538,0.512189,0.510563,0.497604,0.495572,0.494044,0.494313,0.500457,0.499784,0.511795,0.509892,0.496885,0.495793,0.494798,0.494690,0.503698,0.502876,0.513114,0.511355
800,0.483629,0.485698,0.475844,0.476236,0.478752,0.477506,0.499216,0.491501,0.507409,0.493727,0.483421,0.481364,0.488510,0.485690,0.507536,0.498795,0.498663,0.490988,0.485258,0.482544,0.498170,0.494421,0.513116,0.506812,0.496834,0.491096,0.488398,0.488246,0.504694,0.501951,0.517542,0.512781,0.495956,0.492269,0.487931,0.488664,0.497616,0.496149,0.517801,0.511865,0.493423,0.491048,0.489295,0.489208,0.505925,0.503866,0.520943,0.515150
1000,0.475759,0.478974,0.462507,0.463061,0.467045,0.464765,0.503638,0.492288,0.514461,0.491886,0.473992,0.470268,0.477247,0.473165,0.509160,0.496720,0.500885,0.487385,0.476459,0.471295,0.492500,0.485377,0.515708,0.505271,0.498504,0.487853,0.480720,0.480241,0.508066,0.502895,0.521571,0.512600,0.495840,0.488935,0.479058,0.480153,0.492921,0.490047,0.522691,0.511192,0.490207,0.485728,0.482069,0.481513,0.507437,0.503419,0.528622,0.516211
1200,0.466147,0.470814,0.446819,0.447557,0.455245,0.450363,0.509983,0.494071,0.526044,0.490826,0.463834,0.457136,0.466512,0.459735,0.511340,0.494466,0.507149,0.484069,0.466653,0.457913,0.487495,0.474875,0.518397,0.502924,0.504014,0.484993,0.471597,0.470202,0.512752,0.503950,0.525490,0.511192,0.498087,0.486059,0.468512,0.469791,0.486952,0.481843,0.528015,0.509254,0.488261,0.481431,0.476266,0.474720,0.509664,0.503249,0.536566,0.515739
1400,0.455979,0.462298,0.429376,0.430091,0.448821,0.435397,0.518043,0.496538,0.539131,0.489264,0.456660,0.443652,0.460477,0.447417,0.514010,0.492154,0.516969,0.481219,0.455846,0.442197,0.484456,0.463044,0.520872,0.500002,0.511765,0.482715,0.462462,0.458986,0.519795,0.505076,0.528811,0.508836,0.502770,0.483675,0.456413,0.457439,0.481120,0.472171,0.533216,0.506015,0.486847,0.476733,0.467526,0.465175,0.512704,0.502140,0.544789,0.513188
1600,0.445892,0.453417,0.413063,0.413079,0.461627,0.428358,0.528611,0.500803,0.554669,0.488020,0.456602,0.431546,0.463581,0.436738,0.518330,0.490136,0.530346,0.478173,0.447375,0.426683,0.487336,0.452635,0.524389,0.497031,0.521346,0.480578,0.452695,0.446414,0.528479,0.504492,0.532630,0.505880,0.509774,0.480722,0.444214,0.443346,0.477620,0.462420,0.539259,0.501661,0.486756,0.471596,0.458278,0.454045,0.516197,0.499816,0.553589,0.509264
1800,0.437487,0.445952,0.401691,0.398617,0.485079,0.434245,0.543601,0.507946,0.570148,0.486514,0.466288,0.424359,0.480233,0.432469,0.524888,0.488696,0.544267,0.475164,0.444302,0.412822,0.498034,0.444106,0.529036,0.493694,0.533518,0.478359,0.444396,0.433787,0.539183,0.502969,0.537189,0.501973,0.518616,0.478931,0.435232,0.430859,0.477801,0.452894,0.546421,0.496144,0.488424,0.467156,0.448880,0.442045,0.520896,0.496879,0.563332,0.503273
2000,0.429881,0.438969,0.398980,0.389486,0.512239,0.448193,0.560599,0.516583,0.588124,0.484849,0.483553,0.421996,0.502539,0.433891,0.533045,0.487595,0.559992,0.473264,0.446733,0.402450,0.514953,0.438161,0.534243,0.490053,0.546301,0.477054,0.437554,0.421864,0.551375,0.497554,0.542148,0.497526,0.528771,0.477301,0.429717,0.419635,0.481671,0.443852,0.553729,0.489718,0.490193,0.462710,0.440964,0.431355,0.527424,0.494166,0.572367,0.495925
2200,0.423163,0.432183,0.401232,0.383554,0.540282,0.461433,0.578069,0.524858,0.603197,0.482339,0.504438,0.422902,0.528892,0.440232,0.542996,0.486512,0.576065,0.471231,0.453542,0.394825,0.534355,0.433689,0.540679,0.485603,0.559840,0.474933,0.433730,0.410928,0.566127,0.492192,0.546691,0.491458,0.540331,0.476787,0.428246,0.410131,0.491839,0.437106,0.561542,0.481717,0.494093,0.459606,0.433112,0.420548,0.534730,0.490062,0.580988,0.487559
2400,0.417273,0.426219,0.406071,0.379209,0.569686,0.474477,0.594498,0.531456,0.619752,0.479500,0.527147,0.425126,0.557968,0.449191,0.554005,0.484962,0.593312,0.468323,0.464588,0.389887,0.556723,0.429005,0.547099,0.480104,0.572345,0.472444,0.432782,0.401413,0.581208,0.485483,0.551006,0.484934,0.552194,0.475998,0.430681,0.401925,0.506452,0.433106,0.570043,0.472743,0.499410,0.457882,0.425796,0.409200,0.541406,0.485545,0.589743,0.478022
2600,0.412115,0.420689,0.411977,0.376367,0.600151,0.486242,0.609918,0.536378,0.635342,0.476361,0.549898,0.426288,0.587714,0.456351,0.562815,0.482294,0.611853,0.465831,0.474909,0.386734,0.580405,0.426376,0.552474,0.474771,0.584675,0.469555,0.434570,0.393966,0.598841,0.480056,0.554354,0.478559,0.564279,0.474991,0.435127,0.395432,0.523228,0.430192,0.577070,0.464083,0.504826,0.455462,0.418380,0.397954,0.546459,0.478818,0.597403,0.468261
2800,0.407640,0.415503,0.419527,0.374409,0.631213,0.495324,0.624500,0.539687,0.650677,0.472750,0.573354,0.427085,0.619345,0.463902,0.572694,0.479332,0.630834,0.462828,0.486794,0.384714,0.606057,0.424573,0.557945,0.468335,0.596881,0.466015,0.437427,0.387931,0.617846,0.474420,0.556876,0.471106,0.574453,0.473237,0.441202,0.390448,0.542230,0.427755,0.584064,0.455303,0.512756,0.454383,0.412453,0.387843,0.553797,0.474037,0.605728,0.458836
3000,0.403645,0.410677,0.428026,0.373476,0.664195,0.503777,0.639526,0.542942,0.666000,0.469336,0.597600,0.427627,0.652712,0.471795,0.582211,0.475268,0.650063,0.459816,0.499663,0.382838,0.633304,0.421502,0.563795,0.460918,0.611876,0.464115,0.441898,0.382299,0.637725,0.469247,0.559595,0.463387,0.586278,0.471538,0.448747,0.385773,0.562032,0.425248,0.591448,0.445662,0.519241,0.452834,0.406511,0.377346,0.561719,0.467506,0.614451,0.448421
3200,0.400989,0.406582,0.437272,0.372375,0.698422,0.510455,0.650985,0.542623,0.682090,0.466287,0.622996,0.426625,0.687784,0.477552,0.592418,0.470854,0.667378,0.454914,0.513824,0.382022,0.663172,0.419335,0.569745,0.453199,0.625804,0.459560,0.450310,0.379054,0.657541,0.463125,0.562055,0.455171,0.601104,0.471391,0.459394,0.383528,0.585004,0.426174,0.599065,0.436346,0.527016,0.452107,0.402922,0.369030,0.568590,0.460521,0.622528,0.438613
3400,0.397483,0.401693,0.446391,0.371381,0.733262,0.514612,0.662532,0.541538,0.698402,0.462760,0.647569,0.424955,0.723544,0.482155,0.601537,0.465254,0.685185,0.450304,0.527943,0.381481,0.693446,0.415706,0.574423,0.445195,0.638447,0.455072,0.460009,0.375524,0.679877,0.459025,0.564295,0.447176,0.611576,0.469642,0.469928,0.380978,0.607356,0.424557,0.606245,0.427525,0.534503,0.451050,0.399919,0.361185,0.579762,0.454739,0.630727,0.429177
3600,0.395130,0.397804,0.454646,0.370073,0.768763,0.516342,0.672300,0.539435,0.715367,0.458938,0.671736,0.422316,0.761108,0.486351,0.610066,0.459759,0.706460,0.444845,0.541499,0.380473,0.724224,0.412583,0.579419,0.438001,0.652431,0.451647,0.469352,0.372887,0.702277,0.453432,0.566484,0.439563,0.623705,0.467858,0.481366,0.378802,0.630673,0.423437,0.611947,0.418842,0.545290,0.451456,0.398030,0.354358,0.591301,0.450652,0.638768,0.420888
3800,0.393527,0.394698,0.463655,0.369143,0.805929,0.518821,0.682423,0.536600,0.732785,0.455487,0.694113,0.417834,0.800135,0.488858,0.619545,0.453275,0.727248,0.440120,0.556035,0.379473,0.756875,0.409423,0.585222,0.429486,0.662595,0.445803,0.479926,0.370546,0.725094,0.449073,0.568660,0.430919,0.636266,0.465952,0.494131,0.377199,0.654545,0.421924,0.619548,0.409737,0.552183,0.449231,0.398238,0.348402,0.603115,0.446072,0.646398,0.411733
4000,0.392418,0.391557,0.472595,0.367621,0.842842,0.518524,0.692448,0.532397,0.749817,0.451655,0.719213,0.413432,0.841410,0.490915,0.629904,0.446173,0.748545,0.434933,0.571523,0.378064,0.790179,0.405282,0.591079,0.420445,0.674319,0.440291,0.491104,0.368769,0.750645,0.444911,0.571046,0.422012,0.646097,0.463601,0.504992,0.374959,0.680765,0.421339,0.627290,0.399697,0.560778,0.448514,0.398148,0.342990,0.615605,0.440999,0.655638,0.402004
4200,0.391282,0.388674,0.481874,0.366948,0.881335,0.519612,0.703095,0.528350,0.767951,0.448245,0.743004,0.409815,0.882314,0.493344,0.640813,0.439465,0.767271,0.429369,0.585049,0.376306,0.823110,0.400848,0.597074,0.412440,0.685194,0.434874,0.501771,0.366159,0.773972,0.439964,0.573290,0.414007,0.655904,0.461193,0.516816,0.373390,0.706692,0.418924,0.633924,0.390587,0.569374,0.447064,0.399362,0.338081,0.626210,0.434788,0.664296,0.392919
4400,0.390379,0.385696,0.489762,0.365635,0.917420,0.517622,0.712427,0.524164,0.784343,0.444719,0.766448,0.406237,0.926012,0.496408,0.653340,0.434384,0.787663,0.423752,0.599271,0.374172,0.857583,0.395878,0.602408,0.403839,0.695908,0.429937,0.512734,0.363368,0.798608,0.434685,0.576207,0.406056,0.666267,0.457283,0.528083,0.371645,0.733483,0.417026,0.641670,0.382058,0.579595,0.445582,0.401928,0.334655,0.641689,0.430972,0.673002,0.384866
4600,0.390039,0.383344,0.498284,0.364763,0.956890,0.515363,0.722141,0.518791,0.800248,0.441489,0.789171,0.401714,0.970654,0.498660,0.666169,0.427590,0.806033,0.418125,0.614565,0.372283,0.893414,0.391952,0.609966,0.395321,0.704497,0.425258,0.523424,0.360816,0.823373,0.429662,0.579411,0.398013,0.676596,0.454610,0.540334,0.370597,0.760720,0.416666,0.649679,0.373577,0.589004,0.445232,0.404055,0.330578,0.656324,0.426259,0.681691,0.377183
