step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497861,0.498148,0.499595,0.499601,0.499779,0.499726,0.498812,0.498751,0.499762,0.499846,0.499888,0.499894,0.500220,0.500212,0.499709,0.499714,0.499941,0.499940,0.499934,0.499935,0.500184,0.500179,0.499914,0.499927,0.499985,0.499992,0.499930,0.499947,0.500130,0.500139,0.499979,0.499990,0.500037,0.500139,0.500081,0.500122,0.500272,0.500282,0.500028,0.500024,0.500132,0.500117,0.500099,0.500089,0.500353,0.500362,0.500044,0.500033
400,0.494307,0.495920,0.497979,0.498096,0.498464,0.498292,0.495262,0.495137,0.503815,0.501066,0.498871,0.498963,0.500158,0.500022,0.498923,0.498968,0.500443,0.500080,0.499691,0.499721,0.500326,0.500256,0.499702,0.499767,0.499950,0.499903,0.499743,0.499779,0.500365,0.500373,0.499927,0.499973,0.499727,0.499777,0.499506,0.499903,0.500878,0.500872,0.500062,0.500065,0.499871,0.499966,0.499808,0.499857,0.500642,0.500678,0.500097,0.500089
600,0.488737,0.492476,0.492970,0.493630,0.495465,0.494968,0.489162,0.488376,0.514048,0.502775,0.495237,0.495431,0.499012,0.498450,0.496918,0.496673,0.503126,0.500476,0.498840,0.498929,0.500707,0.500377,0.499292,0.499330,0.500078,0.499734,0.499443,0.499507,0.501177,0.501087,0.499840,0.499917,0.499488,0.499568,0.499260,0.499679,0.503776,0.503556,0.500103,0.500109,0.499660,0.499801,0.499613,0.499685,0.501966,0.501970,0.500184,0.500166
800,0.479033,0.485256,0.483175,0.484921,0.491116,0.489468,0.480913,0.478119,0.530725,0.503559,0.487680,0.487762,0.497035,0.495267,0.493606,0.491907,0.511994,0.501603,0.497041,0.497149,0.501786,0.500635,0.498608,0.498314,0.500846,0.499686,0.498984,0.499080,0.503195,0.502559,0.499743,0.499781,0.499268,0.499376,0.499090,0.499546,0.510674,0.509730,0.500155,0.500136,0.499484,0.499643,0.499428,0.499512,0.505931,0.505615,0.500279,0.500236
1000,0.467957,0.475797,0.470857,0.473688,0.488594,0.483593,0.472332,0.465353,0.549579,0.502007,0.476760,0.475941,0.494643,0.490175,0.490482,0.485155,0.526853,0.502187,0.493895,0.493902,0.503491,0.500514,0.498112,0.496599,0.503136,0.499553,0.498241,0.498359,0.506849,0.504573,0.499756,0.499553,0.499128,0.499153,0.498805,0.499308,0.521893,0.519138,0.500291,0.500160,0.499439,0.499643,0.499431,0.499549,0.513059,0.512422,0.500407,0.500309
1200,0.456940,0.465330,0.457111,0.460703,0.489354,0.478592,0.464463,0.451280,0.567977,0.499171,0.467217,0.464478,0.494165,0.484727,0.488964,0.476725,0.543235,0.501791,0.490064,0.489483,0.505514,0.499426,0.498064,0.493893,0.508376,0.500081,0.497324,0.497390,0.512068,0.506927,0.499964,0.499186,0.499040,0.498796,0.498494,0.499052,0.533442,0.528333,0.500490,0.500133,0.499351,0.499545,0.499322,0.499457,0.521498,0.518945,0.500552,0.500356
1400,0.445455,0.452888,0.443821,0.447539,0.495070,0.474984,0.457433,0.435875,0.585242,0.493149,0.458531,0.452446,0.495967,0.478705,0.489579,0.466895,0.560280,0.499588,0.485243,0.483519,0.507964,0.497592,0.498742,0.490270,0.514956,0.500256,0.496321,0.496294,0.518948,0.509756,0.500451,0.498671,0.499070,0.498374,0.498212,0.498829,0.546028,0.537262,0.500744,0.500039,0.499522,0.499708,0.499451,0.499634,0.535530,0.528624,0.500670,0.500344
1600,0.436349,0.441969,0.431792,0.434815,0.505171,0.472164,0.453033,0.420776,0.601812,0.486163,0.451749,0.440817,0.500115,0.472852,0.492259,0.456981,0.576328,0.496463,0.480604,0.477001,0.510846,0.495193,0.500473,0.485878,0.522426,0.499582,0.494968,0.494678,0.526512,0.512235,0.501041,0.497949,0.499181,0.497687,0.497893,0.498595,0.559049,0.546057,0.501114,0.499934,0.499654,0.499785,0.499633,0.499846,0.547760,0.536993,0.500788,0.500323
1800,0.427336,0.430681,0.421040,0.422751,0.517368,0.470421,0.450888,0.406264,0.618081,0.479720,0.447698,0.429957,0.507100,0.467699,0.497392,0.447641,0.593623,0.491378,0.475620,0.469317,0.514114,0.492603,0.503287,0.481296,0.531489,0.499624,0.493974,0.493232,0.534415,0.514846,0.501837,0.497113,0.499487,0.497082,0.497591,0.498363,0.570603,0.553128,0.501409,0.499712,0.499680,0.499699,0.499525,0.499756,0.560610,0.544628,0.500840,0.500217
