step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497300,0.497276,0.498443,0.498445,0.498628,0.498584,0.499603,0.499382,0.500555,0.500513,0.500708,0.500765,0.500623,0.500617,0.502689,0.502675,0.501857,0.501939,0.501994,0.501999,0.501624,0.501641,0.502846,0.502860,0.501524,0.501635,0.501667,0.501689,0.501333,0.501321,0.502775,0.502756,0.502243,0.502332,0.502286,0.502310,0.501758,0.501761,0.502822,0.502844,0.501951,0.502008,0.501796,0.501807,0.501650,0.501631,0.502805,0.502824
400,0.486884,0.486753,0.491616,0.491593,0.488723,0.488571,0.491141,0.490820,0.500055,0.493741,0.491558,0.491497,0.491666,0.491419,0.498435,0.497356,0.503251,0.500658,0.498809,0.498674,0.497294,0.497137,0.511381,0.509644,0.500774,0.501101,0.499095,0.499418,0.497471,0.496743,0.513308,0.512912,0.503589,0.502983,0.503449,0.502678,0.500325,0.500025,0.513979,0.513627,0.504680,0.505042,0.504727,0.504937,0.506193,0.506198,0.514220,0.514021
600,0.471692,0.471255,0.475711,0.475519,0.472175,0.471822,0.479976,0.479478,0.505316,0.486790,0.478125,0.477623,0.475825,0.475331,0.486555,0.484663,0.507891,0.497029,0.490176,0.489769,0.484692,0.484028,0.517324,0.510743,0.502000,0.501837,0.496577,0.496481,0.492640,0.488715,0.528948,0.528691,0.509608,0.507430,0.509642,0.506876,0.493399,0.489008,0.532367,0.531815,0.509596,0.508386,0.509427,0.508233,0.499025,0.498266,0.532394,0.531404
800,0.451754,0.450772,0.455456,0.454823,0.452390,0.450928,0.466574,0.465653,0.515699,0.480379,0.459803,0.458335,0.453625,0.452360,0.470157,0.466561,0.519244,0.493478,0.475529,0.474833,0.469064,0.467239,0.520903,0.506824,0.501433,0.500036,0.492752,0.492229,0.486430,0.478035,0.542324,0.541688,0.519372,0.516808,0.521375,0.518963,0.501913,0.483889,0.559493,0.558808,0.515383,0.512911,0.514672,0.512459,0.493775,0.489723,0.558965,0.558056
1000,0.431664,0.429854,0.435121,0.433785,0.433288,0.428981,0.452302,0.450193,0.529635,0.473958,0.442335,0.438659,0.432472,0.428711,0.452936,0.446507,0.536817,0.489799,0.457547,0.456018,0.450514,0.446529,0.523022,0.500212,0.500188,0.496538,0.487556,0.486842,0.479227,0.466798,0.553116,0.549350,0.526563,0.523907,0.532740,0.530553,0.512706,0.482880,0.591556,0.591089,0.522799,0.520554,0.522113,0.519891,0.497060,0.484314,0.591272,0.589746
1200,0.413002,0.410204,0.415648,0.413570,0.422413,0.410565,0.440213,0.436822,0.544376,0.467086,0.430656,0.423054,0.419030,0.408062,0.438264,0.427898,0.554431,0.484632,0.442108,0.438414,0.436558,0.428683,0.523990,0.492531,0.501066,0.493741,0.482188,0.480913,0.471816,0.453093,0.563016,0.555850,0.534710,0.531152,0.542321,0.540278,0.520428,0.482605,0.625485,0.624580,0.529560,0.526657,0.528912,0.526346,0.501572,0.480481,0.625383,0.622099
1400,0.395387,0.391461,0.397639,0.394712,0.421881,0.394064,0.429103,0.423951,0.560711,0.461577,0.424520,0.409958,0.418518,0.389662,0.427089,0.410551,0.573770,0.479296,0.429020,0.421364,0.423900,0.410156,0.525218,0.484635,0.504997,0.491300,0.475943,0.474094,0.462930,0.437800,0.569913,0.557296,0.542670,0.538493,0.551147,0.549605,0.526697,0.484197,0.661477,0.660043,0.533255,0.531134,0.533280,0.531690,0.506276,0.479500,0.661160,0.653819
1600,0.380392,0.375039,0.381459,0.377523,0.432270,0.381967,0.419143,0.411724,0.577505,0.456207,0.423411,0.399155,0.429307,0.374757,0.420824,0.395262,0.591974,0.474120,0.420310,0.407175,0.417833,0.396059,0.526030,0.475292,0.509110,0.487989,0.469685,0.467018,0.458471,0.424530,0.576220,0.557526,0.548451,0.543587,0.556133,0.554620,0.530991,0.484579,0.698611,0.696908,0.539317,0.538589,0.540533,0.539607,0.511112,0.480875,0.698262,0.684131
1800,0.366945,0.360005,0.367238,0.362134,0.447440,0.373042,0.409190,0.399108,0.594602,0.451333,0.427499,0.390902,0.445013,0.363325,0.417770,0.379997,0.610489,0.468752,0.414911,0.394427,0.416627,0.383839,0.527871,0.465708,0.514216,0.485412,0.463771,0.460445,0.457431,0.413386,0.582918,0.557615,0.550672,0.545426,0.558860,0.557135,0.534334,0.484232,0.736621,0.734559,0.545557,0.545341,0.547081,0.546907,0.516064,0.483630,0.735567,0.711242
