step,train_loss,val_loss,val_loss_hard
0,5.549648,5.550055,5.550055
1000,2.737157,2.656742,2.656742
2000,2.426001,2.408482,2.408482
3000,2.277637,2.264720,2.264720
4000,2.157700,2.140254,2.140254
5000,2.063725,2.057162,2.057162
6000,1.980600,1.970427,1.970427
7000,1.925807,1.920077,1.920077
8000,1.890662,1.881331,1.881331
9000,1.860787,1.853436,1.853436
10000,1.835140,1.835138,1.835138
11000,1.815843,1.812143,1.812143
12000,1.800387,1.798938,1.798938
13000,1.793295,1.789096,1.789096
14000,1.779704,1.774254,1.774254
15000,1.766004,1.766744,1.766744
16000,1.757855,1.754753,1.754753
17000,1.752536,1.748813,1.748813
18000,1.743020,1.741803,1.741803
19000,1.734898,1.733741,1.733741
20000,1.727761,1.728172,1.728172
21000,1.723716,1.721783,1.721783
22000,1.721209,1.717010,1.717010
23000,1.709661,1.710218,1.710218
24000,1.708457,1.703803,1.703803
25000,1.701285,1.701277,1.701277
26000,1.699000,1.698459,1.698459
27000,1.690477,1.692293,1.692293
28000,1.688972,1.688683,1.688683
29000,1.684831,1.684406,1.684406
30000,1.682728,1.682818,1.682818
31000,1.678247,1.676822,1.676822
32000,1.677868,1.672377,1.672377
33000,1.670069,1.669386,1.669386
34000,1.666293,1.668936,1.668936
35000,1.667651,1.662019,1.662019
36000,1.656354,1.660599,1.660599
37000,1.663223,1.658908,1.658908
38000,1.661512,1.656397,1.656397
39000,1.655128,1.650914,1.650914
40000,1.657252,1.652139,1.652139
41000,1.649600,1.647325,1.647325
42000,1.649399,1.645918,1.645918
43000,1.652660,1.645359,1.645359
44000,1.647143,1.645026,1.645026
45000,1.645681,1.643332,1.643332
46000,1.642133,1.641892,1.641892
47000,1.640974,1.640900,1.640900
48000,1.641134,1.640287,1.640287
49000,1.640915,1.638988,1.638988
