step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498065,0.498000,0.498721,0.498728,0.498934,0.498896,0.498397,0.498264,0.498876,0.498829,0.498982,0.498940,0.498723,0.498683,0.502376,0.502186,0.498985,0.499227,0.499503,0.499500,0.499163,0.499140,0.502647,0.502540,0.500134,0.500243,0.498743,0.498742,0.498639,0.498605,0.502426,0.502266,0.500198,0.500124,0.500285,0.500377,0.499892,0.499864,0.502710,0.502676,0.499902,0.500068,0.499177,0.499116,0.498626,0.498596,0.502404,0.502221
400,0.487780,0.487700,0.502332,0.502540,0.494485,0.494063,0.489376,0.489365,0.493642,0.493584,0.497259,0.497099,0.496253,0.496197,0.505194,0.504356,0.499594,0.499667,0.497903,0.497547,0.495311,0.494888,0.512558,0.512024,0.500675,0.500940,0.498581,0.496864,0.496370,0.496315,0.511846,0.511001,0.499475,0.499381,0.500344,0.498269,0.495686,0.495618,0.512621,0.512224,0.499393,0.499506,0.502130,0.498449,0.495256,0.495229,0.512106,0.511295
600,0.472287,0.472182,0.510026,0.510685,0.487968,0.486946,0.476725,0.477009,0.484137,0.482923,0.492903,0.492919,0.492847,0.492181,0.506860,0.504958,0.502751,0.502744,0.499248,0.498260,0.490997,0.487793,0.528317,0.524354,0.502318,0.502853,0.501158,0.488531,0.487679,0.487391,0.528462,0.524602,0.499619,0.498919,0.496014,0.487030,0.485359,0.484904,0.529091,0.527876,0.497936,0.498068,0.507820,0.489683,0.486556,0.486425,0.528680,0.525673
800,0.450960,0.450741,0.515221,0.516384,0.482698,0.481075,0.461755,0.462242,0.473935,0.468229,0.486850,0.487414,0.488491,0.486924,0.505238,0.502455,0.506650,0.506165,0.501875,0.500838,0.491395,0.485140,0.548683,0.533331,0.500167,0.500698,0.510128,0.478456,0.478967,0.477050,0.549254,0.536590,0.497292,0.497738,0.494530,0.472250,0.472930,0.471559,0.548003,0.546348,0.496619,0.496762,0.516593,0.477629,0.477879,0.477952,0.548428,0.544737
1000,0.426369,0.426072,0.513059,0.514673,0.474482,0.471886,0.442897,0.443213,0.465621,0.450812,0.479764,0.480995,0.483107,0.480286,0.500320,0.496446,0.510822,0.510397,0.504377,0.503156,0.492266,0.484060,0.568546,0.543257,0.498573,0.499645,0.518639,0.473917,0.478704,0.470705,0.566707,0.550434,0.494542,0.494790,0.497443,0.460856,0.465634,0.461518,0.562266,0.556271,0.492465,0.493273,0.524053,0.466129,0.470248,0.467218,0.560558,0.552818
1200,0.403974,0.403523,0.507942,0.509820,0.462880,0.458852,0.423840,0.423800,0.466394,0.435180,0.472624,0.474149,0.477998,0.473851,0.493249,0.488357,0.512589,0.511231,0.503060,0.502007,0.491994,0.482668,0.583547,0.557228,0.496595,0.497165,0.524222,0.469813,0.481828,0.466002,0.586469,0.568675,0.491858,0.492022,0.501671,0.451902,0.465363,0.451594,0.576930,0.560771,0.491384,0.492283,0.530416,0.455653,0.470146,0.459438,0.570446,0.555787
1400,0.383984,0.383303,0.499233,0.501198,0.449522,0.444048,0.405816,0.405334,0.474256,0.421975,0.465786,0.467524,0.473772,0.468762,0.486145,0.480464,0.512928,0.510767,0.502439,0.501434,0.491719,0.481682,0.597476,0.566246,0.495715,0.496588,0.531550,0.465181,0.487538,0.462393,0.609210,0.587183,0.491414,0.491113,0.509626,0.440141,0.468768,0.442668,0.588500,0.563976,0.489424,0.490808,0.536884,0.446704,0.472439,0.451344,0.577482,0.557859
1600,0.364429,0.363480,0.486789,0.488862,0.435116,0.428038,0.388313,0.387093,0.487014,0.409784,0.457915,0.460055,0.467474,0.461633,0.479010,0.472483,0.512411,0.510183,0.501918,0.501043,0.491922,0.481109,0.611653,0.575578,0.496440,0.497475,0.539977,0.461444,0.492951,0.457396,0.631497,0.603321,0.492467,0.492865,0.519625,0.429308,0.471926,0.436644,0.598598,0.566602,0.490114,0.490781,0.542959,0.440913,0.475585,0.447093,0.583491,0.559500
1800,0.347854,0.346364,0.472841,0.474941,0.419506,0.410776,0.373017,0.370644,0.506217,0.401908,0.451817,0.454126,0.462136,0.455663,0.472764,0.465287,0.511437,0.508817,0.499922,0.499088,0.491407,0.480107,0.622149,0.584352,0.495727,0.496338,0.547067,0.458744,0.499731,0.455830,0.644898,0.610062,0.492786,0.492414,0.525445,0.420478,0.478038,0.433081,0.606502,0.568829,0.490106,0.490755,0.553052,0.434740,0.481564,0.442610,0.589287,0.561144
