step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
2000,0.334153,0.331743,0.459720,0.461838,0.404152,0.393537,0.358595,0.354661,0.525906,0.393857,0.445325,0.447670,0.456434,0.448613,0.465320,0.457037,0.510253,0.507365,0.497894,0.497215,0.489961,0.478379,0.635052,0.595377,0.495528,0.496576,0.549788,0.457294,0.503628,0.456191,0.655876,0.615287,0.492595,0.491060,0.530212,0.411976,0.485349,0.429555,0.612774,0.570543,0.490028,0.490632,0.559288,0.428174,0.487598,0.441541,0.593718,0.562363
2200,0.322587,0.318904,0.445690,0.447803,0.389485,0.376682,0.345815,0.339683,0.547569,0.387879,0.438893,0.441074,0.450131,0.440669,0.458615,0.449362,0.507299,0.504072,0.495927,0.495296,0.488754,0.476585,0.641282,0.601584,0.496220,0.497583,0.558395,0.458001,0.506670,0.452975,0.664464,0.619487,0.491932,0.489552,0.537999,0.404427,0.493620,0.428960,0.618281,0.572108,0.487577,0.487820,0.568851,0.422038,0.494204,0.441219,0.598019,0.563567
2400,0.314362,0.308858,0.433498,0.435691,0.376888,0.361001,0.334906,0.325997,0.569647,0.382196,0.432699,0.434978,0.444582,0.433294,0.452825,0.442504,0.507321,0.503610,0.494833,0.494192,0.487243,0.474479,0.648062,0.609260,0.495818,0.497082,0.566994,0.459432,0.510706,0.452377,0.670757,0.622509,0.493871,0.491780,0.547759,0.395526,0.502899,0.429092,0.622943,0.573407,0.488056,0.487358,0.576316,0.417866,0.500222,0.441095,0.602044,0.564696
2600,0.307324,0.299897,0.420022,0.422245,0.367371,0.346719,0.326494,0.313347,0.592420,0.377567,0.426074,0.428042,0.439629,0.426088,0.447009,0.435310,0.506731,0.502908,0.492185,0.491546,0.485828,0.472398,0.652189,0.614439,0.497063,0.498418,0.577620,0.461421,0.515288,0.451031,0.676298,0.625300,0.493541,0.492084,0.555159,0.389664,0.509805,0.429034,0.627219,0.574615,0.485733,0.485161,0.589313,0.412504,0.507922,0.441527,0.605706,0.565711
2800,0.301741,0.292244,0.407694,0.409990,0.362438,0.334383,0.321098,0.302254,0.615361,0.374451,0.421624,0.422906,0.435330,0.419573,0.441751,0.428795,0.504910,0.500680,0.490014,0.489566,0.484239,0.470270,0.655481,0.618391,0.495231,0.496483,0.587410,0.464660,0.521731,0.450218,0.680298,0.627323,0.490673,0.488496,0.564234,0.383787,0.517771,0.429748,0.631041,0.575714,0.486014,0.485188,0.600215,0.408189,0.513992,0.440916,0.608942,0.566634
3000,0.297748,0.286071,0.396149,0.398534,0.361615,0.322812,0.318919,0.292647,0.640123,0.370786,0.417099,0.417424,0.431521,0.413274,0.436001,0.421904,0.503672,0.499046,0.487671,0.487212,0.481789,0.467282,0.657547,0.621043,0.495881,0.497243,0.596371,0.467590,0.528051,0.449044,0.683706,0.629108,0.491540,0.490544,0.572601,0.378855,0.526331,0.430074,0.634698,0.576782,0.486799,0.486360,0.609978,0.403919,0.520446,0.440737,0.611808,0.567443
3200,0.295430,0.281645,0.385174,0.387637,0.364703,0.313915,0.319777,0.284371,0.664635,0.367046,0.412762,0.412106,0.426832,0.406502,0.431414,0.415718,0.502368,0.497380,0.485087,0.484728,0.478982,0.464063,0.657919,0.621296,0.495769,0.497328,0.604477,0.469834,0.532092,0.448427,0.686469,0.630528,0.491799,0.490742,0.579443,0.373702,0.533247,0.430105,0.637831,0.577725,0.488102,0.487647,0.618171,0.399270,0.526852,0.439945,0.614399,0.568176
3400,0.293394,0.277507,0.375176,0.377726,0.370490,0.306870,0.322129,0.277645,0.688183,0.364347,0.409042,0.407415,0.423852,0.400817,0.426931,0.409929,0.502043,0.496815,0.483226,0.482960,0.476616,0.460668,0.659095,0.622205,0.495956,0.497623,0.612709,0.473172,0.537216,0.447809,0.688862,0.631815,0.491334,0.490334,0.586709,0.369187,0.542059,0.429896,0.640895,0.578642,0.487431,0.486287,0.628931,0.394467,0.534935,0.439607,0.616748,0.568851
3600,0.292082,0.274135,0.365190,0.367784,0.377341,0.300172,0.326908,0.272135,0.710164,0.360659,0.406047,0.403220,0.422374,0.395925,0.423159,0.404653,0.501096,0.495645,0.480789,0.480636,0.473898,0.457226,0.658954,0.621366,0.496316,0.497916,0.620801,0.476011,0.541106,0.448197,0.690896,0.632907,0.493974,0.492070,0.595199,0.364122,0.549325,0.429813,0.643626,0.579438,0.488792,0.487456,0.636485,0.388726,0.541279,0.438793,0.618946,0.569489
3800,0.291022,0.271176,0.355116,0.357738,0.384008,0.295510,0.333278,0.267631,0.733752,0.357205,0.402945,0.398992,0.420522,0.391232,0.419305,0.399249,0.500328,0.494621,0.478824,0.478780,0.471599,0.453581,0.659106,0.620507,0.495179,0.496532,0.627079,0.478023,0.546202,0.448038,0.692998,0.634104,0.494514,0.493004,0.600135,0.361250,0.554186,0.429693,0.646228,0.580294,0.489028,0.487016,0.646523,0.384731,0.547120,0.438231,0.620980,0.570137
4000,0.290763,0.269111,0.345777,0.348399,0.390959,0.291268,0.339691,0.264066,0.755598,0.354501,0.400768,0.395699,0.418559,0.386456,0.415859,0.394509,0.500102,0.494100,0.476853,0.476931,0.468898,0.449767,0.658636,0.618899,0.495929,0.497220,0.634241,0.480819,0.550169,0.448108,0.694642,0.635022,0.495751,0.493259,0.606777,0.357393,0.561341,0.429694,0.648537,0.581012,0.491097,0.489321,0.656814,0.381090,0.553901,0.437874,0.622992,0.570721
4200,0.290733,0.267276,0.337458,0.340124,0.398818,0.288131,0.346637,0.261372,0.775954,0.351443,0.398212,0.392049,0.417910,0.382752,0.413141,0.390248,0.499863,0.493574,0.475111,0.475346,0.466481,0.446007,0.657928,0.617066,0.494067,0.495531,0.641624,0.483049,0.552512,0.447625,0.695945,0.635753,0.494721,0.492138,0.612848,0.353777,0.568210,0.429595,0.650410,0.581605,0.491095,0.489354,0.667323,0.378369,0.558942,0.436835,0.624617,0.571207
4400,0.290123,0.265224,0.329420,0.332108,0.407081,0.285332,0.355028,0.259573,0.794673,0.348981,0.397286,0.389838,0.417467,0.379423,0.410402,0.385672,0.499102,0.492471,0.472595,0.472989,0.463239,0.441564,0.655804,0.613591,0.494881,0.496506,0.650091,0.486254,0.554865,0.447142,0.697231,0.636503,0.493789,0.491010,0.618028,0.351377,0.574015,0.429574,0.652171,0.582191,0.490463,0.488848,0.677166,0.375137,0.564692,0.436642,0.626216,0.571717
4600,0.290065,0.263688,0.322019,0.324700,0.414085,0.282379,0.362701,0.258309,0.813376,0.347361,0.395461,0.386881,0.416458,0.375607,0.407981,0.381619,0.498450,0.491620,0.470104,0.470767,0.461477,0.438358,0.654300,0.610430,0.494108,0.495809,0.656014,0.488480,0.556879,0.447031,0.698116,0.636975,0.494140,0.489999,0.620713,0.348509,0.578029,0.428836,0.653478,0.582562,0.489732,0.487706,0.686176,0.371332,0.570726,0.436010,0.627349,0.572022
4800,0.289808,0.262126,0.315757,0.318431,0.420837,0.279698,0.370401,0.257690,0.831160,0.345075,0.394839,0.384881,0.415612,0.371930,0.406181,0.377957,0.498216,0.491029,0.468222,0.469118,0.460193,0.435330,0.651910,0.606328,0.493808,0.495486,0.661559,0.490828,0.558613,0.446584,0.699034,0.637505,0.493150,0.488978,0.622639,0.346675,0.581768,0.428324,0.654729,0.582991,0.490318,0.487981,0.695061,0.369260,0.575334,0.435686,0.628445,0.572384
5000,0.289761,0.260962,0.309572,0.312240,0.427057,0.277547,0.377931,0.257662,0.848058,0.343178,0.394666,0.383151,0.415645,0.369104,0.404566,0.374679,0.497711,0.490271,0.466218,0.467354,0.458692,0.432122,0.649358,0.602294,0.493989,0.495701,0.668296,0.493711,0.560290,0.446427,0.699818,0.637957,0.493654,0.489140,0.624720,0.344334,0.585625,0.427356,0.655833,0.583348,0.491746,0.489794,0.700789,0.367203,0.578955,0.434404,0.629391,0.572677
