step,train_loss,val_loss,val_loss_hard
0,5.549263,5.549123,5.549123
1000,3.069217,2.994427,2.994427
2000,2.525897,2.506416,2.506416
3000,2.379978,2.367020,2.367020
4000,2.292863,2.277465,2.277465
5000,2.214141,2.201816,2.201816
6000,2.144311,2.135269,2.135269
7000,2.079121,2.065701,2.065701
8000,2.007284,1.997780,1.997780
9000,1.929267,1.925248,1.925248
10000,1.871337,1.867705,1.867705
11000,1.826188,1.819810,1.819810
12000,1.783666,1.781485,1.781485
13000,1.759266,1.754539,1.754539
14000,1.739079,1.737141,1.737141
15000,1.717374,1.719494,1.719494
16000,1.700071,1.700985,1.700985
17000,1.683192,1.689589,1.689589
18000,1.685027,1.677620,1.677620
19000,1.673295,1.670603,1.670603
20000,1.665079,1.663760,1.663760
21000,1.658958,1.657037,1.657037
22000,1.650891,1.648449,1.648449
23000,1.638679,1.644286,1.644286
24000,1.638624,1.637769,1.637769
25000,1.627362,1.630993,1.630993
26000,1.626538,1.629244,1.629244
27000,1.621756,1.624832,1.624832
28000,1.620785,1.619353,1.619353
29000,1.616898,1.615318,1.615318
30000,1.617996,1.612971,1.612971
31000,1.607964,1.606479,1.606479
32000,1.605118,1.606163,1.606163
33000,1.603157,1.602365,1.602365
34000,1.600664,1.597651,1.597651
35000,1.599346,1.596345,1.596345
36000,1.594231,1.592988,1.592988
37000,1.587269,1.592309,1.592309
38000,1.585304,1.588483,1.588483
39000,1.585511,1.585022,1.585022
40000,1.585995,1.583737,1.583737
41000,1.579909,1.582168,1.582168
42000,1.576888,1.576780,1.576780
43000,1.578218,1.575462,1.575462
44000,1.571938,1.573757,1.573757
45000,1.570654,1.569546,1.569546
46000,1.569064,1.569665,1.569665
47000,1.567456,1.567696,1.567696
48000,1.561514,1.565922,1.565922
49000,1.562401,1.562667,1.562667
50000,1.556329,1.561183,1.561183
51000,1.559563,1.559213,1.559213
52000,1.554747,1.555976,1.555976
53000,1.558730,1.554930,1.554930
54000,1.554354,1.554075,1.554075
55000,1.550514,1.551193,1.551193
56000,1.547328,1.551256,1.551256
57000,1.546366,1.547396,1.547396
58000,1.549283,1.547809,1.547809
59000,1.544305,1.546396,1.546396
60000,1.543173,1.544719,1.544719
61000,1.544409,1.539855,1.539855
62000,1.540089,1.539117,1.539117
63000,1.542095,1.538460,1.538460
64000,1.537779,1.536518,1.536518
65000,1.533746,1.534886,1.534886
66000,1.537159,1.535109,1.535109
67000,1.533441,1.532953,1.532953
68000,1.533263,1.529454,1.529454
69000,1.532177,1.530857,1.530857
70000,1.528605,1.531016,1.531016
71000,1.525907,1.529359,1.529359
72000,1.528150,1.526851,1.526851
73000,1.525609,1.526164,1.526164
74000,1.528220,1.523203,1.523203
75000,1.522913,1.521579,1.521579
76000,1.526452,1.521698,1.521698
77000,1.521236,1.520615,1.520615
78000,1.520932,1.519576,1.519576
79000,1.520608,1.518927,1.518927
80000,1.520327,1.518088,1.518088
81000,1.517568,1.517234,1.517234
82000,1.515666,1.515740,1.515740
83000,1.513175,1.515472,1.515472
84000,1.514165,1.515172,1.515172
85000,1.514497,1.513729,1.513729
86000,1.512186,1.513556,1.513556
87000,1.507526,1.513097,1.513097
88000,1.512796,1.511644,1.511644
89000,1.512133,1.512313,1.512313
90000,1.513088,1.512438,1.512438
91000,1.509702,1.511880,1.511880
92000,1.512815,1.510988,1.510988
93000,1.509908,1.509529,1.509529
94000,1.506155,1.510182,1.510182
95000,1.510638,1.509920,1.509920
96000,1.508344,1.508117,1.508117
97000,1.510308,1.507104,1.507104
98000,1.508496,1.508336,1.508336
99000,1.504167,1.507236,1.507236
