step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497450,0.497693,0.498257,0.498346,0.499751,0.499554,0.498420,0.498125,0.499161,0.498446,0.497994,0.497932,0.499598,0.499450,0.499523,0.499133,0.499512,0.498845,0.499049,0.498966,0.500425,0.500377,0.500151,0.499827,0.499322,0.498721,0.498814,0.498838,0.500157,0.500129,0.500551,0.500251,0.498779,0.498574,0.499190,0.499185,0.500059,0.500034,0.501065,0.500830,0.499256,0.498871,0.499301,0.499310,0.499710,0.499689,0.501152,0.500953
400,0.490028,0.491317,0.489079,0.489548,0.492660,0.492018,0.499503,0.497526,0.501949,0.498843,0.491827,0.491108,0.497105,0.495951,0.501572,0.499355,0.502496,0.500004,0.495117,0.494664,0.501068,0.500109,0.504091,0.502064,0.499953,0.498161,0.495122,0.494900,0.500838,0.500359,0.506931,0.505085,0.499530,0.498355,0.499045,0.499005,0.503652,0.503373,0.509141,0.507982,0.500560,0.499289,0.498313,0.498309,0.499711,0.499547,0.509199,0.508453
600,0.478939,0.482303,0.473482,0.474893,0.479340,0.477781,0.500759,0.496750,0.505844,0.498694,0.481279,0.478955,0.492031,0.488552,0.502262,0.497031,0.506281,0.499651,0.485997,0.484033,0.500361,0.496941,0.507352,0.501661,0.500757,0.495920,0.486934,0.486205,0.501859,0.499705,0.514751,0.509347,0.499118,0.496457,0.496827,0.496649,0.511994,0.510952,0.519885,0.516365,0.500165,0.497264,0.497174,0.496993,0.501316,0.500589,0.520317,0.518236
800,0.465598,0.471241,0.453358,0.456067,0.463540,0.459565,0.503512,0.496195,0.511229,0.498298,0.467500,0.461969,0.488668,0.478731,0.504016,0.494469,0.512169,0.498606,0.472164,0.467088,0.499008,0.490236,0.511298,0.500216,0.503810,0.493351,0.476754,0.474525,0.505835,0.500496,0.523799,0.513014,0.496554,0.491217,0.490732,0.490296,0.524855,0.521610,0.530942,0.523484,0.499207,0.494000,0.492853,0.492719,0.505648,0.503470,0.533172,0.528638
1000,0.453789,0.461480,0.432681,0.436719,0.459156,0.446865,0.511603,0.499225,0.518451,0.498045,0.456200,0.444221,0.492623,0.471689,0.510843,0.494324,0.518389,0.495522,0.460278,0.448611,0.500268,0.482891,0.517410,0.498980,0.509346,0.490988,0.464913,0.460465,0.510306,0.499370,0.534049,0.515704,0.494581,0.485156,0.481873,0.481213,0.539435,0.531998,0.541355,0.528588,0.498560,0.489756,0.487140,0.486805,0.510908,0.506445,0.546842,0.538580
1200,0.443229,0.452726,0.415271,0.420269,0.467544,0.442302,0.521013,0.503752,0.525277,0.497256,0.454213,0.431087,0.508136,0.470493,0.520900,0.496693,0.528251,0.494506,0.455580,0.434450,0.506884,0.477268,0.526498,0.499839,0.516509,0.488799,0.456361,0.448999,0.515873,0.498411,0.547182,0.520381,0.493304,0.479310,0.472193,0.471202,0.552712,0.539990,0.551659,0.532911,0.495128,0.483273,0.480773,0.480407,0.516150,0.508586,0.559670,0.546757
1400,0.435646,0.445964,0.400629,0.405969,0.485424,0.446619,0.532169,0.509755,0.531790,0.495716,0.458789,0.423127,0.529537,0.474520,0.534429,0.501809,0.536609,0.491008,0.455983,0.422216,0.515581,0.471915,0.537715,0.502282,0.524449,0.486472,0.448812,0.438196,0.520806,0.495311,0.560286,0.524848,0.494729,0.474741,0.462437,0.460879,0.562862,0.542974,0.561999,0.536778,0.494511,0.479486,0.474513,0.474434,0.520727,0.509816,0.571164,0.552876
1600,0.428150,0.439160,0.389591,0.393533,0.506409,0.453512,0.545304,0.517041,0.536693,0.493896,0.465571,0.416928,0.553234,0.482052,0.549281,0.508552,0.545424,0.488480,0.460468,0.413027,0.526619,0.466752,0.550793,0.506034,0.531800,0.483964,0.442981,0.428269,0.529254,0.493727,0.573379,0.528984,0.495048,0.469817,0.452045,0.449647,0.568767,0.540648,0.572812,0.539988,0.491888,0.473903,0.469794,0.469217,0.527190,0.512129,0.582186,0.557530
1800,0.421515,0.432938,0.382683,0.383892,0.528701,0.462824,0.558178,0.524732,0.541088,0.491788,0.474876,0.411958,0.579226,0.491441,0.563869,0.515161,0.552553,0.485618,0.466999,0.405547,0.543040,0.464720,0.560697,0.508125,0.537209,0.480199,0.439299,0.420091,0.537956,0.491635,0.584259,0.531387,0.496382,0.465972,0.440505,0.437111,0.570302,0.534803,0.581473,0.540784,0.491503,0.470275,0.463984,0.463123,0.530705,0.511925,0.591220,0.559802
