step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.499180,0.499320,0.498430,0.498432,0.498313,0.498307,0.498895,0.498757,0.498748,0.498765,0.499279,0.499279,0.499291,0.499289,0.498827,0.498880,0.499324,0.499314,0.499561,0.499586,0.499363,0.499370,0.499707,0.499705,0.499550,0.499613,0.499357,0.499365,0.499666,0.499669,0.499634,0.499620,0.499421,0.499429,0.499730,0.499731
400,0.496588,0.497651,0.496176,0.496305,0.494466,0.494653,0.497096,0.496544,0.496691,0.496926,0.499073,0.499018,0.497752,0.497462,0.495835,0.496159,0.498557,0.498461,0.498066,0.498036,0.498293,0.498328,0.499380,0.499327,0.497754,0.497752,0.497161,0.497236,0.499349,0.499282,0.498965,0.499005,0.498757,0.498820,0.499741,0.499718
600,0.490856,0.493881,0.492969,0.493577,0.487443,0.487876,0.495306,0.492890,0.492169,0.492472,0.498291,0.498074,0.496467,0.493813,0.488613,0.488892,0.494636,0.494369,0.497018,0.495343,0.495246,0.495237,0.497968,0.497854,0.496450,0.494953,0.491121,0.490914,0.498013,0.497727,0.498550,0.498404,0.497258,0.497415,0.499658,0.499605
800,0.481416,0.486832,0.489383,0.490838,0.477156,0.477791,0.494016,0.487305,0.483141,0.483222,0.495570,0.494924,0.497568,0.489192,0.477281,0.477417,0.485857,0.485285,0.497125,0.491123,0.488568,0.488233,0.493771,0.493548,0.496612,0.491014,0.482762,0.482166,0.493804,0.493078,0.498319,0.497616,0.495059,0.495149,0.499345,0.499251
1000,0.468330,0.475624,0.485141,0.487885,0.463945,0.464617,0.493775,0.480860,0.469779,0.469546,0.488450,0.486774,0.501722,0.483441,0.463020,0.462842,0.472562,0.471521,0.499217,0.485690,0.477445,0.476501,0.485149,0.484527,0.499253,0.485420,0.471407,0.470193,0.484501,0.483030,0.498711,0.496634,0.491625,0.491213,0.498176,0.497935
1200,0.453578,0.462085,0.480070,0.484495,0.448520,0.448708,0.495072,0.474108,0.454616,0.453682,0.478368,0.474815,0.511032,0.477858,0.446765,0.445746,0.456815,0.454816,0.504569,0.479505,0.462770,0.460696,0.472682,0.471034,0.505748,0.479717,0.458311,0.455860,0.472626,0.469765,0.500164,0.495453,0.486895,0.485145,0.495842,0.494988
1400,0.436656,0.445976,0.474532,0.480695,0.431580,0.430184,0.499371,0.467143,0.438447,0.436053,0.468174,0.460461,0.522767,0.472608,0.431309,0.427057,0.440477,0.435950,0.515191,0.472605,0.446827,0.441977,0.456577,0.452841,0.517526,0.473359,0.445241,0.439433,0.458675,0.453038,0.503250,0.493826,0.482007,0.477035,0.492908,0.489880
1600,0.419940,0.429385,0.469680,0.477181,0.414673,0.409223,0.506914,0.460970,0.424641,0.418152,0.464101,0.445785,0.537161,0.468295,0.433680,0.410541,0.432044,0.416904,0.533196,0.465644,0.436338,0.422442,0.440520,0.432165,0.532826,0.467417,0.439006,0.423612,0.447961,0.435266,0.508352,0.492041,0.479526,0.468523,0.492076,0.484101
1800,0.404542,0.412867,0.465600,0.473946,0.409415,0.388536,0.515003,0.455756,0.421147,0.403078,0.474966,0.435854,0.555036,0.464828,0.454816,0.403333,0.443594,0.401641,0.557213,0.462035,0.445984,0.404221,0.430419,0.411088,0.551183,0.461492,0.446624,0.409364,0.447021,0.417846,0.514823,0.489583,0.481938,0.461390,0.496251,0.479039
2000,0.394538,0.399819,0.462807,0.471398,0.423919,0.370355,0.524411,0.450607,0.433192,0.392885,0.495559,0.433410,0.573834,0.462833,0.480374,0.407420,0.466091,0.392747,0.585574,0.461659,0.468807,0.391303,0.432316,0.391670,0.571258,0.456414,0.465876,0.400983,0.460680,0.402688,0.524845,0.487092,0.490038,0.454503,0.504633,0.472234
2200,0.388071,0.388414,0.460745,0.468996,0.445801,0.354518,0.534911,0.447060,0.451325,0.387442,0.520090,0.435443,0.590823,0.460379,0.507785,0.417756,0.491954,0.393269,0.617264,0.462764,0.495097,0.384771,0.445701,0.374205,0.594052,0.452481,0.490105,0.397436,0.481975,0.391758,0.535623,0.484399,0.502055,0.449264,0.515999,0.465616
2400,0.384777,0.379459,0.459597,0.467095,0.471218,0.343033,0.544711,0.443332,0.472646,0.385239,0.547209,0.440811,0.607860,0.457598,0.536647,0.427988,0.520463,0.398656,0.649081,0.462061,0.523368,0.383857,0.466138,0.360091,0.614470,0.446906,0.516168,0.396821,0.505665,0.382158,0.546398,0.480869,0.517027,0.444704,0.531585,0.458592
2600,0.385418,0.372863,0.459020,0.465300,0.498560,0.336026,0.555513,0.439295,0.494838,0.384173,0.576178,0.445602,0.625420,0.455273,0.566532,0.437172,0.550137,0.405199,0.682172,0.462004,0.553407,0.383811,0.490487,0.348575,0.637960,0.442616,0.544013,0.396319,0.532506,0.375148,0.558101,0.477576,0.534177,0.440784,0.548752,0.450994
2800,0.387364,0.367247,0.459068,0.463667,0.527708,0.332469,0.566680,0.436055,0.519079,0.383769,0.606549,0.450581,0.641948,0.452252,0.597367,0.443714,0.581154,0.410862,0.715672,0.461360,0.584562,0.384031,0.516471,0.340101,0.661666,0.437215,0.573744,0.396509,0.561327,0.370372,0.571306,0.474657,0.552170,0.437578,0.567980,0.443921
3000,0.390990,0.362722,0.459146,0.461824,0.558624,0.332106,0.577184,0.432980,0.543836,0.381837,0.638018,0.453940,0.658066,0.449471,0.628333,0.446785,0.614201,0.416490,0.749574,0.459892,0.617266,0.383056,0.544224,0.334347,0.684155,0.431592,0.603651,0.394621,0.591699,0.366271,0.584954,0.470828,0.572125,0.434756,0.590125,0.436565
