step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.out_v2d.T,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.out_v2d.T,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.out_v2d.T,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.out_v2d.T,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.out_v2d.T,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.out_v2d.T
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.100000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.100000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.100000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.100000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.100000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.100000
200,0.497239,0.497137,0.498349,0.498361,0.498226,0.498117,0.100416,0.499088,0.498682,0.499084,0.499047,0.499029,0.498990,0.100360,0.499608,0.499589,0.499060,0.499029,0.498878,0.498896,0.099791,0.500020,0.500180,0.498788,0.498752,0.498723,0.498734,0.099879,0.500015,0.499600,0.498622,0.498568,0.498537,0.498561,0.099847,0.499743,0.499781,0.498749,0.498686,0.498644,0.498666,0.099902
400,0.488090,0.487920,0.499028,0.499116,0.493772,0.493076,0.102403,0.498729,0.495859,0.497353,0.497118,0.496470,0.496271,0.101996,0.498120,0.497562,0.497990,0.497720,0.496695,0.496390,0.100747,0.500364,0.500388,0.498752,0.498496,0.497443,0.497461,0.100220,0.499865,0.499403,0.497736,0.497403,0.497014,0.497363,0.099964,0.500827,0.500848,0.497322,0.497085,0.496936,0.497446,0.099897
600,0.473200,0.473004,0.503069,0.503438,0.482308,0.481992,0.105434,0.500350,0.490484,0.494931,0.494566,0.492357,0.492109,0.103771,0.497280,0.494147,0.495304,0.494375,0.491586,0.490414,0.102034,0.500979,0.500164,0.499441,0.498607,0.496517,0.495911,0.101324,0.501918,0.500450,0.498276,0.497487,0.496079,0.495718,0.100206,0.501359,0.500662,0.496008,0.495279,0.494465,0.494053,0.099689
800,0.453004,0.452719,0.507179,0.507909,0.462143,0.463410,0.109344,0.504604,0.483197,0.491316,0.490774,0.487409,0.487101,0.105735,0.496555,0.489466,0.490402,0.488730,0.485966,0.483820,0.103768,0.502265,0.501092,0.501363,0.499905,0.497155,0.496177,0.103305,0.502783,0.500958,0.499481,0.498558,0.497121,0.495842,0.100484,0.500639,0.497937,0.496390,0.495867,0.494784,0.492491,0.099982
1000,0.429511,0.429027,0.508116,0.509225,0.437407,0.439065,0.113678,0.514225,0.476746,0.486450,0.485740,0.480807,0.480444,0.107358,0.501160,0.487549,0.483976,0.481611,0.479383,0.476231,0.105742,0.502231,0.499796,0.502344,0.500032,0.497763,0.496330,0.104444,0.505654,0.502517,0.501365,0.500113,0.498612,0.496838,0.100984,0.502122,0.498530,0.496826,0.496504,0.495764,0.492388,0.100749
1200,0.405640,0.405032,0.505382,0.506755,0.414216,0.415497,0.118799,0.531467,0.471548,0.480477,0.479673,0.472510,0.472085,0.109751,0.506827,0.487334,0.478415,0.475366,0.473480,0.469189,0.108637,0.506258,0.502733,0.504139,0.501390,0.498774,0.496806,0.105466,0.508647,0.505352,0.503660,0.502270,0.500441,0.498349,0.101682,0.503127,0.498919,0.497862,0.497728,0.497555,0.493518,0.101739
1400,0.385090,0.384212,0.498867,0.500553,0.393369,0.393646,0.124071,0.553272,0.468517,0.476051,0.474868,0.465101,0.464390,0.112416,0.512827,0.485953,0.471229,0.467892,0.466322,0.460626,0.111319,0.507936,0.503466,0.503914,0.500835,0.499328,0.496937,0.106272,0.512093,0.508030,0.506617,0.504387,0.501966,0.499367,0.101823,0.504521,0.501079,0.499205,0.499114,0.499273,0.494554,0.102196
1600,0.366334,0.365035,0.490263,0.492221,0.375259,0.373914,0.129524,0.574796,0.463826,0.471321,0.469778,0.457973,0.456745,0.115184,0.520537,0.486965,0.465900,0.461944,0.460013,0.452317,0.114602,0.508216,0.502951,0.504030,0.500379,0.499762,0.497117,0.106840,0.511715,0.507135,0.508752,0.506107,0.503324,0.500387,0.102302,0.506571,0.503621,0.501924,0.501881,0.502467,0.497034,0.102330
