step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497787,0.498066,0.496772,0.496779,0.496418,0.496365,0.498280,0.498305,0.497329,0.497355,0.498195,0.498175,0.498610,0.498629,0.497744,0.497756,0.498601,0.498607,0.498474,0.498484,0.497870,0.497886,0.499177,0.499175,0.498290,0.498225,0.498137,0.498168,0.499440,0.499444,0.498712,0.498675,0.498189,0.498216,0.499649,0.499655
400,0.490379,0.492891,0.493506,0.493612,0.488007,0.488168,0.499319,0.497652,0.492600,0.493156,0.494119,0.493951,0.498829,0.497046,0.494426,0.494866,0.496826,0.496511,0.497986,0.497184,0.495543,0.495860,0.498439,0.498111,0.497434,0.497214,0.496592,0.496841,0.499172,0.499043,0.497901,0.497745,0.497347,0.497482,0.499572,0.499510
600,0.476879,0.483183,0.487469,0.488098,0.474132,0.475744,0.508613,0.501322,0.483382,0.484475,0.484524,0.484311,0.507402,0.498629,0.485522,0.486667,0.487308,0.486666,0.503484,0.497259,0.489632,0.490588,0.496285,0.495172,0.499481,0.497175,0.492852,0.493388,0.498737,0.498497,0.498262,0.497281,0.496343,0.496611,0.499716,0.499607
800,0.460121,0.470472,0.478348,0.479874,0.457869,0.461547,0.523028,0.507458,0.470271,0.471059,0.470789,0.469995,0.523362,0.503390,0.471354,0.472424,0.469607,0.468590,0.517212,0.499623,0.479285,0.480552,0.493883,0.490952,0.506390,0.498364,0.486394,0.486616,0.497424,0.497192,0.500332,0.497156,0.495107,0.495427,0.500008,0.499773
1000,0.445205,0.459103,0.466450,0.469123,0.440951,0.446200,0.542538,0.515758,0.460127,0.458103,0.459450,0.456012,0.544479,0.510783,0.458942,0.457370,0.451509,0.449141,0.536719,0.504302,0.465641,0.465750,0.492038,0.485724,0.520206,0.502295,0.478539,0.475686,0.493546,0.493749,0.505776,0.498339,0.494011,0.494045,0.500580,0.500045
1200,0.435332,0.451119,0.454730,0.458324,0.426800,0.432539,0.561746,0.523735,0.458055,0.449202,0.455036,0.445493,0.565549,0.518513,0.455034,0.444457,0.435283,0.430306,0.559429,0.511432,0.454157,0.450340,0.491238,0.480090,0.538349,0.508370,0.474469,0.465086,0.488743,0.489383,0.513633,0.500580,0.493872,0.493012,0.501395,0.500352
1400,0.427957,0.444830,0.444733,0.449137,0.415208,0.419777,0.581187,0.531210,0.465140,0.444425,0.459473,0.439600,0.587533,0.526071,0.462869,0.435515,0.425567,0.414901,0.583709,0.520176,0.446673,0.435194,0.489860,0.472770,0.560173,0.516327,0.477819,0.455325,0.482526,0.483482,0.523644,0.503783,0.494746,0.492169,0.502179,0.500541
1600,0.423188,0.439963,0.436447,0.441114,0.406786,0.408052,0.600774,0.538784,0.479106,0.444065,0.472431,0.439665,0.610239,0.534004,0.480457,0.433547,0.425860,0.403794,0.607824,0.528484,0.449879,0.423083,0.491508,0.466592,0.581815,0.524117,0.488509,0.447369,0.474993,0.475613,0.536379,0.508175,0.497175,0.491617,0.503047,0.500608
1800,0.420742,0.436587,0.429696,0.433872,0.403413,0.398823,0.619654,0.545221,0.496734,0.447506,0.487985,0.442954,0.633575,0.541734,0.501704,0.436689,0.435237,0.399500,0.633112,0.536080,0.459601,0.413952,0.493115,0.459789,0.605824,0.533446,0.505097,0.442580,0.468665,0.468260,0.549712,0.512928,0.501201,0.491519,0.503838,0.500562
