step,train_loss,val_loss
0,5.701564,5.661495
1000,2.131122,2.041440
2000,1.869873,1.866720
3000,1.745542,1.737273
4000,1.658415,1.658045
5000,1.618310,1.615315
6000,1.583926,1.585208
7000,1.576659,1.565359
8000,1.547654,1.548244
9000,1.537330,1.527736
10000,1.520766,1.513289
11000,1.510348,1.499791
12000,1.496330,1.491685
13000,1.474329,1.482112
14000,1.465756,1.470711
15000,1.457470,1.459729
16000,1.449531,1.453535
17000,1.452443,1.445703
18000,1.439976,1.439545
19000,1.436881,1.433569
20000,1.427516,1.429147
21000,1.423786,1.425737
22000,1.423471,1.420783
23000,1.408672,1.418442
24000,1.413269,1.415746
