step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.498883,0.498883,0.498703,0.498701,0.496508,0.496487,0.496843,0.496786,0.501410,0.499471,0.498875,0.498643,0.497425,0.497403,0.500336,0.499465,0.500193,0.499855,0.499611,0.499588,0.500547,0.500537,0.503214,0.503126,0.500281,0.500269,0.500386,0.500380,0.500986,0.500974,0.503216,0.503123,0.500018,0.499992,0.500214,0.500125,0.500562,0.500557,0.503209,0.503117,0.499456,0.499518,0.499618,0.499588,0.500206,0.500205,0.503329,0.503317
400,0.499813,0.499763,0.491453,0.491474,0.486996,0.486716,0.487601,0.487043,0.512028,0.506878,0.497752,0.494317,0.489467,0.489142,0.497711,0.493403,0.509916,0.508023,0.498144,0.497051,0.498079,0.497572,0.511871,0.510025,0.501037,0.501094,0.500922,0.500973,0.505026,0.504758,0.513835,0.513530,0.502882,0.502817,0.503003,0.502906,0.505467,0.505394,0.513798,0.513492,0.500450,0.500513,0.501554,0.501564,0.506037,0.505976,0.514117,0.513808
600,0.505754,0.505575,0.476737,0.476771,0.472848,0.471533,0.476207,0.473782,0.530532,0.522305,0.506786,0.492307,0.481727,0.479993,0.496134,0.485782,0.527550,0.523237,0.499435,0.493744,0.493066,0.490587,0.523496,0.515285,0.503345,0.502897,0.500639,0.500431,0.510022,0.508829,0.531967,0.531559,0.507559,0.507634,0.508124,0.508028,0.514746,0.514374,0.531926,0.531490,0.505834,0.505953,0.506700,0.506699,0.517122,0.516842,0.532190,0.531737
800,0.509321,0.508787,0.455105,0.455137,0.459515,0.452946,0.463658,0.457776,0.556925,0.544408,0.526155,0.498794,0.477427,0.471256,0.495040,0.476450,0.553939,0.546914,0.506975,0.492010,0.494091,0.486164,0.534864,0.518349,0.508121,0.506564,0.500787,0.500361,0.515134,0.512337,0.556152,0.555731,0.514206,0.514331,0.515832,0.515738,0.526704,0.525765,0.557657,0.557061,0.510455,0.510112,0.514380,0.514403,0.531433,0.530656,0.557552,0.556991
1000,0.509444,0.508472,0.431126,0.431126,0.462978,0.440633,0.452508,0.441197,0.588108,0.569289,0.553634,0.514598,0.482313,0.468753,0.496890,0.468195,0.584830,0.572737,0.518902,0.493106,0.502469,0.485917,0.544185,0.519036,0.517286,0.513723,0.500153,0.499360,0.519903,0.514936,0.579199,0.578290,0.521804,0.521827,0.523913,0.523815,0.538882,0.537044,0.587002,0.586176,0.516413,0.515575,0.522859,0.522906,0.547350,0.546142,0.587311,0.586646
1200,0.503860,0.502394,0.408682,0.408652,0.477568,0.435683,0.443903,0.425940,0.619997,0.593258,0.581787,0.529161,0.490666,0.468195,0.499960,0.460712,0.616414,0.598078,0.528838,0.491924,0.512368,0.485232,0.552680,0.518124,0.522054,0.516426,0.496886,0.495429,0.523928,0.516132,0.604833,0.603046,0.529828,0.529704,0.532922,0.532667,0.550234,0.547099,0.617322,0.616309,0.524153,0.522395,0.531374,0.531414,0.560371,0.558225,0.616555,0.615779
1400,0.496009,0.494084,0.387181,0.387117,0.494495,0.432813,0.438606,0.413283,0.652434,0.615444,0.611814,0.545068,0.501155,0.469261,0.504458,0.454397,0.649754,0.623649,0.545090,0.495838,0.526966,0.488132,0.560054,0.515811,0.526431,0.518342,0.493481,0.491675,0.527147,0.515823,0.627433,0.623914,0.537705,0.537526,0.541011,0.540710,0.560800,0.556408,0.650272,0.649115,0.534424,0.531779,0.539238,0.539283,0.575502,0.571192,0.646511,0.646006
1600,0.485458,0.483139,0.367013,0.366915,0.514190,0.432547,0.436146,0.401083,0.685643,0.635815,0.642980,0.561061,0.517200,0.473521,0.512524,0.448966,0.682510,0.644779,0.559321,0.497656,0.541787,0.488899,0.567825,0.513513,0.532105,0.520746,0.490828,0.488528,0.531165,0.515295,0.647421,0.641716,0.543387,0.543012,0.551810,0.551515,0.571493,0.564592,0.683920,0.682627,0.542506,0.538888,0.549981,0.550021,0.586779,0.580052,0.678801,0.678037
1800,0.474517,0.471894,0.348116,0.347985,0.536566,0.433860,0.435225,0.389536,0.719546,0.654604,0.674180,0.574864,0.533735,0.477635,0.521083,0.443907,0.715833,0.664521,0.574858,0.500677,0.558537,0.490261,0.575525,0.509970,0.538404,0.523715,0.487027,0.484099,0.534373,0.514314,0.664287,0.657098,0.548775,0.548356,0.561323,0.560875,0.581097,0.571646,0.720871,0.719410,0.549559,0.545262,0.558064,0.558117,0.596957,0.587236,0.712951,0.712574
