step,L0.qkv_lut.T_soft,L0.qkv_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qkv_lut.T_soft,L1.qkv_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qkv_lut.T_soft,L2.qkv_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qkv_lut.T_soft,L3.qkv_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qkv_lut.T_soft,L4.qkv_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qkv_lut.T_soft,L5.qkv_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.500561,0.500619,0.498785,0.498796,0.498839,0.498818,0.496880,0.496812,0.499537,0.497919,0.498931,0.499023,0.499700,0.499704,0.499944,0.499424,0.499497,0.498921,0.498910,0.498917,0.498667,0.498644,0.502631,0.502386,0.499394,0.499277,0.499072,0.499008,0.498684,0.498674,0.503010,0.502783,0.499030,0.498959,0.498911,0.498878,0.498567,0.498558,0.502998,0.502808,0.499805,0.499310,0.499664,0.499222,0.498633,0.498643,0.503014,0.502818
400,0.505684,0.505928,0.498954,0.499294,0.491699,0.491718,0.487859,0.487409,0.506245,0.494675,0.494261,0.494243,0.495493,0.495414,0.493331,0.491432,0.502139,0.497395,0.495097,0.495048,0.497664,0.497702,0.508415,0.506229,0.498102,0.497337,0.498199,0.497551,0.496352,0.496308,0.512633,0.511051,0.498783,0.493867,0.498964,0.493392,0.493111,0.493167,0.513040,0.511522,0.497523,0.493479,0.497579,0.493318,0.493079,0.493073,0.512542,0.510452
600,0.511038,0.511652,0.502042,0.503287,0.475671,0.475670,0.476294,0.474719,0.519831,0.493524,0.485910,0.484746,0.482500,0.482236,0.486479,0.481869,0.512079,0.497252,0.486812,0.486406,0.492678,0.492619,0.513559,0.506571,0.503550,0.500942,0.504542,0.502219,0.493417,0.491151,0.527532,0.518461,0.500269,0.483018,0.500249,0.481170,0.483314,0.482576,0.526680,0.519765,0.494066,0.483544,0.493548,0.483384,0.484913,0.484754,0.526782,0.518746
800,0.509528,0.510687,0.502232,0.505088,0.453137,0.452798,0.464067,0.460783,0.539517,0.491316,0.474309,0.470546,0.465340,0.463962,0.478029,0.470313,0.528064,0.497069,0.475885,0.474414,0.485522,0.484920,0.515986,0.503388,0.510865,0.505938,0.511381,0.508082,0.495044,0.488033,0.538930,0.524223,0.498634,0.475484,0.493994,0.472319,0.481732,0.473167,0.545249,0.529267,0.498343,0.476836,0.499139,0.474218,0.481960,0.475632,0.545581,0.529572
1000,0.497918,0.499347,0.494164,0.498349,0.429206,0.428359,0.450424,0.444617,0.564257,0.488650,0.462980,0.452761,0.447838,0.444527,0.467961,0.455547,0.545992,0.497320,0.464854,0.461445,0.474494,0.472577,0.516846,0.496930,0.513647,0.507863,0.515616,0.511990,0.498188,0.487603,0.556462,0.533985,0.501753,0.468541,0.498144,0.465275,0.485900,0.466058,0.566151,0.538542,0.504101,0.468892,0.506645,0.465787,0.487481,0.469758,0.567506,0.540956
1200,0.481902,0.483348,0.482120,0.486730,0.407950,0.406075,0.437784,0.429046,0.586723,0.484674,0.455756,0.437595,0.433602,0.427410,0.459054,0.441406,0.564356,0.496622,0.454548,0.448720,0.464113,0.460147,0.516605,0.489438,0.514469,0.507006,0.517611,0.513387,0.499327,0.487033,0.579836,0.550627,0.507978,0.465763,0.505780,0.460734,0.492572,0.465459,0.587871,0.554976,0.508717,0.465712,0.511167,0.460133,0.495120,0.469867,0.586259,0.560066
1400,0.463249,0.464672,0.467310,0.471928,0.389967,0.385866,0.426738,0.414241,0.609868,0.479257,0.455811,0.424708,0.423600,0.412795,0.452728,0.428158,0.581748,0.494081,0.447465,0.437988,0.455310,0.448473,0.516468,0.482096,0.513959,0.504170,0.515889,0.511512,0.498768,0.484714,0.600295,0.561066,0.516929,0.462462,0.517133,0.456880,0.501429,0.466416,0.614684,0.574338,0.514422,0.459607,0.519515,0.453079,0.504627,0.470840,0.608958,0.574725
1600,0.444905,0.446231,0.451084,0.455546,0.377532,0.367680,0.417338,0.400098,0.633255,0.472237,0.461776,0.413752,0.416987,0.398200,0.449772,0.415815,0.600372,0.492022,0.443094,0.428129,0.446493,0.435616,0.517195,0.474057,0.509750,0.496856,0.511831,0.507186,0.495022,0.480636,0.609468,0.569700,0.525692,0.461731,0.525393,0.457255,0.510751,0.469919,0.632418,0.589359,0.518517,0.455390,0.524431,0.448173,0.511681,0.472788,0.626915,0.586966
1800,0.426959,0.428171,0.436072,0.440426,0.374631,0.352779,0.410235,0.386468,0.654398,0.466173,0.470207,0.405366,0.415244,0.385714,0.449098,0.403937,0.618824,0.488338,0.440757,0.418766,0.440029,0.424131,0.518445,0.466652,0.507925,0.490870,0.506889,0.502356,0.490006,0.475762,0.612091,0.574102,0.531587,0.460624,0.539942,0.463395,0.519331,0.472174,0.648157,0.594807,0.524652,0.451336,0.533298,0.441020,0.521851,0.475438,0.635132,0.590000
