step,L0.qk_joint.T_soft,L0.qk_joint.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_joint.T_soft,L1.qk_joint.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_joint.T_soft,L2.qk_joint.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_joint.T_soft,L3.qk_joint.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_joint.T_soft,L4.qk_joint.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_joint.T_soft,L5.qk_joint.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
4200,0.292400,0.269566,0.351846,0.354695,0.410656,0.291253,0.301395,0.249590,0.769865,0.357751,0.388760,0.382365,0.430228,0.382233,0.412365,0.395517,0.511910,0.503094,0.489752,0.489291,0.481836,0.452461,0.651536,0.635593,0.489184,0.489570,0.671942,0.602687,0.505206,0.447017,0.856855,0.679117,0.509207,0.505898,0.555262,0.378655,0.536766,0.414801,0.695354,0.594822,0.496521,0.493128,0.675484,0.394265,0.559052,0.436244,0.745228,0.594443
4400,0.292064,0.267806,0.343562,0.346419,0.419120,0.288173,0.306214,0.246318,0.788065,0.354217,0.387770,0.379670,0.430713,0.378781,0.408669,0.390766,0.510848,0.501661,0.487272,0.486966,0.478905,0.448910,0.650838,0.633572,0.489197,0.489731,0.678527,0.606594,0.507646,0.447203,0.867904,0.682836,0.509080,0.505552,0.563208,0.375386,0.540136,0.412931,0.697525,0.595333,0.497999,0.494201,0.683751,0.390900,0.564622,0.434862,0.749724,0.594916
4600,0.292040,0.266207,0.336360,0.339208,0.427208,0.285135,0.311370,0.243651,0.807405,0.352234,0.386042,0.376622,0.431973,0.376337,0.405322,0.386454,0.510646,0.501053,0.485085,0.484906,0.475957,0.444873,0.650445,0.631868,0.488966,0.489592,0.685333,0.610489,0.509464,0.447363,0.879137,0.686901,0.509687,0.506099,0.570392,0.373344,0.544654,0.411743,0.699322,0.595764,0.498544,0.494526,0.691289,0.388113,0.569015,0.433287,0.753360,0.595317
4800,0.291660,0.264699,0.329771,0.332610,0.434834,0.282732,0.316237,0.241618,0.824809,0.350219,0.385471,0.374407,0.432577,0.373246,0.402512,0.382697,0.511033,0.500893,0.482985,0.482934,0.472892,0.440855,0.649344,0.629278,0.489249,0.489914,0.692966,0.614392,0.511252,0.447382,0.890270,0.691126,0.510213,0.506665,0.575585,0.370970,0.548426,0.410655,0.700648,0.595991,0.499651,0.495412,0.699118,0.385279,0.572965,0.431267,0.756300,0.595524
5000,0.291615,0.263539,0.324019,0.326853,0.441848,0.280518,0.321609,0.240225,0.840453,0.348668,0.384947,0.372322,0.432918,0.370168,0.399636,0.378889,0.510540,0.500043,0.480903,0.481037,0.471451,0.437672,0.648367,0.626710,0.488624,0.489494,0.697343,0.616829,0.512901,0.447347,0.899821,0.694836,0.510138,0.506312,0.580672,0.369097,0.551532,0.409444,0.701984,0.596307,0.500748,0.496343,0.706576,0.382745,0.575761,0.428733,0.758937,0.595798
5200,0.291013,0.261933,0.318894,0.321723,0.448228,0.278324,0.327224,0.239464,0.855113,0.346820,0.384784,0.370465,0.434195,0.367890,0.396893,0.375155,0.510770,0.499804,0.479217,0.479495,0.469814,0.434573,0.647574,0.624527,0.488868,0.489636,0.702364,0.619425,0.513917,0.446844,0.907561,0.697766,0.511101,0.507348,0.585188,0.367647,0.553741,0.408032,0.702986,0.596441,0.502297,0.497541,0.713157,0.380701,0.578984,0.427759,0.761217,0.595899
5400,0.291198,0.261056,0.314189,0.317039,0.454182,0.276523,0.332365,0.238714,0.869270,0.345052,0.385695,0.369475,0.435798,0.366337,0.394647,0.372033,0.509898,0.498629,0.477759,0.478080,0.468845,0.432192,0.646252,0.622052,0.488207,0.489111,0.707006,0.622467,0.515000,0.446806,0.913144,0.699998,0.511218,0.507534,0.588740,0.365916,0.556293,0.406600,0.704080,0.596755,0.501694,0.496802,0.718941,0.378458,0.581571,0.426549,0.763428,0.596168
5600,0.291174,0.260232,0.309950,0.312794,0.459305,0.275018,0.337510,0.238678,0.881481,0.343920,0.385513,0.368037,0.437167,0.364591,0.392765,0.369146,0.509371,0.497772,0.476415,0.476828,0.467708,0.429863,0.644783,0.619403,0.489004,0.490090,0.711091,0.625016,0.515918,0.446471,0.917130,0.701510,0.512619,0.508805,0.592586,0.364617,0.558696,0.406136,0.704967,0.596996,0.500824,0.495869,0.723523,0.376858,0.583371,0.425424,0.765251,0.596379
5800,0.291210,0.259465,0.305961,0.308786,0.464211,0.273584,0.342223,0.238482,0.892919,0.342724,0.385960,0.367028,0.439101,0.363249,0.391205,0.366618,0.509623,0.497657,0.475257,0.475767,0.467703,0.428259,0.643492,0.616937,0.488627,0.489636,0.713702,0.626154,0.516456,0.446224,0.920012,0.702568,0.513005,0.509209,0.595332,0.363556,0.560291,0.405109,0.705544,0.597091,0.501325,0.496245,0.727019,0.375409,0.585492,0.424169,0.766608,0.596450
6000,0.291187,0.258773,0.302462,0.305282,0.468519,0.272061,0.346659,0.238471,0.903119,0.341880,0.386743,0.366392,0.439698,0.361448,0.389704,0.364303,0.509043,0.496824,0.474085,0.474706,0.466997,0.426520,0.641773,0.614017,0.488675,0.489752,0.716406,0.627549,0.516864,0.445980,0.921841,0.703213,0.513376,0.509491,0.597084,0.362437,0.561585,0.404409,0.706051,0.597188,0.501632,0.496554,0.729871,0.374204,0.586212,0.422918,0.767708,0.596530
6200,0.290818,0.257834,0.299410,0.302237,0.472214,0.270610,0.350822,0.238634,0.911973,0.341014,0.387072,0.365560,0.440464,0.359798,0.388062,0.361902,0.508841,0.496240,0.473070,0.473791,0.465843,0.424527,0.640383,0.611411,0.488528,0.489626,0.718395,0.628229,0.517149,0.445544,0.923310,0.703722,0.513318,0.509340,0.599133,0.361606,0.562334,0.403375,0.706426,0.597225,0.501592,0.496418,0.732026,0.372836,0.587011,0.421817,0.768654,0.596554
6400,0.290885,0.257363,0.296707,0.299530,0.475887,0.269477,0.354427,0.238685,0.920299,0.340191,0.387798,0.365152,0.441366,0.358528,0.386849,0.359899,0.508742,0.495866,0.472366,0.473154,0.465674,0.423171,0.639202,0.609195,0.488452,0.489564,0.720306,0.629222,0.517479,0.445209,0.924511,0.704173,0.513824,0.509732,0.601137,0.360806,0.563260,0.402524,0.706825,0.597313,0.501712,0.496536,0.733654,0.371693,0.587597,0.420511,0.769474,0.596623
6600,0.290740,0.256804,0.294443,0.297259,0.478984,0.268415,0.357710,0.238832,0.927451,0.339636,0.388468,0.364685,0.442229,0.357505,0.385694,0.358062,0.508754,0.495543,0.471563,0.472417,0.465639,0.422101,0.637990,0.607233,0.488416,0.489655,0.721806,0.629914,0.517870,0.445061,0.925437,0.704549,0.514492,0.510268,0.602455,0.359788,0.563500,0.401487,0.707145,0.597392,0.501649,0.496368,0.735209,0.370960,0.588378,0.419740,0.770133,0.596686
6800,0.290768,0.256435,0.292284,0.295101,0.481265,0.267259,0.360566,0.239110,0.934030,0.338921,0.389144,0.364432,0.443110,0.356587,0.384626,0.356443,0.508550,0.495084,0.470949,0.471838,0.465522,0.421177,0.636671,0.605335,0.488506,0.489595,0.723269,0.630548,0.517976,0.444661,0.925951,0.704683,0.514666,0.510360,0.603917,0.359015,0.564002,0.400622,0.707307,0.597373,0.501650,0.496330,0.736595,0.370233,0.588795,0.418926,0.770557,0.596656
7000,0.290625,0.255958,0.290421,0.293229,0.483687,0.266603,0.363208,0.239313,0.940221,0.338300,0.389614,0.364091,0.443532,0.355679,0.383830,0.354994,0.508607,0.494788,0.470410,0.471324,0.465286,0.420328,0.635325,0.603325,0.488688,0.489729,0.724782,0.631477,0.518157,0.444373,0.926411,0.704836,0.514859,0.510552,0.604976,0.358379,0.564442,0.399951,0.707470,0.597382,0.501777,0.496435,0.737400,0.369371,0.589263,0.418031,0.770976,0.596661
7200,0.290562,0.255590,0.288879,0.291691,0.485643,0.265691,0.365599,0.239620,0.945157,0.337759,0.389890,0.363699,0.443746,0.354716,0.383086,0.353681,0.508779,0.494665,0.469856,0.470789,0.465097,0.419413,0.634018,0.601443,0.488347,0.489414,0.725836,0.631972,0.518364,0.444179,0.926638,0.704834,0.515214,0.510835,0.605477,0.357898,0.564494,0.399199,0.707530,0.597324,0.501567,0.496161,0.737851,0.368472,0.589017,0.417034,0.771283,0.596607
7400,0.290635,0.255351,0.287530,0.290337,0.487479,0.265060,0.367750,0.239935,0.949694,0.337146,0.390486,0.363589,0.444428,0.354067,0.382255,0.352369,0.508690,0.494352,0.469366,0.470353,0.465017,0.418653,0.632765,0.599699,0.488508,0.489455,0.726477,0.632252,0.518442,0.443918,0.927000,0.704988,0.515283,0.510802,0.605866,0.357265,0.564406,0.398313,0.707708,0.597384,0.501187,0.495757,0.738235,0.367923,0.588945,0.416210,0.771636,0.596661
7600,0.290560,0.255012,0.286284,0.289085,0.489138,0.264291,0.369869,0.240287,0.953993,0.336675,0.390911,0.363341,0.444833,0.353426,0.381543,0.351201,0.508768,0.494164,0.468850,0.469858,0.464952,0.417900,0.631581,0.598093,0.488488,0.489379,0.727063,0.632502,0.518561,0.443733,0.927191,0.705024,0.515579,0.511069,0.606333,0.356767,0.564376,0.397540,0.707784,0.597371,0.501300,0.495768,0.738542,0.367433,0.588904,0.415454,0.771861,0.596641
7800,0.290415,0.254646,0.285063,0.287859,0.490661,0.263697,0.371798,0.240556,0.957948,0.336171,0.391458,0.363288,0.445226,0.352809,0.380949,0.350144,0.508722,0.493897,0.468332,0.469386,0.464940,0.417311,0.630426,0.596492,0.488510,0.489347,0.727404,0.632526,0.518549,0.443471,0.927412,0.705095,0.515749,0.511212,0.606743,0.356161,0.564093,0.396703,0.707891,0.597387,0.501235,0.495613,0.738652,0.367012,0.588943,0.414873,0.772119,0.596659
8000,0.290297,0.254321,0.283870,0.286668,0.492070,0.263052,0.373698,0.240873,0.962035,0.335711,0.391897,0.363148,0.445698,0.352162,0.380470,0.349129,0.508727,0.493710,0.467893,0.468990,0.464755,0.416622,0.629415,0.595093,0.488303,0.488997,0.727789,0.632638,0.518637,0.443213,0.927543,0.705103,0.515951,0.511414,0.607014,0.355758,0.564019,0.396021,0.707917,0.597343,0.501415,0.495681,0.738829,0.366579,0.588912,0.414272,0.772278,0.596618
