step,train_loss,val_loss
0,5.563004,5.567363
1000,2.616159,2.569937
2000,2.280196,2.237892
3000,2.072165,2.071748
4000,1.967489,1.960874
5000,1.921142,1.923719
6000,1.884798,1.869995
7000,1.852922,1.844957
8000,1.822881,1.816732
9000,1.810455,1.809805
10000,1.796473,1.793739
11000,1.793504,1.800339
12000,1.784044,1.781902
13000,1.782718,1.793587
14000,1.776741,1.775037
15000,1.776642,1.775300
16000,1.778123,1.773739
17000,1.768478,1.770838
18000,1.763970,1.783169
19000,1.770270,1.762341
20000,1.758990,1.760150
21000,1.758734,1.742648
22000,1.754861,1.760304
23000,1.747766,1.734313
24000,1.736300,1.737023
25000,1.739164,1.744965
26000,1.737177,1.734126
27000,1.724172,1.730607
28000,1.718332,1.713483
29000,1.726249,1.719685
30000,1.715434,1.706533
