step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497350,0.497521,0.498042,0.498114,0.498018,0.497973,0.498844,0.498592,0.498912,0.498930,0.500098,0.500099,0.499023,0.498908,0.498545,0.498598,0.499677,0.499661,0.499832,0.499615,0.498656,0.498664,0.500186,0.500199,0.500005,0.499903,0.498859,0.498896,0.500389,0.500400,0.499500,0.499409,0.499714,0.499717,0.500795,0.500793,0.498977,0.498847
400,0.489904,0.490937,0.488282,0.488621,0.488041,0.487943,0.496254,0.494801,0.492863,0.492946,0.502283,0.501945,0.497773,0.496756,0.491250,0.491358,0.494969,0.494784,0.499099,0.497693,0.490432,0.490328,0.499112,0.498919,0.499879,0.498566,0.490849,0.490830,0.499342,0.499222,0.496489,0.495527,0.497113,0.497097,0.504547,0.504359,0.495652,0.494817
600,0.478508,0.480936,0.472436,0.473103,0.471855,0.471603,0.493439,0.488725,0.481594,0.481634,0.514427,0.513286,0.497284,0.492950,0.476337,0.476304,0.486430,0.484944,0.499855,0.493964,0.476343,0.475933,0.500189,0.498563,0.500835,0.495305,0.476199,0.475869,0.496975,0.495559,0.494986,0.489878,0.487056,0.486903,0.512896,0.511435,0.491565,0.487937
800,0.467188,0.470698,0.452768,0.453280,0.450330,0.449780,0.492720,0.482547,0.466021,0.465877,0.537785,0.535677,0.498700,0.487972,0.455556,0.455329,0.480873,0.473909,0.499877,0.488761,0.456634,0.455879,0.513903,0.508111,0.505769,0.492866,0.456799,0.455876,0.500265,0.494505,0.500148,0.485466,0.468322,0.467645,0.526144,0.520545,0.492078,0.481079
1000,0.457219,0.461415,0.433766,0.433432,0.428761,0.427363,0.495028,0.476064,0.448441,0.448014,0.567480,0.563946,0.498805,0.481521,0.434225,0.433328,0.491952,0.473857,0.502130,0.483816,0.435413,0.433933,0.536714,0.527299,0.514750,0.492050,0.436555,0.434002,0.513342,0.499724,0.510297,0.482643,0.448355,0.446486,0.537889,0.524178,0.500771,0.478253
1200,0.450435,0.454762,0.419671,0.417159,0.412054,0.407581,0.498451,0.472825,0.434187,0.433001,0.598689,0.594342,0.503506,0.478123,0.415705,0.413569,0.512211,0.484262,0.508729,0.480947,0.416746,0.414168,0.562429,0.548793,0.524034,0.491218,0.418615,0.414251,0.532828,0.510729,0.526395,0.485102,0.431992,0.427779,0.548830,0.523528,0.514681,0.479036
1400,0.446123,0.450148,0.409742,0.403323,0.403547,0.391640,0.502008,0.469758,0.421970,0.419007,0.632251,0.626255,0.508408,0.476066,0.399347,0.395140,0.534358,0.496744,0.514799,0.478681,0.400923,0.396840,0.589908,0.571658,0.533582,0.491745,0.404699,0.397484,0.555713,0.525466,0.543375,0.487096,0.418512,0.410604,0.558063,0.518500,0.531093,0.481391
1600,0.442928,0.446319,0.405294,0.393292,0.405709,0.380813,0.506145,0.466875,0.410931,0.406567,0.667255,0.659429,0.515699,0.476089,0.386784,0.379862,0.560122,0.514007,0.519947,0.476751,0.388873,0.382346,0.618399,0.594613,0.544174,0.492616,0.395361,0.383230,0.580033,0.539724,0.563201,0.492583,0.409611,0.396412,0.563343,0.509936,0.550360,0.485523
1800,0.440118,0.442700,0.406720,0.386951,0.416882,0.375538,0.512332,0.465143,0.402934,0.396278,0.702983,0.693426,0.521996,0.475104,0.377432,0.366046,0.586617,0.531332,0.525795,0.474354,0.378221,0.368618,0.648468,0.618665,0.555797,0.493817,0.389177,0.370922,0.604976,0.553628,0.583884,0.499021,0.405002,0.384001,0.567342,0.499882,0.568682,0.488603
2000,0.436888,0.438822,0.409929,0.382567,0.429384,0.373450,0.520640,0.465609,0.397280,0.387581,0.740250,0.728546,0.530456,0.475532,0.370431,0.354031,0.613646,0.548278,0.533744,0.473785,0.371712,0.357492,0.677846,0.640588,0.567616,0.495767,0.385991,0.360425,0.629869,0.567997,0.608360,0.507938,0.405009,0.374521,0.572956,0.490018,0.587741,0.491073
