step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,read_out_lut.T_soft,read_out_lut.T_sel
2200,0.435973,0.436515,0.414497,0.379070,0.445258,0.375329,0.527797,0.465446,0.392870,0.379801,0.777575,0.762735,0.536757,0.474303,0.368171,0.345320,0.643440,0.569447,0.540373,0.473274,0.365866,0.347217,0.708761,0.663345,0.578816,0.496966,0.386274,0.352890,0.655031,0.580593,0.633271,0.516657,0.410189,0.367868,0.581513,0.481027,0.607565,0.493808
2400,0.435231,0.434935,0.420313,0.376524,0.462683,0.379240,0.533878,0.464619,0.388939,0.373027,0.815557,0.796713,0.546591,0.475710,0.368129,0.338565,0.672331,0.587032,0.552163,0.476053,0.360890,0.337768,0.740424,0.687143,0.591512,0.499803,0.390342,0.347901,0.680922,0.592755,0.658933,0.526616,0.417917,0.364399,0.591925,0.472946,0.628053,0.495987
2600,0.434766,0.433327,0.427780,0.375288,0.481114,0.384153,0.541002,0.464835,0.387241,0.367282,0.852768,0.829694,0.553521,0.474740,0.369717,0.333108,0.701060,0.604189,0.559298,0.475548,0.360326,0.331270,0.770802,0.707239,0.602136,0.501268,0.396143,0.345141,0.704725,0.600994,0.686667,0.538132,0.427657,0.363372,0.603073,0.466291,0.646510,0.496611
2800,0.434214,0.431647,0.434477,0.373746,0.499076,0.389604,0.548153,0.464667,0.386040,0.361741,0.888827,0.860496,0.561591,0.474842,0.371377,0.328675,0.729196,0.619482,0.567526,0.476309,0.361529,0.326159,0.801054,0.727459,0.613126,0.502991,0.402155,0.343254,0.728372,0.609339,0.712143,0.546218,0.439655,0.364295,0.614155,0.458743,0.666179,0.497713
3000,0.432903,0.429385,0.442293,0.373342,0.518547,0.396940,0.557393,0.467377,0.385602,0.357998,0.924830,0.890287,0.568423,0.475031,0.374107,0.325396,0.757582,0.634507,0.575763,0.476608,0.363686,0.322268,0.830949,0.746142,0.625602,0.506020,0.410618,0.343444,0.752639,0.617201,0.739622,0.556691,0.452180,0.365892,0.627747,0.450776,0.685356,0.498342
3200,0.433218,0.428569,0.448978,0.372962,0.537415,0.403897,0.561753,0.466099,0.388119,0.356750,0.961030,0.918874,0.574574,0.474377,0.376910,0.322370,0.784476,0.646937,0.584733,0.478654,0.366637,0.319728,0.862189,0.765102,0.637428,0.509195,0.420034,0.344783,0.776845,0.625532,0.765882,0.566154,0.465158,0.367916,0.641417,0.444796,0.706566,0.499121
3400,0.432940,0.427548,0.455914,0.372796,0.555411,0.410325,0.570640,0.468533,0.391137,0.355168,0.995424,0.944409,0.579726,0.473855,0.380420,0.320503,0.811625,0.659431,0.591887,0.478538,0.369428,0.316735,0.889490,0.780600,0.646342,0.509785,0.428729,0.345614,0.800331,0.632048,0.793025,0.575910,0.478495,0.370259,0.654753,0.439022,0.724924,0.498096
3600,0.432783,0.426648,0.462374,0.372076,0.572860,0.415826,0.576141,0.469242,0.394100,0.354194,1.029420,0.970632,0.585673,0.473460,0.385083,0.319741,0.837419,0.669726,0.600033,0.479585,0.374511,0.315705,0.914966,0.793452,0.657767,0.512317,0.438132,0.347439,0.825043,0.641017,0.820812,0.586618,0.491585,0.372745,0.667871,0.432826,0.744133,0.497382
3800,0.431604,0.424762,0.468697,0.372396,0.589653,0.421532,0.582679,0.470424,0.397865,0.354151,1.060072,0.991106,0.593590,0.474555,0.391166,0.320761,0.864404,0.681902,0.607937,0.479616,0.381544,0.316776,0.940694,0.806778,0.666507,0.513609,0.448649,0.350165,0.849934,0.649258,0.846386,0.594450,0.506140,0.378014,0.680916,0.426169,0.761484,0.495894
4000,0.432030,0.424769,0.474568,0.372404,0.604113,0.425370,0.587840,0.470466,0.402269,0.354534,1.087813,1.008943,0.599625,0.474724,0.396023,0.320336,0.887806,0.690241,0.615385,0.480586,0.387370,0.316927,0.965537,0.819939,0.674058,0.513870,0.458219,0.352785,0.871734,0.654635,0.871788,0.602103,0.520341,0.382964,0.695670,0.421289,0.779067,0.494550
4200,0.431964,0.424143,0.479138,0.371730,0.619825,0.431050,0.591436,0.469975,0.404740,0.353870,1.115103,1.024049,0.605477,0.475014,0.402154,0.321719,0.911428,0.698411,0.620412,0.479994,0.392821,0.317668,0.987474,0.829148,0.681727,0.514564,0.467329,0.355534,0.890415,0.657740,0.895925,0.608363,0.533511,0.387683,0.709955,0.417399,0.795143,0.492700
4400,0.431652,0.423561,0.483564,0.371406,0.633127,0.434848,0.596015,0.470575,0.407855,0.353558,1.135547,1.034280,0.609616,0.475019,0.407154,0.322716,0.933544,0.706843,0.627206,0.481488,0.398751,0.318645,1.007455,0.836303,0.690870,0.516727,0.476794,0.358823,0.910161,0.663193,0.919431,0.614904,0.546443,0.392290,0.723792,0.413881,0.810753,0.490412
4600,0.432004,0.423492,0.487461,0.371173,0.644421,0.437200,0.599925,0.470977,0.412522,0.354174,1.157990,1.046701,0.613997,0.475056,0.412201,0.323759,0.953709,0.712723,0.632197,0.481437,0.403418,0.318925,1.024454,0.840195,0.697979,0.517580,0.484272,0.360561,0.928844,0.667902,0.939584,0.618816,0.558130,0.395762,0.737123,0.411604,0.825104,0.488524
4800,0.430720,0.422099,0.490808,0.370957,0.656448,0.441165,0.603269,0.471335,0.414830,0.353688,1.178261,1.057109,0.617517,0.474794,0.416768,0.324582,0.972758,0.718403,0.638486,0.482740,0.407022,0.318701,1.041134,0.844879,0.704092,0.517949,0.492840,0.363327,0.946070,0.671829,0.957873,0.621352,0.569807,0.399940,0.748744,0.408154,0.838279,0.486501
5000,0.429893,0.421101,0.493865,0.370638,0.665110,0.442760,0.605425,0.470509,0.417726,0.353579,1.194557,1.063181,0.620625,0.474892,0.420897,0.325122,0.990065,0.723288,0.642463,0.482139,0.410862,0.318963,1.055172,0.847774,0.710081,0.518446,0.500088,0.365009,0.960964,0.675230,0.974412,0.623242,0.580378,0.403065,0.761803,0.406753,0.850231,0.483279
