step,train_loss,val_loss,val_loss_hard
0,5.549006,5.548947,5.549067
1000,2.917941,2.847603,2.958237
2000,2.517216,2.493708,2.701087
3000,2.347975,2.328372,2.683140
4000,2.197940,2.181923,2.593673
5000,2.067760,2.050189,2.528520
6000,1.952107,1.939135,2.593121
7000,1.866281,1.860680,2.593432
8000,1.804076,1.796433,2.594344
9000,1.762142,1.755814,2.684596
10000,1.720880,1.715746,2.642541
11000,1.687303,1.683741,2.664274
12000,1.660757,1.657314,2.690015
13000,1.642935,1.638262,2.683497
14000,1.625263,1.623450,2.679635
15000,1.608922,1.609760,2.656839
16000,1.600634,1.598581,2.696632
17000,1.597644,1.591254,2.703199
18000,1.585898,1.581769,2.716587
19000,1.580276,1.573609,2.710317
20000,1.570230,1.567018,2.722313
21000,1.565729,1.560936,2.720013
22000,1.554762,1.557560,2.709272
23000,1.551999,1.552190,2.703801
24000,1.548862,1.548124,2.721281
25000,1.548315,1.545907,2.719616
26000,1.536985,1.541928,2.717099
27000,1.538103,1.536137,2.726690
28000,1.537164,1.534495,2.722088
29000,1.527102,1.527489,2.735255
30000,1.531450,1.527435,2.746829
31000,1.524748,1.522980,2.728454
32000,1.520237,1.521761,2.745139
33000,1.522392,1.518012,2.734345
34000,1.518592,1.516684,2.736816
