step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L0.residual_lut.T_soft,L0.residual_lut.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L1.residual_lut.T_soft,L1.residual_lut.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L2.residual_lut.T_soft,L2.residual_lut.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L3.residual_lut.T_soft,L3.residual_lut.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L4.residual_lut.T_soft,L4.residual_lut.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel,L5.residual_lut.T_soft,L5.residual_lut.T_sel
0,0.357146,0.313795,0.623357,0.310944,1.799951,0.362624,0.637758,0.329939,0.686754,0.355086,0.905035,0.285905,2.389275,0.509851,0.728426,0.303888,1.084120,0.274780,1.020614,0.222671,2.305844,0.330386,0.756123,0.286251,0.802616,0.284676,0.801549,0.241377,2.049174,0.279103,0.714796,0.285338,0.798496,0.319543,0.794840,0.261681,1.627292,0.290856,0.787213,0.268207,0.764849,0.339114,0.634105,0.305301,1.300680,0.280252,0.804408,0.267521
200,0.360688,0.315830,0.630305,0.309708,1.819070,0.357611,0.646298,0.328527,0.693463,0.356430,0.901167,0.282279,2.374316,0.503007,0.735817,0.301423,1.081444,0.272072,1.012645,0.219768,2.323450,0.326968,0.759064,0.283112,0.807474,0.283480,0.796809,0.238368,2.066335,0.276914,0.719372,0.282572,0.803423,0.318733,0.793204,0.258970,1.642746,0.289130,0.791138,0.265369,0.769340,0.338032,0.635033,0.303145,1.308810,0.278173,0.807646,0.264793
400,0.371534,0.320189,0.645102,0.305144,1.886238,0.344553,0.668480,0.330535,0.704097,0.352496,0.887948,0.271700,2.339582,0.483429,0.749437,0.296486,1.076531,0.265254,0.997325,0.211603,2.360885,0.317123,0.764105,0.277293,0.809050,0.275884,0.789167,0.231916,2.087656,0.269325,0.722085,0.278391,0.805951,0.311319,0.786692,0.251999,1.667392,0.280649,0.793890,0.260888,0.772483,0.331270,0.633700,0.295437,1.324026,0.271746,0.808653,0.260238
600,0.385986,0.325094,0.659703,0.301676,1.989738,0.332355,0.689258,0.332189,0.715419,0.346713,0.901467,0.260455,2.353155,0.459898,0.754654,0.291920,1.080648,0.258212,1.006987,0.203255,2.413279,0.305551,0.765257,0.272868,0.814503,0.267619,0.786922,0.226557,2.108011,0.262855,0.722473,0.275770,0.808874,0.302270,0.785412,0.246320,1.705900,0.270982,0.794371,0.258014,0.775394,0.322963,0.632084,0.286768,1.336696,0.266594,0.808849,0.257457
800,0.399247,0.328454,0.678501,0.297868,2.099763,0.326185,0.712612,0.334466,0.724205,0.341597,0.925634,0.252363,2.407970,0.440836,0.766430,0.288367,1.092775,0.251758,1.033031,0.197076,2.485014,0.296094,0.771835,0.268841,0.824620,0.260688,0.791358,0.221668,2.149823,0.256497,0.724428,0.272809,0.817007,0.295260,0.789260,0.240886,1.757158,0.263470,0.797563,0.254954,0.778673,0.314516,0.636362,0.279735,1.362418,0.261626,0.811525,0.254429
1000,0.412452,0.330064,0.695320,0.293224,2.212010,0.320160,0.735876,0.334600,0.730557,0.334643,0.954653,0.245962,2.486578,0.425010,0.777810,0.284453,1.108333,0.246526,1.065884,0.192128,2.570098,0.288399,0.780082,0.264822,0.834662,0.254755,0.800445,0.217359,2.209146,0.251274,0.727791,0.269897,0.825744,0.288827,0.795444,0.235553,1.816359,0.258320,0.802952,0.252056,0.787229,0.308034,0.642147,0.273212,1.392924,0.256289,0.815902,0.251531
1200,0.423639,0.330828,0.713833,0.287685,2.321326,0.314442,0.761433,0.333173,0.739146,0.329493,0.982046,0.240719,2.572452,0.412327,0.794295,0.279584,1.126010,0.241624,1.098396,0.187887,2.666437,0.282215,0.792554,0.260294,0.847035,0.250057,0.813751,0.213236,2.289083,0.247003,0.734077,0.266365,0.832936,0.282094,0.804254,0.230128,1.877510,0.253346,0.811270,0.248203,0.795169,0.301705,0.651684,0.268330,1.432512,0.251788,0.823468,0.247948
1400,0.433027,0.330694,0.732272,0.281385,2.427111,0.309047,0.788056,0.329654,0.744750,0.323779,1.006641,0.237105,2.658948,0.402447,0.811618,0.273814,1.140721,0.237045,1.125709,0.183244,2.758603,0.276163,0.809079,0.254679,0.856004,0.245236,0.830561,0.208509,2.367714,0.242161,0.745768,0.261276,0.841085,0.276661,0.818118,0.225498,1.936612,0.248569,0.824862,0.243078,0.801749,0.295742,0.661940,0.264373,1.475961,0.247649,0.836538,0.243221
1600,0.439965,0.329391,0.748325,0.275208,2.525244,0.302896,0.809504,0.323782,0.751842,0.318849,1.030271,0.233364,2.747695,0.394721,0.827952,0.267865,1.154938,0.232920,1.153093,0.179955,2.848559,0.271388,0.825362,0.249116,0.867143,0.240793,0.847753,0.204522,2.448761,0.238218,0.757117,0.256566,0.849905,0.272046,0.833119,0.221632,1.997398,0.245367,0.839684,0.238429,0.810268,0.290975,0.670309,0.260328,1.519552,0.243728,0.850776,0.238827
1800,0.445575,0.327843,0.761146,0.270012,2.617384,0.296865,0.827392,0.317317,0.755202,0.314106,1.050305,0.229086,2.830546,0.386545,0.841307,0.262310,1.171217,0.229477,1.176866,0.176208,2.935859,0.267245,0.839589,0.243741,0.878083,0.237477,0.863684,0.201188,2.525948,0.235265,0.768570,0.252022,0.857348,0.267825,0.844526,0.217842,2.053809,0.241837,0.854386,0.234155,0.818430,0.287051,0.679128,0.257512,1.560375,0.240801,0.865364,0.235065
