step,train_loss,val_loss,val_loss_hard
0,5.553067,5.553790,5.553790
1000,2.734573,2.697214,2.697214
2000,2.469304,2.440920,2.440920
3000,2.276884,2.276611,2.276611
4000,2.184645,2.173308,2.173308
5000,2.126024,2.108691,2.108691
6000,2.045051,2.052997,2.052997
7000,2.009430,2.002366,2.002366
8000,1.962719,1.962268,1.962268
9000,1.913585,1.931802,1.931802
10000,1.924451,1.909500,1.909500
11000,1.890724,1.888397,1.888397
12000,1.869622,1.862516,1.862516
13000,1.847178,1.847859,1.847859
14000,1.843878,1.832403,1.832403
15000,1.833569,1.813634,1.813634
16000,1.814142,1.813271,1.813271
17000,1.793542,1.795152,1.795152
18000,1.784459,1.780625,1.780625
19000,1.769354,1.777961,1.777961
20000,1.765814,1.762404,1.762404
21000,1.765086,1.750372,1.750372
22000,1.740104,1.738209,1.738209
23000,1.735643,1.740461,1.740461
24000,1.729847,1.738758,1.738758
25000,1.728044,1.718115,1.718115
26000,1.701925,1.711870,1.711870
27000,1.702735,1.703893,1.703893
28000,1.695744,1.695489,1.695489
29000,1.688853,1.693024,1.693024
30000,1.684549,1.684577,1.684577
31000,1.693895,1.679168,1.679168
32000,1.671514,1.674830,1.674830
33000,1.671441,1.666949,1.666949
34000,1.654906,1.665682,1.665682
35000,1.673957,1.657695,1.657695
36000,1.666261,1.654251,1.654251
37000,1.644958,1.648625,1.648625
38000,1.654686,1.646101,1.646101
39000,1.645131,1.642278,1.642278
40000,1.646381,1.638025,1.638025
41000,1.636408,1.634602,1.634602
42000,1.626909,1.630691,1.630691
43000,1.626830,1.628935,1.628935
44000,1.623848,1.625951,1.625951
45000,1.636877,1.623951,1.623951
46000,1.624701,1.621546,1.621546
47000,1.624942,1.620222,1.620222
48000,1.615293,1.619747,1.619747
49000,1.617742,1.616333,1.616333
