step,train_loss,qreg_loss,lambda,val_loss,val_loss_snapped
0,5.936931,0.362790,0.000000,5.965660,
1000,1.999578,0.413266,0.000000,1.908545,
2000,1.716898,0.451099,0.000000,1.702726,
3000,1.648173,0.470563,0.000000,1.653845,
4000,1.623952,0.480884,0.000000,1.625853,
5000,1.609681,0.487376,0.000000,1.612127,
6000,1.597085,0.492050,0.000000,1.595514,
7000,1.587068,0.495192,0.000000,1.587561,
8000,1.577399,0.497362,0.000000,1.578797,
9000,1.567694,0.498719,0.000000,1.572985,
10000,1.567614,0.499389,0.000000,1.565572,
11000,1.555519,0.499781,0.000000,1.555169,
12000,1.546285,0.499864,0.000000,1.550981,
13000,1.542807,0.499848,0.000000,1.543233,
14000,1.532368,0.499982,0.000000,1.538252,
15000,1.529775,0.500020,0.000000,1.531567,
16000,1.521233,0.499939,0.000000,1.525110,
17000,1.524347,0.499998,0.000000,1.519506,
18000,1.522413,0.499936,0.000000,1.521763,
19000,1.515732,0.499985,0.000000,1.516613,
20000,1.511097,0.499930,0.000000,1.512396,
21000,1.511334,0.499974,0.000000,1.511212,
22000,1.509246,0.499899,0.000000,1.509669,
23000,1.504609,0.499937,0.000000,1.505221,
24000,1.502593,0.499854,0.000000,1.500291,
25000,1.501074,0.499911,0.000000,1.502881,
26000,1.497921,0.500004,0.000000,1.499271,
27000,1.494553,0.499897,0.000000,1.494706,
28000,1.491893,0.499954,0.000000,1.496762,
29000,1.490109,0.499934,0.000000,1.490366,
30000,1.487399,0.499901,0.000000,1.491342,
31000,1.486501,0.499941,0.000000,1.487254,
32000,1.486557,0.500003,0.000000,1.486043,
33000,1.479294,0.499939,0.000000,1.482143,
34000,1.482498,0.499877,0.000000,1.482430,
35000,1.485536,0.499979,0.000000,1.482037,
36000,1.479958,0.499967,0.000000,1.479671,
37000,1.471743,0.499944,0.000000,1.477365,
38000,1.476036,0.499989,0.000000,1.473995,
39000,1.474834,0.500015,0.000000,1.472837,
40000,1.471663,0.499969,0.000000,1.473536,
41000,1.467466,0.499899,0.000000,1.471900,
42000,1.468397,0.499888,0.000000,1.470242,
43000,1.472723,0.499841,0.000000,1.468153,
44000,1.466588,0.499891,0.000000,1.468173,
45000,1.464834,0.500031,0.000000,1.465449,
46000,1.457502,0.499982,0.000000,1.465148,
47000,1.461327,0.499923,0.000000,1.461970,
48000,1.463332,0.499913,0.000000,1.463109,
49000,1.459312,0.499983,0.000000,1.459897,
50000,1.461753,0.499844,0.000000,1.460410,
51000,1.456607,0.500033,0.000000,1.460328,
52000,1.456757,0.499935,0.000000,1.456882,
53000,1.453252,0.499957,0.000000,1.453654,
54000,1.450995,0.499938,0.000000,1.453720,
55000,1.450961,0.499936,0.000000,1.452552,
56000,1.445888,0.499940,0.000000,1.451095,
57000,1.448392,0.499963,0.000000,1.447626,
58000,1.453141,0.500086,0.000000,1.447929,
59000,1.445761,0.500058,0.000000,1.447762,
60000,1.444682,0.499908,0.000000,1.447548,
61000,1.444046,0.499926,0.000000,1.445817,
62000,1.442621,0.500031,0.000000,1.445500,
63000,1.444229,0.499981,0.000000,1.444015,
64000,1.440445,0.500100,0.000000,1.440871,
65000,1.439785,0.499778,0.000000,1.439914,
66000,1.437106,0.499931,0.000000,1.440581,
67000,1.435307,0.500037,0.000000,1.439500,
68000,1.434520,0.499967,0.000000,1.438756,
69000,1.433075,0.499883,0.000000,1.435930,
70000,1.433530,0.499886,0.000000,1.435208,
71000,1.435572,0.499873,0.000000,1.434246,
72000,1.433020,0.500078,0.000000,1.433397,
73000,1.426520,0.499818,0.000000,1.431796,
74000,1.428399,0.499940,0.000000,1.432099,
75000,1.429298,0.500037,0.000000,1.431165,
76000,1.426364,0.499843,0.000000,1.430445,
77000,1.429156,0.499991,0.000000,1.428555,
78000,1.426814,0.499879,0.000000,1.428213,
79000,1.424302,0.499973,0.000000,1.426770,
80000,1.426910,0.499949,0.000000,1.426275,
81000,1.422048,0.499956,0.000000,1.426037,
82000,1.420662,0.499812,0.000000,1.425071,
83000,1.423720,0.500051,0.000000,1.424390,
84000,1.421569,0.500382,0.000000,1.423580,
85000,1.416236,0.500047,0.000000,1.422610,
86000,1.417277,0.499988,0.000000,1.422148,
87000,1.416421,0.499963,0.000000,1.421416,
88000,1.420528,0.499898,0.000000,1.421067,
89000,1.418442,0.499771,0.000000,1.420196,
90000,1.415999,0.499917,0.000000,1.418873,
91000,1.417594,0.499910,0.000000,1.419661,
92000,1.417032,0.500306,0.000000,1.418633,
93000,1.412640,0.499918,0.000000,1.419056,
94000,1.416112,0.499984,0.000000,1.418057,
95000,1.417121,0.499989,0.000000,1.417324,
96000,1.414346,0.500024,0.000000,1.417850,
97000,1.415284,0.500118,0.000000,1.417627,
98000,1.409781,0.499916,0.000000,1.415917,
99000,1.411788,0.499776,0.000000,1.415766,
