step,train_loss,val_loss
0,5.531083,5.528420
1000,2.065954,1.980992
2000,1.747000,1.740684
3000,1.638415,1.624958
4000,1.560205,1.560256
5000,1.526814,1.521126
6000,1.495178,1.498154
7000,1.492599,1.482059
8000,1.463756,1.468459
9000,1.458091,1.450070
10000,1.441625,1.436939
11000,1.433179,1.425809
12000,1.419325,1.416364
13000,1.401939,1.405201
14000,1.394001,1.396088
15000,1.385230,1.388110
16000,1.378480,1.381815
17000,1.380403,1.373977
18000,1.367745,1.367940
19000,1.365995,1.363316
20000,1.356149,1.357775
21000,1.351679,1.353559
22000,1.354472,1.350674
23000,1.337987,1.348166
24000,1.342796,1.345075
