step,train_loss,val_bpb
200,9.463316,2.712624
400,7.989516,2.226375
600,6.948421,2.025729
800,6.438207,1.928583
1000,6.183476,1.870190
1200,6.012626,1.832481
1400,5.901704,1.803815
1600,5.806389,1.778759
1800,5.729881,1.758428
2000,5.649152,1.738983
2200,5.612930,1.722274
2400,5.569610,1.706074
2600,5.502180,1.694026
2800,5.471147,1.682078
3000,5.433943,1.670344
3200,5.390062,1.659930
3400,5.356540,1.651117
3600,5.330634,1.643491
3800,5.296522,1.632590
4000,5.273347,1.626799
4200,5.245569,1.620279
4400,5.229198,1.612138
4600,5.200859,1.607396
4800,5.207613,1.601253
5000,5.162059,1.594125
5200,5.147639,1.589348
5400,5.126174,1.585052
5600,5.100923,1.581177
5800,5.097752,1.576502
6000,5.082150,1.572508
6200,5.064444,1.569364
6400,5.063775,1.565927
