step,train_loss,val_loss,val_loss_hard
0,5.550327,5.550310,5.550310
1000,2.832932,2.745025,2.745025
2000,2.458638,2.432528,2.432528
3000,2.286169,2.264389,2.264389
4000,2.168032,2.159116,2.159116
5000,2.086863,2.077369,2.077369
6000,2.020562,2.016894,2.016894
7000,1.972389,1.966668,1.966668
8000,1.937016,1.934456,1.934456
9000,1.910089,1.906438,1.906438
10000,1.882751,1.884774,1.884774
11000,1.866063,1.869835,1.869835
12000,1.851201,1.854857,1.854857
13000,1.834197,1.841652,1.841652
14000,1.829390,1.820218,1.820218
15000,1.822520,1.813851,1.813851
16000,1.808519,1.803670,1.803670
17000,1.795869,1.796431,1.796431
18000,1.785524,1.785200,1.785200
19000,1.780341,1.781195,1.781195
20000,1.779662,1.776029,1.776029
21000,1.767276,1.767781,1.767781
22000,1.760784,1.762292,1.762292
23000,1.758133,1.757387,1.757387
24000,1.756928,1.754314,1.754314
25000,1.750256,1.749037,1.749037
26000,1.747321,1.743714,1.743714
27000,1.737994,1.737275,1.737275
28000,1.734928,1.734899,1.734899
29000,1.730568,1.730686,1.730686
30000,1.727852,1.725739,1.725739
31000,1.727983,1.723770,1.723770
32000,1.717793,1.719333,1.719333
33000,1.719621,1.717214,1.717214
34000,1.716089,1.713291,1.713291
35000,1.707930,1.711736,1.711736
36000,1.711328,1.706772,1.706772
37000,1.705215,1.703408,1.703408
38000,1.704077,1.703413,1.703413
39000,1.704342,1.700859,1.700859
40000,1.694645,1.699893,1.699893
41000,1.697719,1.696974,1.696974
42000,1.699137,1.694572,1.694572
43000,1.694460,1.695762,1.695762
44000,1.692778,1.693109,1.693109
45000,1.692781,1.692298,1.692298
46000,1.684291,1.689278,1.689278
47000,1.689410,1.691182,1.691182
48000,1.689230,1.687407,1.687407
49000,1.681441,1.686557,1.686557
