step,train_loss,val_loss,val_loss_hard
0,5.549927,5.550066,5.550066
1000,2.787104,2.687198,2.687198
2000,2.286683,2.265611,2.265611
3000,2.137573,2.134341,2.134341
4000,2.051270,2.053046,2.053046
5000,2.005719,1.997579,1.997579
6000,1.950067,1.943294,1.943294
7000,1.915792,1.914700,1.914700
8000,1.884297,1.877145,1.877145
9000,1.862526,1.861635,1.861635
10000,1.846201,1.837681,1.837681
11000,1.824584,1.827201,1.827201
12000,1.814718,1.810452,1.810452
13000,1.803719,1.797245,1.797245
14000,1.789536,1.791559,1.791559
15000,1.778436,1.775838,1.775838
16000,1.776975,1.767849,1.767849
17000,1.762615,1.759207,1.759207
18000,1.754191,1.750430,1.750430
19000,1.752347,1.746324,1.746324
20000,1.738537,1.735497,1.735497
21000,1.729162,1.731859,1.731859
22000,1.734429,1.724288,1.724288
