step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lm_g_L0,lm_g_L1,lm_g_L2,lm_g_L3,lm_g_L4,lm_g_L5,lm_beta_L0,lm_beta_L1,lm_beta_L2,lm_beta_L3,lm_beta_L4,lm_beta_L5,lm_gamma_L0,lm_gamma_L1,lm_gamma_L2,lm_gamma_L3,lm_gamma_L4,lm_gamma_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
5500,10.198127,3.919996,20.230972,20.096748,20.695160,23.259262,22.749662,22.928963,1.032291,1.025393,1.055828,1.184767,1.159856,1.169352,19.542248,19.503265,19.737940,20.118584,20.705338,20.113483,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.11178851,2.09456563,2.20809269,2.74612379,2.67240810,2.54996014,0.95346439,0.96298683,0.91928661,0.74994946,0.78784651,0.81321663,2.91140345e-03,5.65772085e-03,4.28656768e-03,2.76463246e-03,2.05695396e-03,1.35544781e-03,1.34709792e-03
6000,10.425446,3.259787,20.245298,20.145546,21.261641,23.932617,23.135937,23.222197,1.033013,1.027867,1.084427,1.218724,1.179403,1.184196,19.531464,19.534044,19.819145,20.287924,20.952471,20.190081,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.10857487,2.10669661,2.28722382,2.86699700,2.73760748,2.60547447,0.95428771,0.95798510,0.88953412,0.71817613,0.77031344,0.79910761,3.03259166e-03,5.88099379e-03,4.42822464e-03,2.96469429e-03,2.18563131e-03,1.38132367e-03,1.35468226e-03
6500,9.378138,3.025666,20.269455,20.141588,21.582430,24.258871,23.145668,23.213305,1.034238,1.027682,1.100657,1.235008,1.179890,1.183747,19.508724,19.539892,19.829807,20.391266,20.950144,20.189121,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.11434937,2.10302019,2.33376145,2.93885207,2.73292804,2.59914660,0.95151043,0.95976710,0.87393439,0.70462215,0.77191287,0.80019438,3.08643582e-03,6.02168264e-03,4.50091017e-03,3.07111186e-03,2.18890444e-03,1.38135476e-03,1.35465106e-03
7000,9.150195,2.738384,20.220778,20.287369,21.601038,24.360479,23.190901,23.179701,1.031753,1.035114,1.101569,1.240093,1.182154,1.182054,19.513327,19.546888,19.856936,20.341480,20.946522,20.185432,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.10368752,2.13645196,2.34524012,2.96545100,2.74392962,2.58562160,0.95574069,0.94466192,0.87028301,0.70111066,0.77598810,0.80310363,3.12087460e-03,6.08876068e-03,4.66649234e-03,3.04455869e-03,2.18939362e-03,1.38153788e-03,1.35450438e-03
7500,8.912546,2.699141,20.313757,20.388266,21.678951,24.248785,23.193602,23.178829,1.036449,1.040218,1.105536,1.234576,1.182289,1.182010,19.510099,19.529318,19.841194,20.306307,20.946646,20.185389,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.12010336,2.15545607,2.35904765,2.95706224,2.74558592,2.58488035,0.94760251,0.93641597,0.86912471,0.70451510,0.77588898,0.80324537,3.17199769e-03,6.28037145e-03,4.77096392e-03,3.05545283e-03,2.18915031e-03,1.38154626e-03,1.35450135e-03
8000,9.038741,2.742363,20.352057,20.438734,22.067133,24.230280,23.194292,23.178707,1.038340,1.042778,1.125084,1.233661,1.182323,1.182004,19.511351,19.543749,19.924053,20.311556,20.946754,20.185387,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.12871742,2.16381788,2.43251872,2.96906662,2.74635649,2.58471179,0.94321024,0.93325776,0.84384519,0.70272028,0.77577311,0.80328238,3.20580957e-03,6.40159752e-03,4.82616620e-03,3.08188284e-03,2.18916126e-03,1.38154859e-03,1.35450100e-03
8500,8.960208,2.726511,20.421062,20.532909,22.450947,24.198574,23.194740,23.178652,1.041820,1.047555,1.144464,1.232097,1.182346,1.182001,19.510984,19.552382,19.997267,20.321611,20.946812,20.185387,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.13961601,2.17972255,2.47417712,2.97913933,2.74702835,2.58457637,0.93827331,0.92779982,0.83370197,0.70143515,0.77568132,0.80330944,3.25308664e-03,6.60455413e-03,4.88928519e-03,3.09949415e-03,2.18913518e-03,1.38155045e-03,1.35450077e-03
9000,8.958786,2.743431,20.463511,20.597406,22.931890,24.188635,23.195139,23.178530,1.044006,1.050831,1.168801,1.231609,1.182366,1.181995,19.501217,19.556162,20.020100,20.337908,20.946756,20.185387,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.14297009,2.18932772,2.52082777,2.99120593,2.74747944,2.58442783,0.93646729,0.92463362,0.82549125,0.69959974,0.77563715,0.80334032,3.27960223e-03,6.72570989e-03,4.91654640e-03,3.11014522e-03,2.18915986e-03,1.38155161e-03,1.35450042e-03
9500,9.327334,2.904335,20.541016,20.672432,23.931570,24.208221,23.195166,23.178530,1.048035,1.054686,1.219672,1.232589,1.182367,1.181995,19.507452,19.512827,20.188272,20.489025,20.945930,20.185387,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.15447450,2.19612360,2.65878773,3.06464934,2.74872494,2.58449483,0.93216300,0.92375869,0.78322333,0.68605983,0.77539027,0.80332476,3.31058765e-03,6.81202579e-03,4.94681485e-03,3.17901862e-03,2.18961365e-03,1.38155255e-03,1.35450042e-03
10000,9.280345,2.791143,20.571667,20.687639,24.478012,24.212318,23.195162,23.178530,1.049581,1.055457,1.247279,1.232792,1.182367,1.181995,19.510351,19.506386,20.205639,20.500118,20.945892,20.185387,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.16001105,2.19786644,2.75829816,3.07299352,2.74878550,2.58449483,0.93029732,0.92367345,0.75634116,0.68484139,0.77537590,0.80332446,3.32691342e-03,6.88813534e-03,4.96439263e-03,3.18325940e-03,2.18964019e-03,1.38155255e-03,1.35450042e-03
10500,8.872684,2.713646,20.532253,20.703936,24.836603,24.212927,23.195494,23.178467,1.047560,1.056289,1.265389,1.232823,1.182383,1.181992,19.515293,19.490335,20.199575,20.499550,20.945927,20.185385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.15472007,2.20145917,2.82524562,3.08045006,2.74943662,2.58443427,0.93266338,0.92280811,0.74004233,0.68390697,0.77524948,0.80333376,3.32711158e-03,6.87673595e-03,4.97246347e-03,3.18775885e-03,2.18965672e-03,1.38155429e-03,1.35450019e-03
11000,8.922852,2.738155,20.516670,20.706453,24.904366,24.207825,23.196171,23.178305,1.046760,1.056406,1.268841,1.232570,1.182417,1.181984,19.520374,19.498272,20.195717,20.502485,20.946028,20.185385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.15571404,2.20224929,2.83562732,3.08861136,2.75034761,2.58426452,0.93288153,0.92233896,0.74059707,0.68305361,0.77509612,0.80336475,3.33663035e-03,6.92275912e-03,4.98157786e-03,3.18972021e-03,2.18966836e-03,1.38155709e-03,1.35449949e-03
11500,9.109532,2.787141,20.506758,20.717953,25.043209,24.208508,23.196344,23.178280,1.046248,1.056975,1.275903,1.232605,1.182426,1.181982,19.524710,19.509121,20.198393,20.518459,20.945971,20.185385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.15580225,2.20572114,2.85573483,3.09984994,2.75093412,2.58434010,0.93283665,0.92083043,0.73776186,0.68170899,0.77498537,0.80334282,3.34074410e-03,6.92686997e-03,4.99689067e-03,3.19492957e-03,2.18971656e-03,1.38155837e-03,1.35449949e-03
12000,9.010390,2.760877,20.529802,20.714142,25.012966,24.208643,23.196465,23.178265,1.047439,1.056803,1.274357,1.232611,1.182432,1.181981,19.525961,19.501774,20.200291,20.511940,20.946028,20.185385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.15920448,2.20320678,2.85325480,3.09893656,2.75109959,2.58430576,0.93142223,0.92225987,0.73834372,0.68193400,0.77495611,0.80334920,3.34889539e-03,6.96556224e-03,5.00944443e-03,3.19261081e-03,2.18969630e-03,1.38155906e-03,1.35449949e-03
12500,9.045009,2.765307,20.543625,20.699039,25.084467,24.212820,23.196465,23.178265,1.048140,1.056037,1.277940,1.232817,1.182432,1.181981,19.525532,19.509083,20.197691,20.513613,20.946032,20.185385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.16075420,2.20057011,2.86798859,3.10092330,2.75111032,2.58430552,0.93070018,0.92371988,0.73565775,0.68161255,0.77495235,0.80334932,3.35262710e-03,6.99186651e-03,5.00531169e-03,3.19282711e-03,2.18969886e-03,1.38155895e-03,1.35449949e-03
13000,9.197564,2.812030,20.574337,20.690008,25.139795,24.214766,23.196465,23.178265,1.049685,1.055579,1.280714,1.232913,1.182432,1.181981,19.525919,19.502388,20.198702,20.514671,20.946032,20.185385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.16611266,2.19919443,2.88321185,3.10194373,2.75111032,2.58430552,0.92848504,0.92440611,0.73369706,0.68144107,0.77495223,0.80334932,3.36180513e-03,7.05005322e-03,5.00206649e-03,3.19295353e-03,2.18969909e-03,1.38155895e-03,1.35449949e-03
13500,9.144646,2.799936,20.582367,20.696217,25.231756,24.216316,23.196465,23.178265,1.050086,1.055891,1.285324,1.232989,1.182432,1.181981,19.526430,19.503191,20.198559,20.515778,20.946032,20.185385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.16885018,2.20043898,2.90864706,3.10296059,2.75111032,2.58430552,0.92720342,0.92389321,0.72931635,0.68128133,0.77495223,0.80334932,3.36710614e-03,7.07702385e-03,5.00664487e-03,3.19321081e-03,2.18969886e-03,1.38155895e-03,1.35449949e-03
14000,9.147482,2.796778,20.593487,20.705488,25.371700,24.219080,23.196459,23.178265,1.050647,1.056357,1.292410,1.233126,1.182431,1.181981,19.525438,19.505222,20.201242,20.525322,20.945997,20.185385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.17119646,2.20219588,2.93287134,3.10816336,2.75116801,2.58430648,0.92611349,0.92310131,0.72372609,0.68048942,0.77493900,0.80334800,3.37360984e-03,7.10499054e-03,5.01470454e-03,3.19618336e-03,2.18972214e-03,1.38155895e-03,1.35449949e-03
14500,9.093752,2.778385,20.601490,20.712528,25.500561,24.224474,23.196468,23.178259,1.051058,1.056707,1.298966,1.233392,1.182432,1.181981,19.526606,19.509453,20.204563,20.547806,20.945850,20.185385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.17254829,2.20414567,2.95325398,3.11784935,2.75147271,2.58434749,0.92569870,0.92252755,0.71889329,0.67890000,0.77487665,0.80333728,3.37612842e-03,7.10913166e-03,5.01683448e-03,3.20494105e-03,2.18980480e-03,1.38155906e-03,1.35449949e-03
15000,9.026275,2.757429,20.618919,20.736942,25.545479,24.218651,23.196836,23.178211,1.051942,1.057950,1.301278,1.233102,1.182450,1.181979,19.526344,19.507269,20.208441,20.554518,20.945753,20.185385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.17475152,2.20778775,2.96138072,3.12338948,2.75251961,2.58440804,0.92483193,0.92105222,0.71768630,0.67850089,0.77466446,0.80331492,3.38527062e-03,7.14360364e-03,5.03387023e-03,3.20825540e-03,2.18983321e-03,1.38156186e-03,1.35449937e-03
15500,8.872199,2.710096,20.637579,20.742792,25.485781,24.212830,23.196953,23.178207,1.052887,1.058260,1.298263,1.232813,1.182456,1.181979,19.525135,19.488375,20.211147,20.545954,20.945778,20.185385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.17769861,2.20772743,2.95401597,3.12022424,2.75279498,2.58435130,0.92367232,0.92127699,0.71970409,0.67914599,0.77461112,0.80332553,3.38989067e-03,7.17232749e-03,5.03484532e-03,3.20629659e-03,2.18981272e-03,1.38156256e-03,1.35449937e-03
16000,8.850164,2.707188,20.636625,20.727554,25.435312,24.208223,23.197098,23.178200,1.052837,1.057493,1.295711,1.232586,1.182463,1.181978,19.526091,19.480164,20.209595,20.541075,20.945782,20.185385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.17671633,2.20407343,2.94690442,3.11798024,2.75299263,2.58427477,0.92410421,0.92300397,0.72146094,0.67955947,0.77457571,0.80334103,3.38785591e-03,7.17000850e-03,5.02571557e-03,3.20554897e-03,2.18979991e-03,1.38156326e-03,1.35449925e-03
