step,train_loss,val_loss
0,5.560678,5.559810
1000,1.891867,1.830837
2000,1.667857,1.655611
3000,1.589759,1.576317
4000,1.542368,1.546152
5000,1.520667,1.517059
6000,1.499814,1.499923
7000,1.484396,1.481296
8000,1.467544,1.464392
9000,1.450819,1.455793
10000,1.437325,1.441860
11000,1.435284,1.430570
12000,1.418074,1.416759
13000,1.411599,1.406840
14000,1.402323,1.398396
15000,1.397432,1.392821
16000,1.377001,1.383798
17000,1.375150,1.378149
18000,1.369510,1.374948
19000,1.370400,1.369348
20000,1.369021,1.364258
21000,1.359403,1.361428
22000,1.361003,1.357912
23000,1.359557,1.355748
24000,1.347794,1.350600
25000,1.350909,1.348286
26000,1.349971,1.344973
27000,1.340783,1.342295
28000,1.341735,1.341978
29000,1.340722,1.337435
30000,1.336554,1.336800
31000,1.336258,1.333348
32000,1.335062,1.331960
33000,1.331416,1.329940
34000,1.331741,1.329051
35000,1.329030,1.327015
36000,1.324062,1.325000
37000,1.322129,1.324793
38000,1.323152,1.322247
39000,1.317964,1.320958
40000,1.321272,1.318743
41000,1.316506,1.317037
42000,1.318465,1.316418
43000,1.312400,1.315159
44000,1.313473,1.312755
45000,1.306078,1.312039
46000,1.308025,1.310803
47000,1.303078,1.310264
48000,1.310574,1.309882
49000,1.306669,1.307809
50000,1.304561,1.307563
51000,1.308449,1.306832
52000,1.301289,1.305524
53000,1.308204,1.304050
54000,1.308218,1.303620
55000,1.303717,1.302948
56000,1.299286,1.300323
57000,1.295057,1.299928
58000,1.299427,1.300175
59000,1.298608,1.298999
60000,1.298499,1.297766
61000,1.299271,1.297198
62000,1.289549,1.295491
63000,1.297070,1.294308
64000,1.296048,1.292758
65000,1.292913,1.293027
66000,1.290953,1.292336
67000,1.293807,1.292369
68000,1.289039,1.290382
69000,1.296717,1.290078
70000,1.288724,1.288879
71000,1.285979,1.288681
72000,1.285208,1.287479
73000,1.284019,1.286577
74000,1.287304,1.285153
75000,1.279990,1.285278
76000,1.281232,1.284321
77000,1.278422,1.283457
78000,1.276645,1.282881
79000,1.282377,1.282817
80000,1.279630,1.281480
81000,1.283095,1.281182
82000,1.279527,1.281089
83000,1.275976,1.280293
84000,1.280190,1.279408
85000,1.279398,1.278766
86000,1.273662,1.279193
87000,1.275734,1.278092
88000,1.277996,1.278093
89000,1.272780,1.277061
90000,1.272886,1.276427
91000,1.275638,1.276342
92000,1.275788,1.276770
93000,1.270980,1.276035
94000,1.272536,1.275942
95000,1.269562,1.274814
96000,1.273181,1.274621
97000,1.274073,1.274906
98000,1.269668,1.274566
99000,1.273658,1.275132
