step,train_loss,val_bpb
500,6.377882,1.855978
1000,5.627096,1.694447
1500,5.313025,1.608274
2000,5.111897,1.550527
2500,4.962381,1.509860
3000,4.854506,1.479738
3500,4.790611,1.460107
4000,4.738289,1.449171
